県名,日付,検査数,累積陽性者数,累積経路不明数,週間陽性率,日別経路不明数,日別陽性者数,週間陽性率（経路不明のみ）,日別検査数,陽性(発症日),陽性(経路不明)(発症日),陽性(渡航歴)(発症日)
埼玉県,2020/3/29,1249,87,24,0.088235294,3,5,0.037433155,44,14,11,0
千葉県,2020/3/29,1527,161,26,0.389261745,1,60,0.033557047,65,20,15,0
東京都,2020/3/29,3923,430,189,0.213606437,26,68,0.089978054,278,85,57,4
神奈川県,2020/3/29,2110,126,56,0.109589041,6,9,0.052511416,66,25,15,2
新潟県,2020/3/29,1022,31,5,0.016194332,0,0,0.004048583,6,0,0,0
富山県,2020/3/29,79,0,0,0,0,0,0,3,1,0,0
石川県,2020/3/29,208,9,2,0.034482759,0,0,0,3,1,1,0
福井県,2020/3/29,165,13,4,0.19047619,0,1,0.047619048,8,7,0,0
山梨県,2020/3/29,454,4,2,0.020833333,0,0,0,5,0,0,0
長野県,2020/3/29,475,8,4,0.028776978,1,2,0.021582734,22,1,1,0
岐阜県,2020/3/29,620,20,3,0.039787798,1,1,0.00265252,60,5,4,0
静岡県,2020/3/29,703,4,3,0.009803922,0,0,0.009803922,9,3,1,1
愛知県,2020/3/29,2795,167,22,0.032432432,0,3,0.005405405,37,8,3,1
三重県,2020/3/29,431,9,2,0,0,0,0,5,1,1,0
滋賀県,2020/3/29,209,6,2,0.044444444,0,0,0,6,1,1,0
京都府,2020/3/29,1069,47,14,0.149350649,1,7,0.045454545,11,10,6,0
大阪府,2020/3/29,2060,208,77,0.128333333,5,17,0.06,62,30,16,2
兵庫県,2020/3/29,2399,133,26,0.027777778,2,7,0.007575758,17,15,13,0
奈良県,2020/3/29,278,11,0,0.037974684,0,0,0,15,3,2,1
和歌山県,2020/3/29,1452,17,3,0,0,0,0,4,2,2,0
鳥取県,2020/3/29,156,0,0,0,0,0,0,2,0,0,0
島根県,2020/3/29,130,0,0,0,0,0,0,2,0,0,0
岡山県,2020/3/29,308,3,1,0.019607843,0,0,0.009803922,10,0,0,0
広島県,2020/3/29,901,6,3,0.011111111,1,1,0.007407407,32,0,0,0
山口県,2020/3/29,250,6,1,0.027027027,0,0,0,13,2,1,0
徳島県,2020/3/29,130,1,0,0,0,0,0,1,0,0,0
香川県,2020/3/29,220,1,1,0,0,0,0,3,0,0,0
愛媛県,2020/3/29,250,4,1,0.023809524,0,0,0,5,1,1,0
高知県,2020/3/29,356,14,5,0.03125,0,0,0.015625,7,3,3,0
福岡県,2020/3/29,1033,26,15,0.0625,2,4,0.038690476,56,14,9,1
佐賀県,2020/3/29,133,1,0,0,0,0,0,2,1,1,0
長崎県,2020/3/29,331,2,0,0.011764706,0,0,0,4,0,0,0
熊本県,2020/3/29,856,12,4,0.014925373,1,1,0.005970149,47,2,1,0
大分県,2020/3/29,1626,28,3,0.006433824,0,1,0,37,0,0,0
宮崎県,2020/3/29,295,3,1,0,0,0,0,2,0,0,0
鹿児島県,2020/3/29,263,1,0,0.014285714,0,0,0,15,0,0,0
沖縄県,2020/3/29,332,8,2,0.072463768,0,0,0.014492754,7,2,2,0
北海道,2020/3/30,2076,177,103,0.053191489,0,1,0.024822695,12,7,6,0
青森県,2020/3/30,151,8,1,0.111111111,0,1,0.018518519,6,3,2,0
岩手県,2020/3/30,59,0,0,0,0,0,0,3,0,0,0
宮城県,2020/3/30,212,6,0,0.1,0,2,0,4,5,3,0
秋田県,2020/3/30,240,5,3,0.025210084,1,1,0.016806723,14,0,0,0
山形県,2020/3/30,198,0,0,0,0,0,0,22,2,1,0
福島県,2020/3/30,204,2,0,0,0,0,0,1,7,5,0
茨城県,2020/3/30,898,20,6,0.043227666,0,4,0.011527378,38,5,1,0
栃木県,2020/3/30,467,12,2,0.05,0,0,0.0125,28,0,0,0
群馬県,2020/3/30,514,18,5,0.021538462,0,0,0.009230769,71,2,0,0
埼玉県,2020/3/30,1293,88,24,0.088948787,0,1,0.035040431,44,31,26,0
千葉県,2020/3/30,1591,170,26,0.365558912,0,9,0.027190332,64,21,15,0
東京都,2020/3/30,4169,443,196,0.196598639,7,13,0.083673469,246,103,70,1
神奈川県,2020/3/30,2177,129,58,0.107142857,2,3,0.052521008,67,38,20,0
新潟県,2020/3/30,1028,31,5,0.016528926,0,0,0.004132231,6,0,0,0
富山県,2020/3/30,83,0,0,0,0,0,0,4,2,0,0
石川県,2020/3/30,211,11,4,0.1,2,2,0.066666667,3,9,9,0
福井県,2020/3/30,172,15,4,0.215384615,0,2,0.046153846,7,3,1,0
山梨県,2020/3/30,472,5,3,0.029411765,1,1,0.009803922,18,2,1,0
長野県,2020/3/30,506,8,4,0.023952096,0,0,0.017964072,31,2,1,0
岐阜県,2020/3/30,694,24,3,0.033557047,0,4,0.002237136,74,5,2,0
静岡県,2020/3/30,722,8,4,0.042372881,1,4,0.016949153,19,1,1,0
愛知県,2020/3/30,2854,170,23,0.036231884,1,3,0.005797101,59,13,12,0
三重県,2020/3/30,436,11,4,0.022222222,2,2,0.022222222,5,0,0,0
滋賀県,2020/3/30,230,6,2,0.015873016,0,0,0,21,1,0,0
京都府,2020/3/30,1080,56,15,0.216783217,1,9,0.048951049,11,10,4,1
大阪府,2020/3/30,2115,216,78,0.129746835,1,8,0.056962025,55,36,26,1
兵庫県,2020/3/30,2462,137,28,0.032432432,2,4,0.010810811,63,13,9,0
奈良県,2020/3/30,292,11,0,0.022988506,0,0,0,14,3,2,1
和歌山県,2020/3/30,1479,18,3,0.006134969,0,1,0,27,1,1,0
鳥取県,2020/3/30,170,0,0,0,0,0,0,14,0,0,0
島根県,2020/3/30,136,0,0,0,0,0,0,6,0,0,0
岡山県,2020/3/30,321,4,1,0.029411765,0,1,0.009803922,13,0,0,0
広島県,2020/3/30,951,6,3,0.010169492,0,0,0.006779661,50,4,4,0
山口県,2020/3/30,257,6,1,0.02739726,0,0,0,7,0,0,0
徳島県,2020/3/30,142,3,0,0.05,0,2,0,12,1,0,0
香川県,2020/3/30,243,2,1,0.012345679,0,1,0,23,0,0,0
愛媛県,2020/3/30,267,4,1,0.019230769,0,0,0,17,0,0,0
高知県,2020/3/30,359,15,6,0.047619048,1,1,0.031746032,3,4,2,0
福岡県,2020/3/30,1069,29,16,0.064066852,1,3,0.036211699,36,21,17,0
佐賀県,2020/3/30,137,1,0,0,0,0,0,4,2,1,0
長崎県,2020/3/30,351,2,0,0.010204082,0,0,0,20,1,1,0
熊本県,2020/3/30,925,14,4,0.018324607,0,2,0.005235602,69,0,0,0
大分県,2020/3/30,1647,28,3,0.006637168,0,0,0,21,0,0,0
宮崎県,2020/3/30,307,3,1,0,0,0,0,12,1,1,0
鹿児島県,2020/3/30,265,1,0,0.014492754,0,0,0,2,0,0,0
沖縄県,2020/3/30,357,9,3,0.058139535,1,1,0.023255814,25,3,3,0
北海道,2020/3/31,2096,177,103,0.050909091,0,0,0.021818182,20,7,3,0
青森県,2020/3/31,160,8,1,0.101694915,0,0,0.016949153,9,0,0,0
岩手県,2020/3/31,71,0,0,0,0,0,0,12,0,0,0
宮城県,2020/3/31,254,7,1,0.075949367,1,1,0.012658228,42,6,4,0
秋田県,2020/3/31,261,6,4,0.06557377,1,1,0.049180328,21,0,0,0
山形県,2020/3/31,222,1,1,0.013333333,1,1,0.013333333,24,3,1,0
福島県,2020/3/31,221,4,2,0.039215686,2,2,0.039215686,17,3,2,0
茨城県,2020/3/31,1006,24,7,0.036363636,1,4,0.007792208,108,6,1,0
栃木県,2020/3/31,495,14,4,0.045714286,2,2,0.017142857,28,0,0,0
群馬県,2020/3/31,671,20,6,0.012711864,1,2,0.006355932,157,2,0,0
埼玉県,2020/3/31,1415,104,31,0.094170404,7,16,0.038116592,122,21,16,1
千葉県,2020/3/31,1756,174,29,0.245901639,3,4,0.022540984,165,22,14,0
東京都,2020/3/31,4469,521,245,0.21393643,49,78,0.099022005,300,117,82,4
神奈川県,2020/3/31,2315,143,69,0.108256881,11,14,0.060550459,138,20,13,1
新潟県,2020/3/31,1079,31,5,0.011235955,0,0,0.003745318,51,1,1,0
富山県,2020/3/31,93,2,1,0.076923077,1,2,0.038461538,10,2,1,0
石川県,2020/3/31,228,13,4,0.138888889,0,2,0.055555556,17,2,2,0
福井県,2020/3/31,191,20,6,0.263888889,2,5,0.069444444,19,3,0,0
山梨県,2020/3/31,520,6,4,0.01459854,1,1,0.01459854,48,2,2,0
長野県,2020/3/31,543,8,4,0.016042781,0,0,0.010695187,37,3,2,0
岐阜県,2020/3/31,767,26,5,0.035799523,2,2,0.007159905,73,1,1,0
静岡県,2020/3/31,800,10,5,0.041420118,1,2,0.017751479,78,4,1,0
愛知県,2020/3/31,3032,178,27,0.040160643,4,8,0.009370817,178,11,7,1
三重県,2020/3/31,465,11,4,0.021052632,0,0,0.021052632,29,0,0,0
滋賀県,2020/3/31,250,7,2,0.027027027,0,1,0,20,3,0,0
京都府,2020/3/31,1211,69,19,0.17721519,4,13,0.042194093,131,10,3,0
大阪府,2020/3/31,2318,244,87,0.141274238,9,28,0.055401662,203,45,34,0
兵庫県,2020/3/31,2596,148,31,0.04048583,3,11,0.013495277,134,19,16,0
奈良県,2020/3/31,313,11,0,0.02020202,0,0,0,21,2,0,1
和歌山県,2020/3/31,1504,18,3,0.007633588,0,0,0,25,3,1,0
鳥取県,2020/3/31,181,0,0,0,0,0,0,11,0,0,0
島根県,2020/3/31,141,0,0,0,0,0,0,5,0,0,0
岡山県,2020/3/31,340,4,1,0.028037383,0,0,0.009345794,19,3,3,0
広島県,2020/3/31,963,6,3,0.010869565,0,0,0.007246377,12,3,2,0
山口県,2020/3/31,287,6,1,0.021052632,0,0,0,30,1,0,0
徳島県,2020/3/31,157,3,0,0.037735849,0,0,0,15,0,0,0
香川県,2020/3/31,276,2,1,0.009433962,0,0,0,33,0,0,0
愛媛県,2020/3/31,291,9,2,0.083333333,1,5,0.013888889,24,0,0,0
高知県,2020/3/31,389,17,7,0.061728395,1,2,0.037037037,30,1,1,0
福岡県,2020/3/31,1189,46,28,0.085253456,12,17,0.052995392,120,19,12,1
佐賀県,2020/3/31,151,2,0,0.029411765,0,1,0,14,0,0,0
長崎県,2020/3/31,389,2,0,0.008264463,0,0,0,38,1,0,0
熊本県,2020/3/31,987,14,4,0.016666667,0,0,0.004761905,62,0,0,0
大分県,2020/3/31,1687,29,4,0.011627907,1,1,0.001937984,40,0,0,0
宮崎県,2020/3/31,326,3,1,0,0,0,0,19,3,2,0
鹿児島県,2020/3/31,286,1,0,0.012820513,0,0,0,21,0,0,0
沖縄県,2020/3/31,375,9,3,0.044444444,0,0,0.022222222,18,5,5,0
北海道,2020/4/1,2164,182,106,0.054347826,3,5,0.02173913,68,10,10,0
青森県,2020/4/1,171,8,1,0.035714286,0,0,0.017857143,11,0,0,0
岩手県,2020/4/1,73,0,0,0,0,0,0,2,0,0,0
宮城県,2020/4/1,308,11,1,0.078125,0,4,0.0078125,54,2,1,0
秋田県,2020/4/1,291,8,5,0.068965517,1,2,0.045977011,30,1,1,0
山形県,2020/4/1,231,2,2,0.026666667,1,1,0.026666667,9,9,1,0
福島県,2020/4/1,236,6,3,0.06779661,1,2,0.050847458,15,3,2,0
茨城県,2020/4/1,1126,42,8,0.066666667,1,18,0.008333333,120,5,2,0
栃木県,2020/4/1,571,17,6,0.030701754,2,3,0.021929825,76,3,3,0
群馬県,2020/4/1,890,20,6,0.009230769,0,0,0.004615385,219,2,1,0
埼玉県,2020/4/1,1463,107,33,0.102325581,2,3,0.044186047,48,39,26,0
千葉県,2020/4/1,1849,199,40,0.273076923,11,25,0.042307692,93,19,16,0
東京都,2020/4/1,4864,587,283,0.19989339,38,66,0.099680171,395,105,74,0
神奈川県,2020/4/1,2485,162,78,0.115625,9,19,0.0625,170,31,19,1
新潟県,2020/4/1,1127,32,5,0.011111111,0,1,0.003703704,48,2,2,0
富山県,2020/4/1,122,5,2,0.094339623,1,3,0.037735849,29,0,0,0
石川県,2020/4/1,238,15,6,0.155555556,2,2,0.088888889,10,8,8,0
福井県,2020/4/1,218,21,6,0.209302326,0,1,0.034883721,27,5,1,0
山梨県,2020/4/1,577,6,4,0.011363636,0,0,0.011363636,57,2,0,0
長野県,2020/4/1,595,8,4,0.013392857,0,0,0.008928571,52,2,1,0
岐阜県,2020/4/1,811,31,9,0.043181818,4,5,0.015909091,44,11,2,0
静岡県,2020/4/1,915,14,7,0.040740741,2,4,0.018518519,115,2,1,1
愛知県,2020/4/1,3118,183,30,0.040730337,3,5,0.014044944,86,12,8,1
三重県,2020/4/1,507,12,5,0.023622047,1,1,0.023622047,42,0,0,0
滋賀県,2020/4/1,261,7,2,0.024691358,0,0,0,11,5,1,0
京都府,2020/4/1,1382,77,21,0.119480519,2,8,0.025974026,171,11,9,0
大阪府,2020/4/1,2504,278,97,0.153024911,10,34,0.055753262,186,58,42,0
兵庫県,2020/4/1,2694,162,36,0.060906516,5,14,0.021246459,98,15,7,0
奈良県,2020/4/1,334,15,1,0.055045872,1,4,0.009174312,21,5,3,0
和歌山県,2020/4/1,1530,20,5,0.024,2,2,0.016,26,1,0,0
鳥取県,2020/4/1,201,0,0,0,0,0,0,20,0,0,0
島根県,2020/4/1,150,0,0,0,0,0,0,9,0,0,0
岡山県,2020/4/1,365,5,2,0.031746032,1,1,0.015873016,25,1,0,1
広島県,2020/4/1,1095,9,6,0.013297872,3,3,0.010638298,132,5,3,0
山口県,2020/4/1,307,6,1,0.009433962,0,0,0,20,1,0,0
徳島県,2020/4/1,163,3,0,0.037037037,0,0,0,6,0,0,0
香川県,2020/4/1,299,2,1,0.008333333,0,0,0,23,0,0,0
愛媛県,2020/4/1,312,11,2,0.08988764,0,2,0.011235955,21,2,2,0
高知県,2020/4/1,414,21,8,0.089108911,1,4,0.03960396,25,3,1,0
福岡県,2020/4/1,1344,78,38,0.123877917,10,32,0.059245961,155,21,15,0
佐賀県,2020/4/1,167,3,1,0.043478261,1,1,0.02173913,16,2,2,0
長崎県,2020/4/1,426,5,3,0.020408163,3,3,0.020408163,37,0,0,0
熊本県,2020/4/1,1035,15,4,0.015909091,0,1,0.002272727,48,2,1,0
大分県,2020/4/1,1710,29,4,0.012461059,0,0,0.003115265,23,1,1,0
宮崎県,2020/4/1,349,3,1,0,0,0,0,23,3,1,0
鹿児島県,2020/4/1,307,2,1,0.02173913,1,1,0.010869565,21,0,0,0
沖縄県,2020/4/1,400,9,3,0.037735849,0,0,0.018867925,25,5,5,0
北海道,2020/4/2,2217,185,109,0.059027778,3,3,0.027777778,53,9,4,0
青森県,2020/4/2,181,9,2,0.057692308,1,1,0.038461538,10,1,1,0
岩手県,2020/4/2,76,0,0,0,0,0,0,3,0,0,0
宮城県,2020/4/2,347,12,2,0.0625,1,1,0.0125,39,6,6,0
秋田県,2020/4/2,321,9,6,0.061403509,1,1,0.043859649,30,1,0,0
山形県,2020/4/2,321,3,3,0.019354839,1,1,0.019354839,90,0,0,0
福島県,2020/4/2,264,8,4,0.081081081,1,2,0.054054054,28,3,2,0
茨城県,2020/4/2,1227,44,10,0.064638783,2,2,0.011406844,101,9,2,0
栃木県,2020/4/2,657,17,6,0.021428571,0,0,0.017857143,86,3,2,0
群馬県,2020/4/2,1152,21,6,0.008274232,0,1,0.003546099,262,1,0,0
埼玉県,2020/4/2,1547,121,39,0.115124153,6,14,0.0496614,84,23,13,0
千葉県,2020/4/2,1941,203,43,0.238410596,3,4,0.041390728,92,31,23,0
東京都,2020/4/2,5541,684,316,0.177675585,33,97,0.081103679,677,98,76,2
神奈川県,2020/4/2,2655,185,94,0.123641304,16,23,0.073369565,170,15,7,1
新潟県,2020/4/2,1154,32,5,0.014150943,0,0,0.004716981,27,0,0,0
富山県,2020/4/2,161,8,3,0.087912088,1,3,0.032967033,39,2,2,0
石川県,2020/4/2,248,16,7,0.150943396,1,1,0.094339623,10,5,5,0
福井県,2020/4/2,233,30,8,0.260869565,2,9,0.054347826,15,6,2,0
山梨県,2020/4/2,625,9,7,0.024630542,3,3,0.024630542,48,2,1,0
長野県,2020/4/2,626,8,4,0.013043478,0,0,0.008695652,31,0,0,0
岐阜県,2020/4/2,854,36,11,0.050847458,2,5,0.021791768,43,2,1,0
静岡県,2020/4/2,1015,14,7,0.031518625,0,0,0.014326648,100,6,1,0
愛知県,2020/4/2,3254,189,31,0.044506259,1,6,0.015299026,136,18,7,1
三重県,2020/4/2,598,12,5,0.015,0,0,0.015,91,0,0,0
滋賀県,2020/4/2,271,8,2,0.023255814,0,1,0,10,3,1,0
京都府,2020/4/2,1448,88,21,0.131067961,0,11,0.02184466,66,7,5,0
大阪府,2020/4/2,2682,311,118,0.166130761,21,33,0.067524116,178,32,27,0
兵庫県,2020/4/2,2791,169,40,0.073134328,4,7,0.028358209,97,11,8,0
奈良県,2020/4/2,355,19,3,0.080645161,2,4,0.024193548,21,1,1,0
和歌山県,2020/4/2,1571,21,5,0.026315789,0,1,0.013157895,41,1,1,0
鳥取県,2020/4/2,218,0,0,0,0,0,0,17,0,0,0
島根県,2020/4/2,156,0,0,0,0,0,0,6,0,0,0
岡山県,2020/4/2,390,7,2,0.042553191,0,2,0.014184397,25,1,1,0
広島県,2020/4/2,1167,11,7,0.016666667,1,2,0.011904762,72,2,1,0
山口県,2020/4/2,327,6,1,0,0,0,0,20,0,0,0
徳島県,2020/4/2,173,3,0,0.033898305,0,0,0,10,0,0,0
香川県,2020/4/2,320,2,1,0.007751938,0,0,0,21,0,0,0
愛媛県,2020/4/2,356,12,3,0.073770492,1,1,0.016393443,44,1,1,0
高知県,2020/4/2,454,21,8,0.069230769,0,0,0.030769231,40,6,3,0
福岡県,2020/4/2,1602,100,42,0.114624506,4,22,0.044795784,258,19,11,0
佐賀県,2020/4/2,172,3,1,0.041666667,0,0,0.020833333,5,1,1,0
長崎県,2020/4/2,492,8,3,0.030150754,0,3,0.015075377,66,0,0,0
熊本県,2020/4/2,1095,15,4,0.016018307,0,0,0.00228833,60,1,0,0
大分県,2020/4/2,1750,30,5,0.019157088,1,1,0.007662835,40,1,1,0
宮崎県,2020/4/2,361,3,1,0,0,0,0,12,2,1,0
鹿児島県,2020/4/2,346,3,1,0.015748031,0,1,0.007874016,39,0,0,0
沖縄県,2020/4/2,431,9,3,0.0234375,0,0,0.0078125,31,5,4,0
北海道,2020/4/3,2296,190,114,0.065625,5,5,0.0375,79,7,5,0
青森県,2020/4/3,203,11,3,0.072463768,1,2,0.043478261,22,0,0,0
岩手県,2020/4/3,79,0,0,0,0,0,0,3,0,0,0
宮城県,2020/4/3,391,18,6,0.080808081,4,6,0.03030303,44,3,2,0
秋田県,2020/4/3,349,10,6,0.042857143,0,1,0.028571429,28,1,0,0
山形県,2020/4/3,390,8,3,0.036199095,0,5,0.013574661,69,2,0,0
福島県,2020/4/3,277,9,4,0.0875,0,1,0.05,13,4,0,0
茨城県,2020/4/3,1346,54,12,0.068907563,2,10,0.011764706,119,4,1,0
栃木県,2020/4/3,691,17,6,0.020338983,0,0,0.016949153,34,4,2,0
群馬県,2020/4/3,1318,25,6,0.012061404,0,4,0.003289474,166,2,2,0
埼玉県,2020/4/3,1730,138,50,0.10877193,11,17,0.054385965,183,18,12,0
千葉県,2020/4/3,2017,220,52,0.250403877,9,17,0.050080775,76,24,17,0
東京都,2020/4/3,6267,773,371,0.165156794,55,89,0.080487805,726,94,64,1
神奈川県,2020/4/3,2801,218,113,0.137135922,19,33,0.084951456,146,31,20,0
新潟県,2020/4/3,1272,35,7,0.016949153,2,3,0.010169492,118,1,1,0
富山県,2020/4/3,198,8,3,0.064,0,0,0.024,37,2,1,0
石川県,2020/4/3,264,24,13,0.246153846,6,8,0.169230769,16,13,13,0
福井県,2020/4/3,272,42,8,0.270491803,0,12,0.032786885,39,4,1,0
山梨県,2020/4/3,667,11,8,0.030434783,1,2,0.026086957,42,1,0,0
長野県,2020/4/3,660,9,5,0.012145749,1,1,0.008097166,34,0,0,0
岐阜県,2020/4/3,895,40,13,0.058375635,2,4,0.027918782,41,5,1,0
静岡県,2020/4/3,1103,16,7,0.030732861,0,2,0.011820331,88,1,1,0
愛知県,2020/4/3,3309,202,35,0.063444109,4,13,0.02265861,55,16,6,1
三重県,2020/4/3,665,13,5,0.015686275,0,1,0.011764706,67,2,2,0
滋賀県,2020/4/3,293,14,2,0.082474227,0,6,0,22,4,4,0
京都府,2020/4/3,1515,106,28,0.151709402,7,18,0.034188034,67,6,4,0
大阪府,2020/4/3,2885,346,142,0.166015625,24,35,0.071289063,203,53,43,0
兵庫県,2020/4/3,2903,175,45,0.085346216,5,6,0.037037037,112,11,9,0
奈良県,2020/4/3,360,21,5,0.112149533,2,2,0.046728972,5,3,3,0
和歌山県,2020/4/3,1610,22,5,0.028571429,0,1,0.011428571,39,0,0,0
鳥取県,2020/4/3,229,0,0,0,0,0,0,11,0,0,0
島根県,2020/4/3,163,0,0,0,0,0,0,7,0,0,0
岡山県,2020/4/3,426,9,3,0.048951049,1,2,0.020979021,36,0,0,0
広島県,2020/4/3,1235,13,8,0.020642202,1,2,0.013761468,68,3,1,0
山口県,2020/4/3,354,7,2,0.007633588,1,1,0.007633588,27,0,0,0
徳島県,2020/4/3,184,3,0,0.033898305,0,0,0,11,0,0,0
香川県,2020/4/3,344,2,1,0.007462687,0,0,0,24,0,0,0
愛媛県,2020/4/3,377,19,9,0.108695652,6,7,0.057971014,21,2,2,0
高知県,2020/4/3,482,23,10,0.066666667,2,2,0.033333333,28,4,2,0
福岡県,2020/4/3,1873,119,54,0.10542477,12,19,0.046059365,271,28,15,0
佐賀県,2020/4/3,190,5,3,0.066666667,2,2,0.05,18,0,0,0
長崎県,2020/4/3,571,10,5,0.029850746,2,2,0.018656716,79,0,0,0
熊本県,2020/4/3,1148,18,5,0.020304569,1,3,0.005076142,53,1,1,0
大分県,2020/4/3,1790,31,5,0.016806723,0,1,0.008403361,40,0,0,0
宮崎県,2020/4/3,387,7,4,0.038095238,3,4,0.028571429,26,1,0,0
鹿児島県,2020/4/3,366,3,1,0.015151515,0,0,0.007575758,20,0,0,0
沖縄県,2020/4/3,441,11,5,0.040650407,2,2,0.024390244,10,2,2,0
北海道,2020/4/4,2363,193,117,0.06017192,3,3,0.040114613,67,6,4,0
青森県,2020/4/4,225,11,3,0.047058824,0,0,0.023529412,22,0,0,0
岩手県,2020/4/4,89,0,0,0,0,0,0,10,0,0,0
宮城県,2020/4/4,449,20,7,0.072874494,1,2,0.028340081,58,0,0,0
秋田県,2020/4/4,372,11,6,0.043478261,0,1,0.02484472,23,1,1,0
山形県,2020/4/4,410,8,3,0.033755274,0,0,0.012658228,20,0,0,0
福島県,2020/4/4,306,14,6,0.113207547,2,5,0.056603774,29,2,1,0
茨城県,2020/4/4,1468,59,14,0.066358025,2,5,0.012345679,122,3,1,0
栃木県,2020/4/4,725,17,6,0.019543974,0,0,0.016286645,34,1,1,0
群馬県,2020/4/4,1335,26,6,0.008743169,0,1,0.001092896,17,3,0,0
埼玉県,2020/4/4,1827,161,66,0.127009646,16,23,0.072347267,97,19,15,0
千葉県,2020/4/4,2155,256,69,0.223665224,17,36,0.063492063,138,17,14,0
東京都,2020/4/4,6454,889,450,0.18761125,79,116,0.102171591,187,99,63,2
神奈川県,2020/4/4,3034,238,124,0.122222222,11,20,0.074747475,233,22,18,0
新潟県,2020/4/4,1307,35,7,0.013745704,0,0,0.006872852,35,1,1,0
富山県,2020/4/4,290,10,4,0.046728972,1,2,0.018691589,92,1,0,0
石川県,2020/4/4,304,32,19,0.232323232,6,8,0.171717172,40,5,5,0
福井県,2020/4/4,311,46,9,0.220779221,1,4,0.032467532,39,5,0,0
山梨県,2020/4/4,717,11,8,0.026119403,0,0,0.02238806,50,4,2,0
長野県,2020/4/4,700,11,6,0.020242915,1,2,0.012145749,40,3,2,0
岐阜県,2020/4/4,936,47,15,0.074468085,2,7,0.034574468,41,7,1,0
静岡県,2020/4/4,1160,17,8,0.027896996,1,1,0.010729614,57,5,2,0
愛知県,2020/4/4,3363,221,45,0.094214876,10,19,0.038016529,54,11,4,0
三重県,2020/4/4,734,13,5,0.012987013,0,0,0.00974026,69,1,0,0
滋賀県,2020/4/4,311,17,2,0.101851852,0,3,0,18,3,2,0
京都府,2020/4/4,1581,116,33,0.145315488,5,10,0.038240918,66,6,1,0
大阪府,2020/4/4,3146,387,174,0.170731707,32,41,0.088850174,261,39,30,0
兵庫県,2020/4/4,3021,190,55,0.100156495,10,15,0.048513302,118,15,10,0
奈良県,2020/4/4,364,25,6,0.138613861,1,4,0.059405941,4,1,1,0
和歌山県,2020/4/4,1642,22,5,0.025773196,0,0,0.010309278,32,0,0,0
鳥取県,2020/4/4,235,0,0,0,0,0,0,6,0,0,0
島根県,2020/4/4,165,0,0,0,0,0,0,2,0,0,0
岡山県,2020/4/4,460,10,4,0.043209877,1,1,0.018518519,34,0,0,0
広島県,2020/4/4,1328,15,10,0.021786492,2,2,0.017429194,93,2,0,0
山口県,2020/4/4,389,8,3,0.013157895,1,1,0.013157895,35,0,0,0
徳島県,2020/4/4,184,3,0,0.036363636,0,0,0,0,0,0,0
香川県,2020/4/4,356,2,1,0.007194245,0,0,0,12,3,3,0
愛媛県,2020/4/4,397,20,10,0.105263158,1,1,0.059210526,20,0,0,0
高知県,2020/4/4,532,26,13,0.06557377,3,3,0.043715847,50,1,0,0
福岡県,2020/4/4,2144,146,60,0.106255356,6,27,0.040274207,271,13,6,0
佐賀県,2020/4/4,194,6,4,0.079365079,1,1,0.063492063,4,0,0,0
長崎県,2020/4/4,622,11,5,0.030508475,0,1,0.016949153,51,0,0,0
熊本県,2020/4/4,1204,19,6,0.020253165,1,1,0.007594937,56,0,0,0
大分県,2020/4/4,1824,32,5,0.021276596,0,1,0.008510638,34,1,1,0
宮崎県,2020/4/4,412,8,4,0.042016807,0,1,0.025210084,25,0,0,0
鹿児島県,2020/4/4,386,3,1,0.014492754,0,0,0.007246377,20,0,0,0
沖縄県,2020/4/4,451,16,10,0.063492063,5,5,0.063492063,10,8,5,0
北海道,2020/4/5,2429,194,117,0.049315068,0,1,0.038356164,66,0,0,0
青森県,2020/4/5,237,11,3,0.043478261,0,0,0.02173913,12,0,0,0
岩手県,2020/4/5,89,0,0,0,0,0,0,0,0,0,0
宮城県,2020/4/5,476,23,9,0.070895522,2,3,0.03358209,27,2,2,0
秋田県,2020/4/5,396,11,6,0.041176471,0,0,0.023529412,24,1,1,0
山形県,2020/4/5,434,13,4,0.050387597,1,5,0.015503876,24,1,0,0
福島県,2020/4/5,328,16,6,0.112,0,2,0.048,22,3,0,0
茨城県,2020/4/5,1511,64,16,0.073732719,2,5,0.015360983,43,1,1,0
栃木県,2020/4/5,759,17,6,0.015625,0,0,0.0125,34,0,0,0
群馬県,2020/4/5,1335,26,6,0.00896861,0,0,0.001121076,0,6,6,0
埼玉県,2020/4/5,1916,188,82,0.151424288,16,27,0.086956522,89,20,11,0
千葉県,2020/4/5,2294,274,79,0.147327249,10,18,0.069100391,139,20,11,0
東京都,2020/4/5,6930,1032,543,0.200199534,93,143,0.117725308,476,68,39,2
神奈川県,2020/4/5,3267,264,136,0.119273984,12,26,0.069144339,233,12,8,0
新潟県,2020/4/5,1311,35,7,0.01384083,0,0,0.006920415,4,0,0,0
富山県,2020/4/5,381,10,4,0.033112583,0,0,0.013245033,91,2,2,0
石川県,2020/4/5,344,43,27,0.25,8,11,0.183823529,40,4,4,0
福井県,2020/4/5,333,53,14,0.238095238,5,7,0.05952381,22,4,1,0
山梨県,2020/4/5,749,14,8,0.033898305,0,3,0.020338983,32,1,1,0
長野県,2020/4/5,736,12,6,0.01532567,0,1,0.007662835,36,1,0,0
岐阜県,2020/4/5,977,58,17,0.106442577,2,11,0.039215686,41,4,2,0
