day01,X.20,X30_40,X50_60,X70_80,X90.,agenull,man,woman,sexnull,備考
2020-01-28T00:00,0,1,0,0,0,0,0,1,0,""
2020-02-14T00:00,0,1,1,0,0,0,1,1,0,""
2020-02-19T00:00,0,3,2,0,0,0,4,1,0,""
2020-02-21T00:00,2,4,2,0,0,0,6,2,0,""
2020-02-22T00:00,3,4,7,4,0,0,11,7,0,""
2020-02-23T00:00,5,7,8,6,0,0,15,11,0,""
2020-02-24T00:00,6,7,10,7,0,0,17,13,0,""
2020-02-25T00:00,8,7,12,8,0,0,20,15,0,""
2020-02-26T00:00,8,8,12,10,0,1,21,17,1,""
2020-02-27T00:00,10,14,16,13,0,1,35,18,1,""
2020-02-28T00:00,11,15,23,16,0,1,43,22,1,""
2020-02-29T00:00,12,16,24,16,1,1,43,26,1,""
2020-03-01T00:00,13,17,24,16,1,1,44,27,1,""
2020-03-02T00:00,13,18,28,16,1,1,48,28,1,""
2020-03-03T00:00,13,19,29,16,1,1,48,30,1,""
2020-03-04T00:00,13,19,32,16,1,1,51,30,1,""
2020-03-05T00:00,13,19,33,16,1,1,52,30,1,""
2020-03-06T00:00,14,21,34,18,1,2,57,32,1,""
2020-03-07T00:00,14,22,40,19,1,2,61,36,1,""
2020-03-08T00:00,14,22,41,21,1,2,63,37,1,""
2020-03-09T00:00,14,22,46,23,1,2,67,40,1,""
2020-03-10T00:00,14,22,49,23,1,2,69,41,1,""
2020-03-11T00:00,14,23,53,25,1,2,71,46,1,""
2020-03-12T00:00,15,23,56,30,1,3,76,51,1,""
2020-03-13T00:00,16,23,64,34,1,4,83,58,1,""
2020-03-14T00:00,16,23,65,35,1,4,83,60,1,""
2020-03-15T00:00,17,23,66,37,1,4,86,61,1,""
2020-03-16T00:00,18,23,67,39,1,4,88,63,1,""
2020-03-18T00:00,19,23,67,40,1,4,89,64,1,""
2020-03-19T00:00,19,23,70,40,1,4,91,65,1,""
2020-03-20T00:00,19,23,71,40,1,4,92,65,1,""
2020-03-21T00:00,19,24,71,40,1,4,93,65,1,""
2020-03-22T00:00,19,25,73,40,1,4,94,67,1,""
2020-03-24T00:00,19,25,73,41,1,4,94,68,1,""
2020-03-25T00:00,19,27,75,41,1,4,97,69,1,""
2020-03-26T00:00,19,28,75,41,1,4,97,70,1,""
2020-03-27T00:00,19,28,76,41,1,4,98,70,1,""
2020-03-28T00:00,19,29,76,43,1,4,101,70,1,""
2020-03-29T00:00,19,30,77,45,1,4,103,72,1,""
2020-03-30T00:00,20,30,77,45,1,4,103,73,1,""
2020-04-01T00:00,22,31,79,45,1,4,107,74,1,""
2020-04-02T00:00,22,33,80,45,1,4,110,74,1,""
2020-04-03T00:00,22,35,81,45,2,5,114,74,2,""
2020-04-04T00:00,23,35,82,46,2,5,116,75,2,""
2020-04-05T00:00,23,36,82,46,2,5,116,76,2,""
2020-04-07T00:00,24,36,84,47,2,5,117,79,2,""
2020-04-08T00:00,24,40,87,49,3,5,122,84,2,""
2020-04-09T00:00,27,44,90,54,6,5,129,95,2,""
2020-04-10T00:00,28,49,94,57,6,5,139,98,2,""
2020-04-11T00:00,30,51,101,59,8,6,147,105,3,""
2020-04-12T00:00,30,53,105,62,10,7,155,109,3,""
2020-04-13T00:00,31,53,107,63,10,8,157,111,4,""
2020-04-14T00:00,34,56,113,66,12,9,168,118,4,""
2020-04-15T00:00,40,63,117,70,12,11,180,128,5,""
2020-04-16T00:00,45,70,123,75,12,11,189,142,5,""
2020-04-17T00:00,48,76,135,84,14,12,210,154,5,""
2020-04-18T00:00,52,83,145,98,16,13,230,172,5,""
2020-04-19T00:00,54,92,154,102,17,15,242,185,7,""
2020-04-20T00:00,56,94,157,108,20,16,250,193,8,""
2020-04-21T00:00,60,103,164,109,20,17,254,210,9,""
2020-04-22T00:00,65,109,170,114,20,17,264,222,9,""
2020-04-23T00:00,68,124,179,129,21,19,281,248,11,""
2020-04-24T00:00,72,132,185,131,22,20,291,259,12,""
2020-04-25T00:00,76,147,193,138,23,24,307,282,12,""
2020-04-26T00:00,78,151,199,138,23,26,312,290,13,""
2020-04-27T00:00,84,159,213,143,23,28,323,312,15,""
2020-04-28T00:00,87,161,218,159,34,29,337,335,16,""
2020-04-29T00:00,94,164,224,175,40,29,351,359,16,""
2020-04-30T00:00,103,176,230,184,44,30,364,387,16,""
2020-05-01T00:00,105,181,236,192,45,31,369,404,17,""
2020-05-02T00:00,110,187,245,202,48,31,382,424,17,""
2020-05-03T00:00,112,191,249,214,50,32,394,436,18,""
2020-05-04T00:00,115,196,259,221,55,33,406,454,19,""
2020-05-05T00:00,116,198,265,223,56,33,412,460,19,""
2020-05-06T00:00,119,202,272,229,56,36,417,474,23,""
2020-05-07T00:00,121,203,273,232,60,39,422,483,23,""
2020-05-08T00:00,121,206,274,233,61,39,424,487,23,""
2020-05-09T00:00,125,207,274,236,63,40,427,494,24,""
2020-05-10T00:00,127,208,275,239,63,42,431,497,26,""
2020-05-11T00:00,128,209,278,243,63,45,437,500,29,""
2020-05-12T00:00,130,211,282,247,63,46,445,504,30,""
2020-05-13T00:00,131,212,283,248,63,46,446,507,30,""
2020-05-14T00:00,131,214,283,249,66,46,448,511,30,""
2020-05-15T00:00,134,217,283,250,66,49,452,514,33,""
2020-05-16T00:00,134,220,284,252,66,50,454,518,34,""
2020-05-17T00:00,134,222,286,254,67,51,457,522,35,""
2020-05-18T00:00,134,222,286,254,67,52,457,522,36,""
2020-05-19T00:00,134,222,287,256,67,52,458,524,36,""
2020-05-20T00:00,134,222,287,257,67,52,459,524,36,""
2020-05-21T00:00,135,222,290,258,67,52,461,527,36,""
2020-05-22T00:00,136,224,290,260,68,52,465,529,36,""
2020-05-23T00:00,136,226,291,262,69,55,467,534,38,""
2020-05-24T00:00,136,229,293,269,69,58,472,541,41,""
2020-05-25T00:00,136,230,294,270,69,58,474,542,41,""
2020-05-26T00:00,137,235,297,270,69,58,480,545,41,""
2020-05-27T00:00,138,235,297,270,69,62,483,545,43,""
2020-05-28T00:00,139,236,298,272,69,64,484,549,45,""
2020-05-29T00:00,139,236,299,272,69,66,484,551,46,""
2020-05-30T00:00,139,236,301,272,69,68,485,554,46,""
2020-05-31T00:00,139,237,301,276,69,69,487,558,46,""
2020-06-01T00:00,139,237,301,279,70,70,489,560,47,""
2020-06-02T00:00,139,237,302,280,70,71,490,561,48,""
2020-06-03T00:00,139,237,304,281,70,71,491,562,49,""
2020-06-04T00:00,139,237,305,283,70,71,493,563,49,""
2020-06-05T00:00,139,237,309,283,70,71,494,565,50,""
2020-06-06T00:00,139,237,311,285,71,74,497,567,53,""
2020-06-07T00:00,140,237,311,286,71,76,499,567,55,""
2020-06-08T00:00,140,237,312,287,71,78,500,569,56,""
2020-06-09T00:00,141,237,314,287,71,82,502,571,59,""
2020-06-10T00:00,141,237,316,288,71,84,504,572,61,""
2020-06-11T00:00,141,237,316,292,71,87,509,573,62,""
2020-06-12T00:00,141,237,318,297,71,90,515,576,63,""
2020-06-13T00:00,141,237,319,305,71,90,517,583,63,""
2020-06-14T00:00,141,239,321,307,71,91,520,587,63,""
2020-06-15T00:00,142,240,322,309,71,92,522,590,64,""
2020-06-16T00:00,142,240,322,311,71,92,522,592,64,""
2020-06-17T00:00,142,240,322,315,71,94,524,595,65,""
2020-06-18T00:00,142,240,325,317,71,94,526,598,65,""
2020-06-19T00:00,142,240,325,318,72,95,527,599,66,""
2020-06-20T00:00,142,240,326,320,72,95,528,601,66,""
2020-06-21T00:00,142,241,326,320,72,96,529,602,66,""
2020-06-22T00:00,142,241,326,321,72,97,530,602,67,""
2020-06-23T00:00,142,241,326,321,72,98,530,602,68,""
2020-06-24T00:00,142,241,328,325,72,102,534,605,71,""
2020-06-25T00:00,142,241,330,328,72,103,536,608,72,""
2020-06-26T00:00,142,241,332,331,72,103,540,609,72,""
2020-06-27T00:00,142,241,332,331,72,104,540,609,73,""
2020-06-28T00:00,143,241,333,343,72,107,543,620,76,""
2020-06-29T00:00,143,241,335,349,75,107,545,629,76,""
2020-06-30T00:00,143,242,338,356,77,107,546,641,76,""
2020-07-01T00:00,143,242,341,357,77,107,548,643,76,""
2020-07-02T00:00,145,244,342,360,77,107,554,645,76,""
2020-07-04T00:00,145,244,342,361,77,107,555,645,76,""
2020-07-05T00:00,145,244,342,361,77,108,555,645,77,""
2020-07-07T00:00,145,244,342,361,77,109,555,645,78,""
2020-07-08T00:00,145,245,343,361,77,111,555,648,79,""
2020-07-09T00:00,145,245,343,361,77,112,555,648,80,""
2020-07-10T00:00,145,245,347,361,77,114,557,649,83,""
2020-07-11T00:00,145,245,347,361,77,115,557,649,84,""
2020-07-12T00:00,146,245,349,361,77,116,560,649,85,""
2020-07-13T00:00,146,246,349,361,78,116,561,650,85,""
2020-07-14T00:00,147,247,351,361,79,119,565,654,85,""
2020-07-15T00:00,156,250,351,361,79,120,567,663,87,""
2020-07-16T00:00,158,252,351,362,79,121,570,665,88,""
2020-07-17T00:00,159,253,351,362,79,122,572,665,89,""
2020-07-18T00:00,161,258,351,365,79,125,580,667,92,""
2020-07-19T00:00,165,259,352,365,79,128,585,669,94,""
2020-07-20T00:00,165,260,352,365,79,130,586,670,95,""
2020-07-21T00:00,167,262,352,365,79,136,589,674,98,""
2020-07-22T00:00,170,264,352,365,79,137,594,674,99,""
2020-07-23T00:00,172,264,352,365,79,139,595,676,100,""
2020-07-24T00:00,175,267,352,365,79,139,598,679,100,""
2020-07-25T00:00,179,270,352,365,79,141,602,683,101,""
2020-07-26T00:00,180,272,352,365,79,143,605,684,102,""
2020-07-27T00:00,183,273,352,365,79,144,605,688,103,""
2020-07-28T00:00,185,273,352,365,79,145,605,691,103,""
2020-07-29T00:00,188,273,352,366,79,146,606,693,105,""
2020-07-30T00:00,194,274,353,366,79,147,607,701,105,""
2020-07-31T00:00,200,276,353,368,79,152,613,709,106,""
2020-08-01T00:00,204,277,358,368,79,160,617,717,112,""
2020-08-02T00:00,206,279,358,368,79,165,620,721,114,""
2020-08-03T00:00,213,281,361,368,79,176,622,735,121,""
2020-08-04T00:00,218,282,364,368,79,178,625,742,122,""
2020-08-05T00:00,224,285,365,368,79,182,630,748,125,""
2020-08-06T00:00,226,287,367,369,79,186,635,752,127,""
2020-08-07T00:00,227,291,370,369,79,192,642,754,132,""
2020-08-08T00:00,231,295,371,370,79,195,648,759,134,""
2020-08-09T00:00,234,298,372,370,79,199,656,761,135,""
2020-08-10T00:00,236,302,375,370,79,203,661,767,137,""
2020-08-11T00:00,244,304,376,370,79,206,666,774,139,""
2020-08-12T00:00,244,307,376,370,79,207,669,775,139,""
2020-08-13T00:00,247,308,378,370,79,211,672,778,143,""
2020-08-14T00:00,251,311,383,370,79,211,680,782,143,""
2020-08-15T00:00,254,315,385,373,79,213,687,787,145,""
2020-08-16T00:00,256,318,385,374,79,215,690,791,146,""
2020-08-17T00:00,257,319,385,374,79,218,691,792,149,""
2020-08-18T00:00,258,320,388,374,79,219,695,793,150,""
2020-08-19T00:00,261,322,390,374,79,220,700,795,151,""
2020-08-20T00:00,266,327,392,379,79,228,704,806,161,""
2020-08-21T00:00,271,329,394,379,80,228,710,809,162,""
2020-08-22T00:00,276,333,395,381,80,233,714,817,167,""
2020-08-23T00:00,280,336,397,382,80,237,720,821,171,""
2020-08-24T00:00,281,338,397,383,80,241,723,822,175,""
2020-08-25T00:00,283,338,400,383,80,243,724,826,177,""
2020-08-26T00:00,287,338,401,383,80,245,724,831,179,""
2020-08-27T00:00,294,340,401,384,80,245,726,839,179,""
2020-08-28T00:00,298,344,404,384,81,249,734,845,181,""
2020-08-29T00:00,302,346,405,384,81,251,737,849,183,""
2020-08-30T00:00,302,347,406,385,81,252,739,850,184,""
2020-08-31T00:00,304,350,406,385,81,255,742,852,187,""
2020-09-01T00:00,310,356,407,386,81,257,751,857,189,""
2020-09-02T00:00,313,357,408,386,81,258,755,858,190,""
2020-09-03T00:00,315,357,409,387,81,260,758,861,190,""
2020-09-04T00:00,317,359,409,387,81,261,760,864,190,""
2020-09-05T00:00,322,361,409,387,81,264,763,869,192,""
2020-09-06T00:00,323,364,409,387,81,264,766,870,192,""
2020-09-07T00:00,325,366,409,387,81,266,768,873,193,""
2020-09-08T00:00,330,369,409,387,81,269,773,877,195,""
2020-09-09T00:00,332,370,409,387,81,270,776,877,196,""
2020-09-10T00:00,337,374,411,387,81,270,781,883,196,""
2020-09-11T00:00,339,375,412,387,81,272,781,887,198,""
2020-09-12T00:00,341,378,412,387,81,274,783,890,200,""
2020-09-13T00:00,342,378,412,388,81,275,785,890,201,""
2020-09-14T00:00,345,378,413,388,81,279,785,893,206,""
2020-09-15T00:00,349,379,413,389,81,281,787,897,208,""
2020-09-16T00:00,351,382,414,389,81,286,792,899,212,""
2020-09-17T00:00,354,383,416,389,81,287,796,901,213,""
2020-09-18T00:00,362,385,416,389,81,294,802,906,219,""
2020-09-19T00:00,369,389,416,389,81,300,807,914,223,""
2020-09-20T00:00,377,392,417,390,81,303,817,919,224,""
2020-09-21T00:00,383,394,417,390,81,310,823,923,229,""
2020-09-22T00:00,386,396,418,390,81,313,827,928,229,""
2020-09-23T00:00,390,397,421,391,82,315,833,933,230,""
2020-09-24T00:00,394,399,422,391,82,319,837,939,231,""
2020-09-25T00:00,399,405,426,396,83,323,848,950,234,""
2020-09-26T00:00,402,407,426,396,83,325,852,952,235,""
2020-09-27T00:00,411,409,427,398,84,329,862,958,238,""
2020-09-28T00:00,417,413,430,398,84,333,869,965,241,""
2020-09-29T00:00,425,414,431,400,84,337,877,969,245,""
2020-09-30T00:00,433,416,432,401,85,340,884,976,247,""
2020-10-01T00:00,435,421,436,402,85,347,891,983,252,""
2020-10-02T00:00,443,423,439,403,85,348,900,988,253,""
2020-10-03T00:00,454,425,440,404,85,351,906,998,255,""
2020-10-04T00:00,468,428,441,404,85,355,916,1006,259,""
2020-10-05T00:00,487,432,443,405,85,365,926,1027,264,""
2020-10-06T00:00,492,433,445,405,86,368,931,1032,266,""
2020-10-07T00:00,512,438,449,406,86,376,948,1047,272,""
2020-10-08T00:00,526,442,450,409,86,383,954,1063,279,""
2020-10-09T00:00,533,446,454,412,86,392,966,1073,284,""
2020-10-10T00:00,546,450,456,412,86,397,980,1080,287,""
2020-10-11T00:00,559,460,458,412,86,403,995,1092,291,""
2020-10-12T00:00,565,463,460,413,86,403,999,1097,294,""
2020-10-13T00:00,569,464,462,415,86,414,1003,1103,304,""
2020-10-14T00:00,577,465,465,415,86,422,1011,1109,310,""
2020-10-15T00:00,587,475,469,415,87,427,1030,1118,312,""
2020-10-16T00:00,603,477,473,418,87,433,1045,1130,316,""
2020-10-17T00:00,616,483,474,419,87,439,1055,1142,321,""
2020-10-18T00:00,626,489,475,419,87,446,1065,1152,325,""
2020-10-19T00:00,630,491,477,423,87,451,1071,1158,330,""
2020-10-20T00:00,641,499,479,426,89,456,1079,1176,335,""
2020-10-21T00:00,652,502,481,428,89,460,1096,1178,338,""
2020-10-22T00:00,671,507,488,429,91,466,1112,1195,345,""
2020-10-23T00:00,691,516,494,430,91,481,1129,1217,357,""
2020-10-24T00:00,706,532,503,434,91,497,1147,1241,375,""
2020-10-25T00:00,724,541,506,434,92,507,1162,1257,385,""
2020-10-26T00:00,744,553,510,435,92,520,1179,1278,397,""
2020-10-27T00:00,755,561,511,436,92,526,1188,1291,402,""
2020-10-28T00:00,777,574,518,437,92,535,1211,1311,411,""
2020-10-29T00:00,796,591,524,438,93,544,1234,1334,418,""
2020-10-30T00:00,822,605,536,440,93,559,1270,1352,433,""
2020-10-31T00:00,848,634,551,441,95,567,1315,1379,442,""
2020-11-01T00:00,875,650,566,441,95,578,1345,1410,450,""
2020-11-02T00:00,898,685,578,444,95,601,1384,1443,474,""
2020-11-03T00:00,920,700,591,447,95,619,1414,1468,490,""
2020-11-04T00:00,941,717,604,451,96,638,1447,1490,510,""
2020-11-05T00:00,971,757,624,455,96,663,1499,1534,533,""
2020-11-06T00:00,999,787,653,466,98,678,1556,1580,545,""
2020-11-07T00:00,1040,844,693,491,100,700,1631,1671,566,""
2020-11-08T00:00,1081,886,713,517,107,717,1701,1740,580,""
2020-11-09T00:00,1166,947,741,525,108,734,1797,1817,607,""
2020-11-10T00:00,1197,984,770,558,127,751,1858,1905,624,""
2020-11-11T00:00,1244,1044,812,573,129,782,1948,1987,649,""
2020-11-12T00:00,1302,1127,859,595,133,804,2055,2097,668,""
2020-11-13T00:00,1371,1191,905,617,144,827,2165,2201,689,""
2020-11-14T00:00,1431,1267,947,639,147,854,2278,2294,713,""
2020-11-15T00:00,1483,1325,981,675,154,876,2369,2391,734,""
2020-11-16T00:00,1538,1375,1005,691,163,911,2452,2465,766,""
2020-11-17T00:00,1598,1428,1044,717,166,927,2549,2547,784,""
2020-11-18T00:00,1661,1504,1086,736,168,958,2660,2638,815,""
2020-11-19T00:00,1727,1569,1141,776,179,988,2778,2758,844,""
2020-11-20T00:00,1787,1643,1208,832,188,1026,2908,2898,878,""
2020-11-21T00:00,1841,1697,1258,868,198,1056,3006,3009,903,""
2020-11-22T00:00,1894,1755,1306,902,204,1102,3122,3109,932,""
2020-11-23T00:00,1954,1796,1359,920,209,1130,3213,3201,954,""
2020-11-24T00:00,2024,1846,1395,952,216,1151,3316,3305,963,""
2020-11-25T00:00,2067,1878,1427,977,224,1192,3407,3385,973,""
2020-11-26T00:00,2126,1932,1490,1026,231,1216,3532,3495,994,""
2020-11-27T00:00,2173,2001,1539,1074,242,1244,3648,3607,1018,""
2020-11-28T00:00,2222,2062,1595,1122,257,1267,3743,3746,1036,""
2020-11-29T00:00,2264,2110,1635,1158,265,1285,3820,3842,1055,""
2020-11-30T00:00,2290,2148,1658,1193,283,1296,3875,3925,1068,""
2020-12-01T00:00,2343,2200,1693,1226,291,1321,3959,4024,1091,""
2020-12-02T00:00,2378,2236,1717,1259,293,1365,4031,4091,1126,""
2020-12-03T00:00,2423,2284,1750,1305,301,1391,4115,4191,1148,""
2020-12-04T00:00,2458,2327,1794,1350,312,1425,4201,4288,1177,""
2020-12-05T00:00,2500,2369,1827,1379,319,1455,4277,4372,1200,""
2020-12-06T00:00,2545,2405,1858,1420,328,1480,4359,4457,1220,""
2020-12-07T00:00,2573,2432,1883,1444,330,1498,4415,4510,1235,""
2020-12-08T00:00,2615,2467,1925,1475,340,1542,4491,4607,1266,""
2020-12-09T00:00,2670,2509,1971,1498,347,1566,4570,4696,1295,""
2020-12-10T00:00,2723,2558,2015,1539,363,1604,4668,4803,1331,""
2020-12-11T00:00,2764,2597,2054,1570,371,1623,4757,4873,1349,""
2020-12-12T00:00,2795,2639,2087,1611,379,1656,4829,4960,1378,""
2020-12-13T00:00,2830,2676,2122,1628,384,1691,4893,5030,1408,""
2020-12-14T00:00,2859,2715,2145,1639,390,1708,4949,5082,1425,""
2020-12-15T00:00,2879,2737,2161,1659,403,1721,4983,5139,1438,""
2020-12-16T00:00,2892,2759,2179,1678,404,1734,5020,5181,1445,""
2020-12-17T00:00,2918,2788,2195,1706,419,1759,5078,5243,1464,""
2020-12-18T00:00,2947,2807,2212,1736,434,1790,5130,5303,1493,""
2020-12-19T00:00,2968,2838,2233,1754,439,1826,5174,5359,1525,""
2020-12-20T00:00,2983,2866,2254,1785,449,1856,5224,5412,1557,""
2020-12-21T00:00,2999,2898,2275,1800,454,1877,5268,5460,1575,""
2020-12-22T00:00,3012,2919,2292,1812,455,1887,5297,5496,1584,""
2020-12-23T00:00,3030,2948,2313,1831,461,1908,5337,5551,1603,""
2020-12-24T00:00,3052,2966,2334,1858,473,1931,5377,5617,1620,""
2020-12-25T00:00,3066,2989,2351,1875,475,1955,5408,5664,1639,""
2020-12-26T00:00,3082,3021,2372,1896,482,2019,5459,5715,1698,""
2020-12-27T00:00,3092,3043,2389,1912,488,2033,5491,5752,1714,""
2020-12-28T00:00,3107,3061,2407,1927,499,2050,5517,5804,1730,""
2020-12-29T00:00,3121,3085,2420,1932,501,2079,5540,5839,1759,""
2020-12-30T00:00,3140,3113,2444,1941,502,2131,5575,5889,1807,""
2020-12-31T00:00,3162,3137,2478,1975,509,2177,5629,5959,1850,""
2021-01-01T00:00,3194,3159,2489,1990,513,2191,5671,6003,1862,""
2021-01-02T00:00,3217,3183,2499,1993,515,2206,5708,6031,1874,""
2021-01-03T00:00,3229,3201,2509,1997,516,2229,5734,6056,1891,""
2021-01-04T00:00,3251,3223,2522,2011,523,2244,5766,6099,1909,""
2021-01-05T00:00,3265,3247,2533,2021,523,2264,5800,6127,1926,""
2021-01-06T00:00,3289,3278,2555,2030,524,2292,5843,6173,1952,""
2021-01-07T00:00,3327,3319,2577,2053,532,2321,5891,6256,1982,""
2021-01-08T00:00,3369,3360,2603,2080,543,2355,5968,6332,2010,""
2021-01-09T00:00,3412,3407,2638,2117,550,2401,6048,6425,2052,""
2021-01-10T00:00,3467,3455,2666,2130,555,2440,6133,6489,2091,""
2021-01-11T00:00,3492,3488,2694,2151,562,2461,6187,6551,2110,""
2021-01-12T00:00,3528,3525,2718,2163,566,2493,6253,6599,2141,""
2021-01-13T00:00,3554,3548,2743,2176,568,2513,6304,6643,2155,""
2021-01-14T00:00,3592,3585,2794,2202,574,2549,6388,6720,2188,""
2021-01-15T00:00,3637,3633,2833,2233,580,2582,6478,6804,2216,""
2021-01-16T00:00,3669,3666,2876,2270,594,2615,6562,6889,2239,""
2021-01-17T00:00,3692,3700,2896,2278,602,2646,6613,6932,2269,""
2021-01-18T00:00,3726,3730,2920,2291,604,2668,6668,6982,2289,""
2021-01-19T00:00,3743,3753,2934,2303,608,2690,6708,7013,2310,""
2021-01-20T00:00,3777,3787,2973,2337,609,2712,6771,7092,2332,""
2021-01-21T00:00,3811,3819,2993,2354,610,2738,6836,7131,2358,""
2021-01-22T00:00,3829,3839,3018,2375,611,2764,6879,7177,2380,""
2021-01-23T00:00,3862,3870,3044,2398,615,2785,6931,7246,2397,""
2021-01-24T00:00,3887,3893,3060,2410,616,2802,6973,7284,2411,""
2021-01-25T00:00,3908,3914,3075,2421,617,2821,7012,7318,2426,""
2021-01-26T00:00,3931,3944,3093,2428,622,2844,7056,7357,2449,""
2021-01-27T00:00,3958,3980,3115,2446,627,2883,7117,7411,2481,""
2021-01-28T00:00,3982,3997,3130,2458,631,2926,7157,7442,2525,""
2021-01-29T00:00,4025,4024,3147,2465,633,2941,7213,7482,2540,""
2021-01-30T00:00,4063,4047,3170,2471,637,2953,7277,7515,2549,""
2021-01-31T00:00,4085,4072,3193,2477,644,2974,7326,7551,2568,""
2021-02-01T00:00,4113,4095,3199,2483,645,2986,7364,7579,2578,""
2021-02-02T00:00,4133,4120,3218,2501,657,2997,7411,7629,2586,""
2021-02-03T00:00,4155,4143,3238,2507,657,3020,7448,7667,2605,""
2021-02-04T00:00,4188,4175,3261,2515,659,3042,7506,7707,2627,""
2021-02-05T00:00,4204,4204,3283,2526,660,3056,7540,7755,2638,""
