県名,市名,地域名,緯度経度,3月31日,4月1日,4月2日,4月3日,4月4日,4月5日,4月6日,4月7日,4月8日,4月9日,4月10日,4月11日,4月12日,4月13日,4月14日,4月15日,4月16日,4月17日,4月18日,4月19日,4月20日,4月21日,4月22日,4月23日,4月24日,4月25日,4月26日,4月27日,4月28日,4月29日,4月30日,5月1日,5月2日,5月3日,5月4日,5月5日,5月6日,5月7日,5月8日,5月9日
大阪府,羽曳野市,大阪府羽曳野市,"34.558,135.6062",2,2,2,2,2,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10
大阪府,河内長野市,大阪府河内長野市,"34.4581,135.5642",1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
大阪府,田尻町,大阪府田尻町,"34.3938,135.2912",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
大阪府,寝屋川市,大阪府寝屋川市,"34.7661,135.6281",2,2,2,2,2,2,2,2,3,3,3,4,4,4,6,6,8,9,10,10,11,12,13,13,13,13,13,15,15,15,15,16,16,16,16,16,16,16,16,16
大阪府,藤井寺市,大阪府藤井寺市,"34.5743,135.5975",1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7
大阪府,交野市,大阪府交野市,"34.7879,135.68",1,1,1,1,1,1,1,3,3,8,8,8,8,8,8,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
大阪府,熊取町,大阪府熊取町,"34.4013,135.3558",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
大阪府,柏原市,大阪府柏原市,"34.5793,135.6286",0,0,1,2,2,2,2,2,2,2,3,4,4,4,4,4,4,5,5,5,5,8,8,8,8,8,8,8,10,11,13,13,13,13,13,13,13,13,13,14
大阪府,四條畷市,大阪府四條畷市,"34.7399,135.6395",0,0,0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6
大阪府,高石市,大阪府高石市,"34.5207,135.4425",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
大阪府,能勢町,大阪府能勢町,"34.9726,135.4143",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
大阪府,大阪狭山市,大阪府大阪狭山市,"34.5038,135.5557",0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
大阪府,泉南市,大阪府泉南市,"34.366,135.2733",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
大阪府,富田林市,大阪府富田林市,"34.4995,135.5971",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
大阪府,阪南市,大阪府阪南市,"34.3596,135.2397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
大阪府,豊能町,大阪府豊能町,"34.9189,135.4942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
大阪府,河南町,大阪府河南町,"34.4916,135.6297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
兵庫県,西宮市,兵庫県西宮市,"34.7376,135.3416",13,13,13,14,19,19,19,27,30,31,34,37,37,37,39,42,44,48,49,50,52,55,56,57,59,62,63,64,64,64,64,64,65,65,65,65,65,65,65,65
兵庫県,神戸市,兵庫県神戸市,"34.6951,135.1979",33,37,37,40,42,46,52,55,61,77,91,110,116,123,133,137,153,161,174,179,182,197,208,221,237,242,246,246,249,251,252,254,255,261,261,264,266,267,268,271
兵庫県,福崎町,兵庫県福崎町,"34.9503,134.7602",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
兵庫県,姫路市,兵庫県姫路市,"34.8151,134.6854",20,22,23,23,23,26,26,27,27,28,30,32,32,32,32,32,32,32,33,34,34,34,35,37,37,37,38,38,38,39,39,39,40,40,40,40,40,40,40,40
兵庫県,三田市,兵庫県三田市,"34.89,135.2255",3,3,3,3,3,3,3,3,3,4,4,4,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
兵庫県,川西市,兵庫県川西市,"34.8301,135.4173",4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,9,9,9,12,12,12,12,12,17,17,17,17,17,17,17
兵庫県,伊丹市,兵庫県伊丹市,"34.7843,135.4009",18,18,19,19,19,19,19,20,21,23,23,23,24,24,24,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
兵庫県,丹波市,兵庫県丹波市,"35.1771,135.0359",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
兵庫県,尼崎市,兵庫県尼崎市,"34.7337,135.4064",9,10,11,13,15,15,15,18,18,21,22,27,27,27,28,29,31,33,38,38,38,38,38,38,39,40,40,40,40,40,41,42,43,44,44,44,44,44,44,44
兵庫県,宝塚市,兵庫県宝塚市,"34.7998,135.3601",20,22,22,22,22,23,23,23,28,28,30,30,30,30,31,31,32,32,32,33,33,33,33,33,35,35,35,35,35,35,35,37,37,37,37,37,37,37,37,38
兵庫県,伊丹管内,兵庫県伊丹管内,"34.7833,135.4022",13,16,17,17,19,21,21,21,22,24,28,31,33,33,36,40,40,46,46,47,47,48,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50
兵庫県,芦屋市,兵庫県芦屋市,"34.727,135.3042",4,4,5,5,7,9,9,11,11,16,17,18,18,18,19,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,24,24,24,24,24
兵庫県,加古川市,兵庫県加古川市,"34.757,134.8412",1,1,1,1,2,2,2,2,3,3,3,6,6,6,6,9,11,11,11,11,12,12,12,13,13,13,13,13,13,13,14,14,14,15,15,16,16,16,16,17
兵庫県,加西市,兵庫県加西市,"34.9279,134.8416",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
兵庫県,加東管内,兵庫県加東管内,"34.9185,134.9734",1,1,1,1,1,1,1,1,1,3,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
兵庫県,宝塚管内,兵庫県宝塚管内,"34.7983,135.3612",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11
兵庫県,淡路市,兵庫県淡路市,"34.4397,134.915",1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,5,5,5,5,7,7,7,7,7,7,7,7,7,7,10
兵庫県,明石市,兵庫県明石市,"34.6431,134.9972",0,1,2,2,3,3,3,3,3,3,3,4,4,4,5,5,6,7,7,7,9,9,11,12,13,15,15,15,16,16,16,16,16,16,16,16,16,17,17,17
兵庫県,稲美町,兵庫県稲美町,"34.7488,134.9136",0,0,0,0,0,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
兵庫県,高砂市,兵庫県高砂市,"34.7662,134.7904",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8
兵庫県,芦屋管内,兵庫県芦屋管内,"34.7315,135.3043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
兵庫県,播磨町,兵庫県播磨町,"34.7153,134.8679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
兵庫県,猪名川町,兵庫県猪名川町,"34.895,135.3762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
奈良県,奈良市,奈良県奈良市,"34.6851,135.805",4,5,5,5,5,5,5,7,7,9,10,10,10,11,11,12,12,12,13,13,13,14,15,15,16,16,16,16,18,19,19,19,19,19,19,19,19,19,19,19
奈良県,郡山管内,奈良県郡山管内,"37.4011,140.3588",4,4,7,8,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
奈良県,中和管内,奈良県中和管内,"34.5226,135.8167",2,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
奈良県,香芝市,奈良県香芝市,"34.5413,135.6989",0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6
奈良県,大和郡山市,奈良県大和郡山市,"34.6494,135.7828",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,4,5,5,5,6,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,9
奈良県,斑鳩町,奈良県斑鳩町,"34.6088,135.7306",0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
奈良県,橿原市,奈良県橿原市,"34.5094,135.7926",0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6
奈良県,三郷町,奈良県三郷町,"34.6001,135.6955",0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
奈良県,広陵町,奈良県広陵町,"34.5428,135.7508",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
奈良県,大和高田市,奈良県大和高田市,"34.515,135.7364",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
奈良県,葛城市,奈良県葛城市,"34.5111,135.7069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3
奈良県,生駒市,奈良県生駒市,"34.692,135.7005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
奈良県,大淀町,奈良県大淀町,"34.3906,135.7897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
奈良県,五條市,奈良県五條市,"34.352,135.6936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
奈良県,天理市,奈良県天理市,"34.5966,135.8373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
奈良県,桜井市,奈良県桜井市,"34.5187,135.8432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
奈良県,田原本町,奈良県田原本町,"34.5566,135.7949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
和歌山県,和歌山市,和歌山県和歌山市,"34.2305,135.1708",3,5,6,7,7,9,12,12,13,15,16,16,17,17,18,19,20,20,20,20,20,20,20,20,20,20,21,22,22,22,22,22,22,22,22,22,22,22,22,22
和歌山県,和歌山県,和歌山県和歌山県,"34.2305,135.1708",0,0,0,0,0,0,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,8,8,10,10,10,10,10,10,10,10,10,10
和歌山県,岩出管内,和歌山県岩出管内,"34.2600,135.3240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
和歌山県,橋本管内,和歌山県橋本管内,"34.3023,135.5588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
鳥取県,鳥取市,鳥取県鳥取市,"35.5011,134.2351",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
鳥取県,米子市,鳥取県米子市,"35.4281,133.3309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
島根県,松江市,島根県松江市,"35.4681,133.0484",0,0,0,0,0,0,0,0,0,1,6,6,7,8,10,13,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17
島根県,出雲市,島根県出雲市,"35.367,132.7547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,7,7,7,7,7,7,7,7,7,7,7,7
岡山県,岡山市,岡山県岡山市,"34.6708,133.9432",2,2,2,4,5,6,6,7,8,9,9,9,9,9,10,10,11,12,12,13,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15
岡山県,里庄町,岡山県里庄町,"34.5138,133.5569",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
岡山県,玉野市,岡山県玉野市,"34.4919,133.946",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
岡山県,早島町,岡山県早島町,"34.6007,133.8284",0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
岡山県,津山市,岡山県津山市,"35.0691,134.0045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
岡山県,倉敷市,岡山県倉敷市,"34.585,133.7721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
広島県,広島市,広島県広島市,"34.3862,132.455",4,7,8,8,8,8,8,11,12,12,13,14,14,14,36,55,55,55,60,60,63,64,67,68,68,69,70,71,75,75,75,76,77,78,82,82,82,82,82,82
広島県,尾道市,広島県尾道市,"34.4089,133.2049",2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
広島県,福山市,広島県福山市,"34.4859,133.3623",0,0,1,2,3,3,3,3,5,5,8,10,13,14,15,16,17,20,20,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
広島県,府中町,広島県府中町,"34.3925,132.5046",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
広島県,江田島市,広島県江田島市,"34.223,132.4439",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
広島県,東広島市,広島県東広島市,"34.4264,132.7433",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
広島県,三次市,広島県三次市,"34.8056,132.8517",0,0,0,0,0,0,0,0,1,2,3,26,29,30,32,34,36,37,37,37,38,38,38,39,39,39,39,39,40,41,41,44,44,44,44,44,44,44,44,44
広島県,廿日市市,広島県廿日市市,"34.3483,132.3316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
広島県,三原市,広島県三原市,"34.3974,133.0787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
広島県,呉市,広島県呉市,"34.2493,132.5658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
広島県,海田町,広島県海田町,"34.3722,132.5361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
山口県,下関市,山口県下関市,"33.9578,130.9415",3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
山口県,山口市,山口県山口市,"34.1785,131.4737",2,2,2,2,2,2,2,2,2,2,3,3,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7
山口県,下松市,山口県下松市,"34.015,131.8703",0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6
山口県,周南市,山口県周南市,"34.0551,131.8062",0,0,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
山口県,光市,山口県光市,"33.9619,131.9423",0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4
山口県,岩国市,山口県岩国市,"34.1666,132.2188",0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
山口県,宇部市,山口県宇部市,"33.9515,131.2468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
山口県,防府市,山口県防府市,"34.0518,131.5627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
山口県,山陽小野田市,山口県山陽小野田市,"34.0031,131.182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
徳島県,徳島管内,徳島県徳島管内,"34.0697,134.5582",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
香川県,丸亀市,香川県丸亀市,"34.2895,133.7977",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
香川県,高松市,香川県高松市,"34.3428,134.0466",0,0,0,0,0,0,0,0,1,1,2,2,5,16,17,18,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
香川県,さぬき市,香川県さぬき市,"34.3252,134.1721",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
香川県,東かがわ市,香川県東かがわ市,"34.2438,134.3587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
香川県,坂出市,香川県坂出市,"34.3163,133.8605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
香川県,坂井市,香川県坂井市,"36.1669,136.2315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
愛媛県,愛南町,愛媛県愛南町,"32.9622,132.5833",1,1,1,1,1,2,3,3,3,3,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
愛媛県,松山市,愛媛県松山市,"33.8392,132.7656",7,7,7,11,11,11,11,11,12,13,13,15,15,20,22,23,24,24,26,27,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
愛媛県,新居浜市,愛媛県新居浜市,"33.9603,133.2834",1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
愛媛県,松前町,愛媛県松前町,"41.4300,140.1104",0,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
愛媛県,砥部町,愛媛県砥部町,"33.7493,132.7922",0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
愛媛県,伊予市,愛媛県伊予市,"33.7574,132.7037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
高知県,高知市,高知県高知市,"33.5596,133.5293",10,13,13,14,17,23,24,24,25,33,36,36,39,39,39,40,40,41,41,41,41,41,41,42,42,42,43,43,43,44,44,44,44,44,44,44,44,44,44,44
高知県,安芸管内,高知県安芸管内,"33.5025,133.9077",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
高知県,中央西管内,高知県中央西管内,"33.4988,133.2933",2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
高知県,中央東管内,高知県中央東管内,"33.5965,133.6900",2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
高知県,幡多管内,高知県幡多管内,"32.9924,132.9309",1,2,2,3,3,4,5,7,7,9,10,10,12,12,12,13,13,13,14,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
福岡県,福岡市中央区,福岡県福岡市中央区,"33.5892,130.3928",4,6,6,11,14,18,21,25,32,38,44,53,55,56,60,61,66,67,72,74,74,76,76,79,79,81,81,83,83,84,84,84,85,85,85,85,86,86,86,86
福岡県,北九州市小倉南区,福岡県北九州市小倉南区,"33.8465,130.8848",5,8,10,10,10,10,10,10,10,10,10,11,12,12,12,14,14,15,15,15,15,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
福岡県,福岡市,福岡県福岡市,"33.5892,130.3928",1,1,1,1,11,11,11,12,13,13,15,16,16,16,17,17,18,19,21,21,21,21,21,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24
福岡県,宗像市,福岡県宗像市,"33.8054,130.5407",3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,6,6,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
福岡県,北九州市小倉北区,福岡県北九州市小倉北区,"33.8809,130.8734",3,9,9,10,10,10,10,10,12,12,13,13,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
福岡県,福岡市早良区,福岡県福岡市早良区,"33.5819,130.3484",3,3,6,7,7,8,8,8,9,9,14,14,14,14,14,15,18,19,19,19,19,20,21,21,22,23,29,30,31,31,31,31,31,31,31,31,31,31,31,31
福岡県,飯塚市,福岡県飯塚市,"33.6459,130.6915",2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
福岡県,福岡市東区,福岡県福岡市東区,"33.6177,130.4174",2,3,4,7,8,12,14,15,16,16,19,23,23,23,28,32,34,37,38,38,38,39,40,40,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43
福岡県,福岡市城南区,福岡県福岡市城南区,"33.5757,130.37",2,2,2,2,2,4,5,6,7,7,7,9,9,9,9,10,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
福岡県,糟屋郡,福岡県糟屋郡,"33.6205,130.4930",1,1,1,1,1,1,1,3,5,6,10,10,10,10,10,12,13,13,16,21,21,23,23,24,24,26,27,27,27,27,27,27,27,27,27,28,28,28,28,28
福岡県,福岡市博多区,福岡県福岡市博多区,"33.5914,130.4149",4,6,14,16,20,21,21,25,29,33,37,40,47,49,52,56,57,60,63,66,68,77,79,83,84,86,86,86,87,88,90,90,90,90,90,90,90,90,90,91
福岡県,福岡市南区,福岡県福岡市南区,"33.5616,130.4264",6,6,6,9,15,15,16,18,20,21,24,27,27,28,29,32,32,33,35,35,35,35,35,35,36,37,39,41,41,44,44,44,44,44,44,44,44,45,45,45
福岡県,福岡市西区,福岡県福岡市西区,"33.5829,130.3231",1,1,1,2,3,4,5,6,6,8,9,10,12,12,12,13,13,14,15,16,16,17,18,18,19,19,19,19,19,19,19,19,20,20,21,21,21,21,21,22
福岡県,筑後市,福岡県筑後市,"33.2124,130.5021",1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
福岡県,北九州市八幡西区,福岡県北九州市八幡西区,"33.8665,130.7649",3,4,4,6,6,6,7,7,8,9,9,11,11,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
