日付,都道府県名,患者数,入院中,退院者,死亡者
20200420,東京都,3095,3017,59,19
20200420,大阪府,1212,967,233,12
20200420,神奈川県,784,694,73,17
20200420,千葉県,661,582,71,8
20200420,埼玉県,642,601,32,9
20200420,福岡県,516,440,66,10
20200420,兵庫県,513,431,65,17
20200420,北海道,434,245,171,18
20200420,愛知県,401,310,66,25
20200420,京都府,251,178,70,3
20200420,石川県,178,169,5,4
20200420,茨城県,139,118,16,5
20200420,岐阜県,139,120,16,3
20200420,広島県,132,121,11,0
20200420,群馬県,122,103,14,5
20200420,福井県,112,85,23,4
20200420,沖縄県,110,103,6,1
20200420,富山県,92,87,4,1
20200420,宮城県,83,75,8,0
20200420,滋賀県,71,60,10,1
20200420,高知県,68,49,18,1
20200420,福島県,62,59,3,0
20200420,奈良県,62,47,14,1
20200420,山形県,61,51,10,0
20200420,新潟県,56,27,29,0
20200420,大分県,54,35,18,1
20200420,長野県,52,48,4,0
20200420,静岡県,52,44,8,0
20200420,山梨県,49,40,9,0
20200420,栃木県,46,38,8,0
20200420,和歌山県,46,25,20,1
20200420,愛媛県,45,34,8,3
20200420,熊本県,39,32,6,1
20200420,三重県,36,24,11,1
20200420,山口県,30,19,11,0
20200420,香川県,25,24,1,0
20200420,青森県,22,16,6,0
20200420,岡山県,19,16,3,0
20200420,佐賀県,17,16,1,0
20200420,長崎県,17,15,2,0
20200420,宮崎県,17,13,4,0
20200420,秋田県,16,11,5,0
20200420,島根県,16,16,0,0
20200420,鹿児島県,8,7,1,0
20200420,鳥取県,3,3,0,0
20200420,徳島県,3,0,3,0
20200420,岩手県,0,0,0,0
20200421,東京都,3197,3119,59,19
20200421,大阪府,1297,1051,233,13
20200421,神奈川県,802,695,88,19
20200421,千葉県,683,598,77,8
20200421,埼玉県,662,621,32,9
20200421,兵庫県,524,442,65,17
20200421,福岡県,524,424,87,13
20200421,北海道,451,262,171,18
20200421,愛知県,406,313,66,27
20200421,京都府,259,177,77,5
20200421,石川県,180,162,14,4
20200421,茨城県,143,121,16,6
20200421,岐阜県,139,112,24,3
20200421,広島県,137,125,12,0
20200421,群馬県,124,105,14,5
20200421,沖縄県,121,107,11,3
20200421,富山県,114,104,8,2
20200421,福井県,113,83,26,4
20200421,宮城県,84,76,8,0
20200421,滋賀県,72,58,13,1
20200421,高知県,69,45,22,2
20200421,山形県,64,49,15,0
20200421,福島県,64,50,14,0
20200421,奈良県,64,49,14,1
20200421,新潟県,56,27,29,0
20200421,大分県,55,35,19,1
20200421,長野県,52,46,6,0
20200421,静岡県,52,44,8,0
20200421,栃木県,49,41,8,0
20200421,山梨県,49,40,9,0
20200421,和歌山県,46,25,20,1
20200421,愛媛県,46,34,9,3
20200421,熊本県,40,32,7,1
20200421,三重県,39,27,11,1
20200421,山口県,30,15,15,0
20200421,香川県,26,25,1,0
20200421,青森県,22,13,9,0
20200421,岡山県,19,15,4,0
20200421,佐賀県,17,16,1,0
20200421,長崎県,18,14,4,0
20200421,宮崎県,17,13,4,0
20200421,秋田県,16,11,5,0
20200421,島根県,16,16,0,0
20200421,鹿児島県,10,9,1,0
20200421,鳥取県,3,3,0,0
20200421,徳島県,3,0,3,0
20200421,岩手県,0,0,0,0
20200422,東京都,3320,3242,59,19
20200422,大阪府,1351,1083,253,15
20200422,神奈川県,816,706,91,19
20200422,千葉県,704,613,80,11
20200422,埼玉県,681,639,32,10
20200422,兵庫県,546,464,65,17
20200422,福岡県,539,439,87,13
20200422,北海道,473,273,179,21
20200422,愛知県,422,329,66,27
20200422,京都府,264,172,86,6
20200422,石川県,190,168,17,5
20200422,茨城県,146,123,17,6
20200422,岐阜県,140,111,24,5
20200422,広島県,138,126,12,0
20200422,群馬県,131,108,14,9
20200422,沖縄県,125,111,11,3
20200422,福井県,118,88,26,4
20200422,富山県,115,105,8,2
20200422,宮城県,84,70,14,0
20200422,滋賀県,76,62,13,1
20200422,奈良県,73,58,14,1
20200422,高知県,69,45,22,2
20200422,山形県,64,47,17,0
20200422,福島県,64,49,15,0
20200422,大分県,60,40,19,1
20200422,新潟県,58,26,32,0
20200422,長野県,54,48,6,0
20200422,静岡県,53,41,12,0
20200422,栃木県,51,43,8,0
20200422,山梨県,50,41,9,0
20200422,和歌山県,47,24,22,1
20200422,愛媛県,47,35,9,3
20200422,三重県,41,29,11,1
20200422,熊本県,41,33,7,1
20200422,山口県,31,16,15,0
20200422,香川県,26,25,1,0
20200422,青森県,22,12,10,0
20200422,岡山県,19,15,4,0
20200422,佐賀県,17,16,1,0
20200422,長崎県,17,12,5,0
20200422,宮崎県,17,13,4,0
20200422,秋田県,16,11,5,0
20200422,島根県,16,16,0,0
20200422,鹿児島県,10,8,2,0
20200422,徳島県,5,2,3,0
20200422,鳥取県,3,3,0,0
20200422,岩手県,0,0,0,0
20200423,東京都,3452,3374,59,19
20200423,大阪府,1382,1110,255,17
20200423,神奈川県,841,707,111,23
20200423,千葉県,725,634,80,11
20200423,埼玉県,714,670,34,10
20200423,兵庫県,563,481,65,17
20200423,福岡県,560,459,88,13
20200423,北海道,495,285,188,22
20200423,愛知県,441,345,67,29
20200423,京都府,275,180,88,7
20200423,石川県,199,177,17,5
20200423,茨城県,151,127,18,6
20200423,岐阜県,143,114,24,5
20200423,広島県,139,126,13,0
20200423,群馬県,131,108,14,9
20200423,沖縄県,130,116,11,3
20200423,福井県,119,89,26,4
20200423,富山県,115,105,8,2
20200423,滋賀県,88,74,13,1
20200423,宮城県,84,70,14,0
20200423,奈良県,75,60,14,1
20200423,高知県,70,40,28,2
20200423,山形県,65,48,17,0
20200423,福島県,65,50,15,0
20200423,新潟県,61,28,33,0
20200423,大分県,60,40,19,1
20200423,静岡県,57,44,13,0
20200423,長野県,56,50,6,0
20200423,栃木県,52,44,8,0
20200423,山梨県,51,28,23,0
20200423,和歌山県,49,26,22,1
20200423,愛媛県,47,28,16,3
20200423,三重県,43,31,11,1
20200423,熊本県,41,33,7,1
20200423,山口県,31,16,15,0
20200423,香川県,26,24,2,0
20200423,青森県,22,12,10,0
20200423,岡山県,19,15,4,0
20200423,佐賀県,18,16,2,0
20200423,宮崎県,17,13,4,0
20200423,秋田県,16,11,5,0
20200423,島根県,16,16,0,0
20200423,長崎県,16,11,5,0
20200423,鹿児島県,10,8,2,0
20200423,徳島県,5,2,3,0
20200423,鳥取県,3,3,0,0
20200423,岩手県,0,0,0,0
20200423,伊客船,34,34,0,0
20200424,東京都,3586,3508,59,19
20200424,大阪府,1417,1143,255,19
20200424,神奈川県,880,742,114,24
20200424,埼玉県,753,705,34,14
20200424,千葉県,749,651,82,16
20200424,兵庫県,581,497,67,17
20200424,福岡県,572,467,92,13
20200424,北海道,540,320,195,25
20200424,愛知県,453,357,67,29
20200424,京都府,282,182,93,7
20200424,石川県,216,194,17,5
20200424,茨城県,153,126,21,6
20200424,富山県,150,139,8,3
20200424,岐阜県,146,117,24,5
20200424,広島県,142,127,14,1
20200424,群馬県,138,115,14,9
20200424,沖縄県,132,118,11,3
20200424,福井県,119,88,26,5
20200424,滋賀県,92,78,13,1
20200424,宮城県,84,61,23,0
20200424,奈良県,76,61,14,1
20200424,高知県,71,41,28,2
20200424,山形県,65,48,17,0
20200424,福島県,65,48,17,0
20200424,新潟県,62,29,33,0
20200424,大分県,60,33,26,1
20200424,長野県,59,51,8,0
20200424,静岡県,58,45,13,0
20200424,栃木県,53,45,8,0
20200424,山梨県,51,29,22,0
20200424,和歌山県,50,26,23,1
20200424,愛媛県,47,28,16,3
20200424,三重県,43,31,11,1
20200424,熊本県,43,34,8,1
20200424,山口県,31,16,15,0
20200424,香川県,28,24,4,0
20200424,青森県,22,8,14,0
20200424,佐賀県,21,19,2,0
20200424,岡山県,19,14,5,0
20200424,宮崎県,17,10,7,0
20200424,秋田県,16,9,7,0
20200424,島根県,16,14,2,0
20200424,長崎県,16,10,5,1
20200424,鹿児島県,10,8,2,0
20200424,徳島県,5,2,3,0
20200424,鳥取県,3,3,0,0
20200424,岩手県,0,0,0,0
20200424,伊客船,48,48,0,0
20200425,埼玉県,767,718,34,15
20200425,千葉県,768,655,95,18
20200425,東京都,3747,3669,59,19
20200425,神奈川県,912,765,123,24
20200425,大阪府,1448,1177,246,25
20200425,兵庫県,605,520,68,17
20200425,福岡県,584,433,136,15
20200425,北海道,562,341,196,25
20200425,茨城県,157,127,24,6
20200425,石川県,222,201,16,5
20200425,岐阜県,146,115,24,7
20200425,愛知県,474,378,66,30
20200425,京都府,286,186,93,7
20200425,青森県,22,8,14,0
20200425,岩手県,0,0,0,0
20200425,宮城県,84,55,29,0
20200425,秋田県,16,9,7,0
20200425,山形県,66,49,17,0
20200425,福島県,66,47,19,0
20200425,栃木県,53,40,13,0
20200425,群馬県,140,117,14,9
20200425,新潟県,65,32,33,0
20200425,富山県,163,151,9,3
20200425,福井県,120,81,34,5
20200425,山梨県,51,29,22,0
20200425,長野県,67,59,8,0
20200425,静岡県,59,46,13,0
20200425,三重県,45,33,11,1
20200425,滋賀県,93,79,13,1
20200425,奈良県,76,61,14,1
20200425,和歌山県,52,28,23,1
20200425,鳥取県,3,3,0,0
20200425,島根県,16,14,2,0
20200425,岡山県,20,15,5,0
20200425,広島県,142,127,14,1
20200425,山口県,31,15,16,0
20200425,徳島県,5,2,3,0
20200425,香川県,28,24,4,0
20200425,愛媛県,47,24,20,3
20200425,高知県,71,41,28,2
20200425,佐賀県,32,26,6,0
20200425,長崎県,16,9,6,1
20200425,熊本県,43,33,9,1
20200425,大分県,60,33,26,1
20200425,宮崎県,17,10,7,0
20200425,鹿児島県,10,7,3,0
20200425,沖縄県,133,118,11,4
20200425,伊客船,91,91,0,0
20200426,埼玉県,786,737,34,15
20200426,千葉県,778,662,97,19
20200426,東京都,3850,3772,59,19
20200426,神奈川県,943,798,120,25
20200426,大阪府,1477,1204,246,27
20200426,兵庫県,619,530,72,17
20200426,福岡県,595,442,138,15
20200426,北海道,601,375,201,25
20200426,茨城県,158,128,24,6
20200426,石川県,224,203,16,5
20200426,岐阜県,146,103,36,7
20200426,愛知県,475,379,66,30
20200426,京都府,290,146,137,7
20200426,青森県,22,8,14,0
20200426,岩手県,0,0,0,0
20200426,宮城県,85,54,31,0
20200426,秋田県,16,9,7,0
20200426,山形県,66,34,32,0
20200426,福島県,68,49,19,0
20200426,栃木県,52,39,13,0
20200426,群馬県,140,117,14,9
20200426,新潟県,65,32,33,0
20200426,富山県,175,163,9,3
20200426,福井県,120,82,33,5
20200426,山梨県,51,29,22,0
20200426,長野県,66,58,8,0
20200426,静岡県,62,49,13,0
20200426,三重県,45,28,16,1
20200426,滋賀県,94,71,22,1
20200426,奈良県,76,61,14,1
20200426,和歌山県,57,32,24,1
20200426,鳥取県,3,2,1,0
20200426,島根県,16,14,2,0
20200426,岡山県,21,16,5,0
20200426,広島県,143,128,14,1
20200426,山口県,31,13,18,0
20200426,徳島県,5,2,3,0
20200426,香川県,28,23,5,0
20200426,愛媛県,47,24,20,3
20200426,高知県,72,42,28,2
20200426,佐賀県,36,30,6,0
20200426,長崎県,16,9,6,1
20200426,熊本県,43,33,9,1
20200426,大分県,60,33,26,1
20200426,宮崎県,17,10,7,0
20200426,鹿児島県,10,7,3,0
20200426,沖縄県,133,118,11,4
20200426,伊客船,148,148,0,0
20200427,埼玉県,806,754,36,16
20200427,千葉県,786,670,97,19
20200427,東京都,3922,3844,59,19
20200427,神奈川県,959,813,120,26
20200427,大阪府,1493,1214,252,27
20200427,兵庫県,627,533,77,17
20200427,福岡県,606,443,148,15
20200427,北海道,615,388,202,25
20200427,茨城県,161,131,24,6
20200427,石川県,229,208,16,5
20200427,岐阜県,146,82,57,7
20200427,愛知県,476,380,66,30
20200427,京都府,294,145,142,7
20200427,青森県,22,8,14,0
20200427,岩手県,0,0,0,0
20200427,宮城県,85,54,31,0
20200427,秋田県,16,9,7,0
20200427,山形県,66,34,32,0
20200427,福島県,69,50,19,0
20200427,栃木県,52,39,13,0
20200427,群馬県,141,117,15,9
20200427,新潟県,69,37,32,0
20200427,富山県,177,165,9,3
20200427,福井県,121,83,33,5
20200427,山梨県,51,29,22,0
20200427,長野県,66,49,17,0
20200427,静岡県,63,50,13,0
20200427,三重県,45,28,16,1
20200427,滋賀県,94,71,22,1
20200427,奈良県,76,61,14,1
20200427,和歌山県,58,30,27,1
20200427,鳥取県,3,2,1,0
20200427,島根県,22,20,2,0
20200427,岡山県,22,17,5,0
20200427,広島県,145,129,15,1
20200427,山口県,31,13,18,0
20200427,徳島県,5,2,3,0
20200427,香川県,28,23,5,0
20200427,愛媛県,47,20,24,3
20200427,高知県,73,43,28,2
20200427,佐賀県,36,30,6,0
20200427,長崎県,16,9,6,1
20200427,熊本県,45,33,11,1
20200427,大分県,60,33,26,1
20200427,宮崎県,17,9,8,0
20200427,鹿児島県,10,7,3,0
20200427,沖縄県,133,118,11,4
20200427,伊客船,148,148,0,0
20200428,東京都,3961,3883,59,19
20200428,大阪府,1523,1231,260,32
20200428,神奈川県,965,816,122,27
20200428,埼玉県,823,765,42,16
20200428,千葉県,793,672,98,23
20200428,北海道,650,422,202,26
20200428,兵庫県,629,527,85,17
20200428,福岡県,615,438,161,16
20200428,愛知県,477,381,66,30
20200428,京都府,309,161,140,8
20200428,石川県,236,215,16,5
20200428,富山県,181,169,9,3
20200428,茨城県,161,124,31,6
20200428,岐阜県,146,82,57,7
20200428,群馬県,146,122,15,9
20200428,広島県,145,128,16,1
20200428,沖縄県,137,110,23,4
20200428,福井県,121,52,63,6
20200428,滋賀県,94,71,22,1
20200428,宮城県,86,54,32,0
20200428,奈良県,78,63,14,1
20200428,高知県,73,43,28,2
20200428,福島県,69,50,19,0
20200428,新潟県,69,37,32,0
20200428,山形県,66,28,38,0
20200428,長野県,66,49,17,0
20200428,静岡県,64,51,13,0
20200428,大分県,60,32,27,1
20200428,和歌山県,59,31,27,1
20200428,栃木県,54,41,13,0
20200428,山梨県,51,29,22,0
20200428,愛媛県,47,20,24,3
20200428,三重県,45,28,16,1
20200428,熊本県,45,32,12,1
20200428,佐賀県,36,30,6,0
20200428,山口県,32,14,18,0
20200428,香川県,28,23,5,0
20200428,青森県,23,9,14,0
20200428,島根県,22,20,2,0
20200428,岡山県,22,17,5,0
20200428,宮崎県,17,8,9,0
20200428,秋田県,16,9,7,0
20200428,長崎県,16,7,8,1
20200428,鹿児島県,10,6,4,0
20200428,徳島県,5,2,3,0
20200428,鳥取県,3,2,1,0
20200428,岩手県,0,0,0,0
20200428,伊客船,148,148,0,0
20200429,埼玉県,828,771,42,15
20200429,千葉県,801,677,101,23
20200429,東京都,4073,3995,59,19
20200429,神奈川県,975,796,150,29
20200429,大阪府,1555,1245,274,36
20200429,兵庫県,636,539,80,17
20200429,福岡県,619,433,170,16
20200429,北海道,688,460,202,26
20200429,茨城県,162,125,31,6
20200429,石川県,245,218,22,5
20200429,岐阜県,146,74,65,7
20200429,愛知県,482,385,66,31
20200429,京都府,313,165,140,8
20200429,青森県,26,12,14,0
20200429,岩手県,0,0,0,0
20200429,宮城県,87,55,32,0
20200429,秋田県,16,9,7,0
20200429,山形県,66,28,38,0
20200429,福島県,70,51,19,0
20200429,栃木県,54,41,13,0
20200429,群馬県,146,120,15,11
20200429,新潟県,75,43,32,0
20200429,富山県,190,178,9,3
20200429,福井県,122,53,63,6
20200429,山梨県,52,29,23,0
20200429,長野県,66,49,17,0
20200429,静岡県,67,43,24,0
20200429,三重県,45,28,16,1
20200429,滋賀県,94,71,22,1
20200429,奈良県,80,65,14,1
20200429,和歌山県,60,31,27,2
20200429,鳥取県,3,2,1,0
20200429,島根県,23,21,2,0
20200429,岡山県,22,17,5,0
20200429,広島県,149,128,20,1
20200429,山口県,32,9,23,0
20200429,徳島県,5,2,3,0
20200429,香川県,28,22,6,0
20200429,愛媛県,47,20,24,3
20200429,高知県,73,42,28,3
20200429,佐賀県,37,31,6,0
20200429,長崎県,16,6,9,1
20200429,熊本県,45,32,12,1
20200429,大分県,60,32,27,1
20200429,宮崎県,17,7,10,0
20200429,鹿児島県,10,6,4,0
20200429,沖縄県,141,113,24,4
20200429,伊客船,148,148,0,0
20200430,東京都,4120,4042,59,19
20200430,大阪府,1599,1281,281,37
20200430,神奈川県,1002,821,150,31
20200430,埼玉県,843,779,49,15
20200430,千葉県,806,681,102,23
20200430,北海道,726,491,209,26
20200430,兵庫県,642,544,81,17
20200430,福岡県,639,452,170,17
20200430,愛知県,486,388,67,31
20200430,京都府,316,151,156,9
20200430,石川県,250,222,22,6
20200430,富山県,190,178,9,3
20200430,茨城県,162,123,33,6
20200430,広島県,153,132,20,1
20200430,岐阜県,146,74,65,7
20200430,群馬県,146,116,15,15
20200430,沖縄県,141,113,24,4
20200430,福井県,122,51,64,7
20200430,滋賀県,96,60,35,1
20200430,宮城県,88,56,32,0
20200430,奈良県,82,67,14,1
20200430,新潟県,75,43,32,0
20200430,高知県,74,43,28,3
20200430,福島県,72,53,19,0
20200430,山形県,68,30,38,0
20200430,静岡県,68,44,24,0
20200430,長野県,66,49,17,0
20200430,和歌山県,60,30,28,2
20200430,大分県,60,31,28,1
20200430,栃木県,54,41,13,0
20200430,山梨県,52,28,24,0
20200430,愛媛県,47,20,24,3
20200430,熊本県,47,34,12,1
20200430,三重県,45,25,19,1
20200430,佐賀県,38,32,6,0
20200430,山口県,32,8,24,0
20200430,香川県,28,21,7,0
20200430,青森県,26,12,14,0
20200430,島根県,23,20,3,0
20200430,岡山県,23,18,5,0
20200430,長崎県,17,7,9,1
20200430,宮崎県,17,7,10,0
20200430,秋田県,16,9,7,0
20200430,鹿児島県,10,6,4,0
20200430,徳島県,5,2,3,0
20200430,鳥取県,3,2,1,0
20200430,岩手県,0,0,0,0
20200430,伊客船,148,148,0,0
20200501,東京都,4166,4088,59,19
20200501,大阪府,1627,1035,551,41
20200501,神奈川県,1028,828,168,32
20200501,埼玉県,851,785,49,17
20200501,千葉県,810,683,103,24
20200501,北海道,767,531,209,27
20200501,兵庫県,645,547,81,17
20200501,福岡県,642,455,170,17
20200501,愛知県,488,381,75,32
20200501,京都府,319,151,159,9
20200501,石川県,251,223,22,6
20200501,富山県,202,186,9,7
20200501,茨城県,163,121,35,7
20200501,広島県,155,124,29,2
20200501,岐阜県,146,74,65,7
20200501,群馬県,146,116,15,15
20200501,沖縄県,142,114,24,4
20200501,福井県,122,45,69,8
20200501,滋賀県,96,60,35,1
20200501,宮城県,88,56,32,0
20200501,奈良県,82,67,14,1
20200501,新潟県,75,43,32,0
20200501,高知県,74,43,28,3
20200501,福島県,73,54,19,0
20200501,静岡県,72,47,24,1
20200501,山形県,68,30,38,0
20200501,長野県,66,49,17,0
20200501,和歌山県,62,32,28,2
20200501,大分県,60,29,30,1
20200501,栃木県,54,38,16,0
20200501,山梨県,52,28,24,0
20200501,愛媛県,47,19,25,3
20200501,熊本県,47,33,13,1
20200501,三重県,45,25,19,1
20200501,佐賀県,41,34,7,0
20200501,山口県,32,8,24,0
20200501,香川県,28,21,7,0
20200501,青森県,26,12,14,0
20200501,島根県,23,16,7,0
20200501,岡山県,23,13,10,0
20200501,長崎県,17,7,9,1
20200501,宮崎県,17,6,11,0
20200501,秋田県,16,9,7,0
20200501,鹿児島県,10,6,4,0
20200501,徳島県,5,2,3,0
20200501,鳥取県,3,2,1,0
20200501,岩手県,0,0,0,0
20200501,伊客船,148,148,0,0
20200502,埼玉県,857,788,52,17
20200502,千葉県,816,686,105,25
20200502,東京都,4331,4253,59,19
20200502,神奈川県,1042,838,172,32
20200502,大阪府,1641,1042,555,44
20200502,兵庫県,650,549,83,18
20200502,福岡県,645,458,170,17
20200502,北海道,790,513,248,29
20200502,茨城県,165,123,35,7
20200502,石川県,254,224,23,7
20200502,岐阜県,149,73,70,6
20200502,愛知県,491,384,75,32
20200502,京都府,323,154,159,10
20200502,青森県,26,12,14,0
20200502,岩手県,0,0,0,0
20200502,宮城県,88,38,50,0
20200502,秋田県,16,3,13,0
20200502,山形県,68,20,48,0
20200502,福島県,74,55,19,0
20200502,栃木県,54,38,16,0
20200502,群馬県,146,116,15,15
20200502,新潟県,77,45,32,0
20200502,富山県,201,185,9,7
20200502,福井県,122,45,69,8
20200502,山梨県,54,25,29,0
20200502,長野県,66,49,17,0
20200502,静岡県,73,48,24,1
20200502,三重県,45,25,19,1
20200502,滋賀県,96,60,35,1
20200502,奈良県,85,70,14,1
20200502,和歌山県,62,32,28,2
20200502,鳥取県,3,2,1,0
20200502,島根県,23,16,7,0
20200502,岡山県,23,13,10,0
20200502,広島県,156,125,29,2
20200502,山口県,34,10,24,0
20200502,徳島県,5,2,3,0
20200502,香川県,28,21,7,0
20200502,愛媛県,47,19,25,3
20200502,高知県,74,22,49,3
20200502,佐賀県,42,35,7,0
20200502,長崎県,17,7,9,1
20200502,熊本県,47,33,13,1
20200502,大分県,60,28,31,1
20200502,宮崎県,17,6,11,0
20200502,鹿児島県,10,6,4,0
20200502,沖縄県,142,114,24,4
20200502,伊客船,148,148,0,0
20200503,埼玉県,878,809,52,17
20200503,千葉県,823,693,105,25
20200503,東京都,4491,4413,59,19
20200503,神奈川県,1060,850,177,33
20200503,大阪府,1658,1056,557,45
20200503,兵庫県,654,550,86,18
20200503,福岡県,648,460,171,17
20200503,北海道,823,546,248,29
20200503,茨城県,165,120,38,7
20200503,石川県,260,224,23,13
20200503,岐阜県,150,65,79,6
20200503,愛知県,491,383,75,33
20200503,京都府,328,149,168,11
20200503,青森県,26,12,14,0
20200503,岩手県,0,0,0,0
20200503,宮城県,88,27,61,0
20200503,秋田県,16,3,13,0
20200503,山形県,68,18,50,0
20200503,福島県,75,56,19,0
20200503,栃木県,54,38,16,0
20200503,群馬県,146,116,15,15
20200503,新潟県,77,45,32,0
20200503,富山県,209,162,38,9
20200503,福井県,122,39,75,8
20200503,山梨県,55,26,29,0
20200503,長野県,69,46,23,0
20200503,静岡県,73,48,24,1
20200503,三重県,45,25,19,1
20200503,滋賀県,96,60,35,1
20200503,奈良県,86,47,38,1
20200503,和歌山県,62,29,31,2
20200503,鳥取県,3,2,1,0
20200503,島根県,23,16,7,0
20200503,岡山県,23,13,10,0
20200503,広島県,161,130,29,2
20200503,山口県,34,10,24,0
20200503,徳島県,5,1,3,1
20200503,香川県,28,21,7,0
20200503,愛媛県,47,17,27,3
20200503,高知県,74,22,49,3
20200503,佐賀県,42,35,7,0
20200503,長崎県,17,7,9,1
20200503,熊本県,47,33,13,1
20200503,大分県,60,28,31,1
20200503,宮崎県,17,6,11,0
20200503,鹿児島県,10,6,4,0
20200503,沖縄県,142,114,24,4
20200503,伊客船,148,148,0,0
20200504,埼玉県,888,809,54,25
20200504,千葉県,828,697,105,26
20200504,東京都,4582,4504,59,19
20200504,神奈川県,1101,882,184,35
20200504,大阪府,1669,1045,575,49
20200504,兵庫県,667,559,90,18
20200504,福岡県,648,453,173,22
20200504,北海道,847,566,248,33
20200504,茨城県,165,113,45,7
20200504,石川県,264,228,23,13
20200504,岐阜県,150,65,79,6
20200504,愛知県,492,383,75,34
20200504,京都府,331,144,176,11
20200504,青森県,26,12,14,0
20200504,岩手県,0,0,0,0
20200504,宮城県,88,27,61,0
20200504,秋田県,16,3,13,0
20200504,山形県,68,15,53,0
20200504,福島県,78,59,19,0
20200504,栃木県,54,38,16,0
20200504,群馬県,146,94,36,16
20200504,新潟県,77,45,32,0
20200504,富山県,212,165,37,10
20200504,福井県,122,39,75,8
20200504,山梨県,56,27,29,0
20200504,長野県,70,47,23,0
20200504,静岡県,73,48,24,1
20200504,三重県,45,25,19,1
20200504,滋賀県,96,60,35,1
20200504,奈良県,87,48,38,1
20200504,和歌山県,62,25,35,2
20200504,鳥取県,3,2,1,0
20200504,島根県,24,17,7,0
20200504,岡山県,23,13,10,0
20200504,広島県,162,125,35,2
20200504,山口県,35,11,24,0
20200504,徳島県,5,1,3,1
20200504,香川県,28,19,9,0
20200504,愛媛県,48,14,31,3
20200504,高知県,74,22,49,3
20200504,佐賀県,44,35,9,0
20200504,長崎県,17,6,10,1
20200504,熊本県,47,32,13,2
20200504,大分県,60,27,32,1
20200504,宮崎県,17,6,11,0
20200504,鹿児島県,10,6,4,0
20200504,沖縄県,142,114,24,4
20200504,伊客船,148,148,0,0
20200505,埼玉県,894,814,54,26
20200505,千葉県,834,697,111,26
20200505,東京都,4669,4591,59,19
20200505,神奈川県,1111,886,185,40
20200505,大阪府,1682,1054,576,52
20200505,兵庫県,667,559,90,18
20200505,福岡県,649,454,173,22
20200505,北海道,879,589,254,36
20200505,茨城県,167,98,61,8
20200505,石川県,267,231,23,13
20200505,岐阜県,150,63,81,6
20200505,愛知県,495,386,75,34
20200505,京都府,334,147,176,11
20200505,青森県,26,12,14,0
20200505,岩手県,0,0,0,0
20200505,宮城県,88,27,61,0
20200505,秋田県,16,3,13,0
20200505,山形県,69,15,54,0
20200505,福島県,78,59,19,0
20200505,栃木県,54,32,22,0
20200505,群馬県,146,94,36,16
20200505,新潟県,77,45,32,0
20200505,富山県,212,165,37,10
20200505,福井県,122,36,78,8
20200505,山梨県,56,27,29,0
20200505,長野県,72,44,28,0
20200505,静岡県,73,48,24,1
20200505,三重県,45,25,19,1
20200505,滋賀県,98,62,35,1
20200505,奈良県,87,47,38,2
20200505,和歌山県,62,25,35,2
20200505,鳥取県,3,2,1,0
20200505,島根県,24,17,7,0
20200505,岡山県,23,13,10,0
20200505,広島県,162,125,35,2
20200505,山口県,36,12,24,0
20200505,徳島県,5,1,3,1
20200505,香川県,28,17,11,0
20200505,愛媛県,48,14,31,3
20200505,高知県,74,22,49,3
20200505,佐賀県,45,35,10,0
20200505,長崎県,17,6,10,1
20200505,熊本県,47,32,13,2
20200505,大分県,60,27,32,1
20200505,宮崎県,17,6,11,0
20200505,鹿児島県,10,6,4,0
20200505,沖縄県,142,114,24,4
20200505,伊客船,149,149,0,0
20200506,埼玉県,901,814,60,27
20200506,千葉県,835,672,136,27
20200506,東京都,4727,4635,73,19
20200506,神奈川県,1125,899,185,41
20200506,大阪府,1689,1007,627,55
20200506,兵庫県,673,559,96,18
20200506,福岡県,650,344,284,22
20200506,北海道,891,562,286,43
20200506,茨城県,168,90,69,9
20200506,石川県,268,232,23,13
20200506,岐阜県,150,49,95,6
20200506,愛知県,498,389,75,34
20200506,京都府,338,141,185,12
20200506,青森県,26,11,15,0
20200506,岩手県,0,0,0,0
20200506,宮城県,88,23,65,0
20200506,秋田県,16,3,13,0
20200506,山形県,69,15,54,0
20200506,福島県,79,45,34,0
20200506,栃木県,54,29,25,0
20200506,群馬県,146,94,36,16
20200506,新潟県,78,46,32,0
20200506,富山県,216,169,37,10
20200506,福井県,122,36,78,8
20200506,山梨県,56,27,29,0
20200506,長野県,72,44,28,0
20200506,静岡県,73,48,24,1
20200506,三重県,45,24,20,1
20200506,滋賀県,98,61,36,1
20200506,奈良県,88,48,38,2
20200506,和歌山県,62,22,38,2
20200506,鳥取県,3,2,1,0
20200506,島根県,24,15,9,0
20200506,岡山県,23,13,10,0
20200506,広島県,162,123,37,2
20200506,山口県,37,13,24,0
20200506,徳島県,5,1,3,1
20200506,香川県,28,17,11,0
20200506,愛媛県,48,13,32,3
20200506,高知県,74,22,49,3
20200506,佐賀県,45,35,10,0
20200506,長崎県,17,6,10,1
20200506,熊本県,47,32,13,2
20200506,大分県,60,26,33,1
20200506,宮崎県,17,6,11,0
20200506,鹿児島県,10,6,4,0
20200506,沖縄県,142,114,24,4
20200506,伊客船,149,149,0,0
20200507,埼玉県,909,820,62,27
20200507,千葉県,837,630,179,28
20200507,東京都,4765,4673,73,19
20200507,神奈川県,1132,901,188,43
20200507,大阪府,1704,1019,629,56
20200507,兵庫県,676,558,99,19
20200507,福岡県,651,345,284,22
20200507,北海道,914,585,286,43
