date,ja,en,count,regions,lat,lng
2020-02-02,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-03,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-04,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-05,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-06,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-07,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-08,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-09,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-10,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-11,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-12,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-13,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-14,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-15,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-16,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-17,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-18,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-19,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-20,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-21,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-22,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-23,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-24,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-25,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-26,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-27,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-28,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-02-29,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-03-01,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-03-02,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-03-03,宮崎,Miyazaki Prefecture,0,7,32.19083333,131.3005556
2020-03-04,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-05,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-06,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-07,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-08,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-09,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-10,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-11,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-12,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-13,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-14,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-15,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-16,宮崎,Miyazaki Prefecture,1,7,32.19083333,131.3005556
2020-03-17,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-18,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-19,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-20,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-21,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-22,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-23,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-24,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-25,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-26,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-27,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-28,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-29,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-30,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-03-31,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-04-01,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-04-02,宮崎,Miyazaki Prefecture,3,7,32.19083333,131.3005556
2020-04-03,宮崎,Miyazaki Prefecture,7,7,32.19083333,131.3005556
2020-04-04,宮崎,Miyazaki Prefecture,8,7,32.19083333,131.3005556
2020-04-05,宮崎,Miyazaki Prefecture,10,7,32.19083333,131.3005556
2020-04-06,宮崎,Miyazaki Prefecture,11,7,32.19083333,131.3005556
2020-04-07,宮崎,Miyazaki Prefecture,12,7,32.19083333,131.3005556
2020-04-08,宮崎,Miyazaki Prefecture,16,7,32.19083333,131.3005556
2020-04-09,宮崎,Miyazaki Prefecture,16,7,32.19083333,131.3005556
2020-04-10,宮崎,Miyazaki Prefecture,16,7,32.19083333,131.3005556
2020-04-11,宮崎,Miyazaki Prefecture,17,7,32.19083333,131.3005556
2020-04-12,宮崎,Miyazaki Prefecture,17,7,32.19083333,131.3005556
2020-04-13,宮崎,Miyazaki Prefecture,17,7,32.19083333,131.3005556
2020-04-14,宮崎,Miyazaki Prefecture,17,7,32.19083333,131.3005556
2020-04-15,宮崎,Miyazaki Prefecture,17,7,32.19083333,131.3005556
2020-04-16,宮崎,Miyazaki Prefecture,17,7,32.19083333,131.3005556
2020-04-17,宮崎,Miyazaki Prefecture,17,7,32.19083333,131.3005556
2020-04-18,宮崎,Miyazaki Prefecture,17,7,32.19083333,131.3005556
2020-04-19,宮崎,Miyazaki Prefecture,17,7,32.19083333,131.3005556
2020-01-15,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-16,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-17,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-18,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-19,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-20,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-21,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-22,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-23,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-24,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-25,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-26,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-27,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-28,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-29,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-30,富山,Toyama,0,3,36.63611111,137.2680556
2020-01-31,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-01,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-02,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-03,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-04,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-05,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-06,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-07,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-08,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-09,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-10,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-11,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-12,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-13,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-14,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-15,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-16,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-17,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-18,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-19,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-20,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-21,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-22,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-23,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-24,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-25,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-26,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-27,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-28,富山,Toyama,0,3,36.63611111,137.2680556
2020-02-29,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-01,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-02,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-03,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-04,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-05,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-06,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-07,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-08,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-09,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-10,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-11,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-12,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-13,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-14,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-15,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-16,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-17,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-18,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-19,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-20,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-21,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-22,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-23,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-24,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-25,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-26,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-27,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-28,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-29,富山,Toyama,0,3,36.63611111,137.2680556
2020-03-30,富山,Toyama,1,3,36.63611111,137.2680556
2020-03-31,富山,Toyama,2,3,36.63611111,137.2680556
2020-04-01,富山,Toyama,5,3,36.63611111,137.2680556
2020-04-02,富山,Toyama,8,3,36.63611111,137.2680556
2020-04-03,富山,Toyama,8,3,36.63611111,137.2680556
2020-04-04,富山,Toyama,10,3,36.63611111,137.2680556
2020-04-05,富山,Toyama,10,3,36.63611111,137.2680556
2020-04-06,富山,Toyama,11,3,36.63611111,137.2680556
2020-04-07,富山,Toyama,13,3,36.63611111,137.2680556
2020-04-08,富山,Toyama,14,3,36.63611111,137.2680556
2020-04-09,富山,Toyama,21,3,36.63611111,137.2680556
2020-04-10,富山,Toyama,23,3,36.63611111,137.2680556
2020-04-11,富山,Toyama,30,3,36.63611111,137.2680556
2020-04-12,富山,Toyama,44,3,36.63611111,137.2680556
2020-04-13,富山,Toyama,49,3,36.63611111,137.2680556
2020-04-14,富山,Toyama,55,3,36.63611111,137.2680556
2020-04-15,富山,Toyama,61,3,36.63611111,137.2680556
2020-04-16,富山,Toyama,68,3,36.63611111,137.2680556
2020-04-17,富山,Toyama,79,3,36.63611111,137.2680556
2020-04-18,富山,Toyama,91,3,36.63611111,137.2680556
2020-04-19,富山,Toyama,95,3,36.63611111,137.2680556
2020-01-15,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-16,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-17,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-18,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-19,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-20,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-21,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-22,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-23,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-24,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-25,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-26,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-27,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-28,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-29,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-30,山口,Yamaguchi,0,5,34.19861111,131.575
2020-01-31,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-01,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-02,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-03,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-04,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-05,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-06,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-07,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-08,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-09,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-10,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-11,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-12,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-13,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-14,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-15,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-16,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-17,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-18,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-19,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-20,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-21,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-22,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-23,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-24,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-25,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-26,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-27,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-28,山口,Yamaguchi,0,5,34.19861111,131.575
2020-02-29,山口,Yamaguchi,0,5,34.19861111,131.575
2020-03-01,山口,Yamaguchi,0,5,34.19861111,131.575
2020-03-02,山口,Yamaguchi,0,5,34.19861111,131.575
2020-03-03,山口,Yamaguchi,0,5,34.19861111,131.575
2020-03-04,山口,Yamaguchi,1,5,34.19861111,131.575
2020-03-05,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-06,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-07,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-08,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-09,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-10,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-11,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-12,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-13,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-14,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-15,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-16,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-17,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-18,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-19,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-20,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-21,山口,Yamaguchi,3,5,34.19861111,131.575
2020-03-22,山口,Yamaguchi,4,5,34.19861111,131.575
2020-03-23,山口,Yamaguchi,4,5,34.19861111,131.575
2020-03-24,山口,Yamaguchi,4,5,34.19861111,131.575
2020-03-25,山口,Yamaguchi,5,5,34.19861111,131.575
2020-03-26,山口,Yamaguchi,6,5,34.19861111,131.575
2020-03-27,山口,Yamaguchi,6,5,34.19861111,131.575
2020-03-28,山口,Yamaguchi,6,5,34.19861111,131.575
2020-03-29,山口,Yamaguchi,6,5,34.19861111,131.575
2020-03-30,山口,Yamaguchi,6,5,34.19861111,131.575
2020-03-31,山口,Yamaguchi,6,5,34.19861111,131.575
2020-04-01,山口,Yamaguchi,6,5,34.19861111,131.575
2020-04-02,山口,Yamaguchi,6,5,34.19861111,131.575
2020-04-03,山口,Yamaguchi,7,5,34.19861111,131.575
2020-04-04,山口,Yamaguchi,8,5,34.19861111,131.575
2020-04-05,山口,Yamaguchi,12,5,34.19861111,131.575
2020-04-06,山口,Yamaguchi,13,5,34.19861111,131.575
2020-04-07,山口,Yamaguchi,16,5,34.19861111,131.575
2020-04-08,山口,Yamaguchi,17,5,34.19861111,131.575
2020-04-09,山口,Yamaguchi,17,5,34.19861111,131.575
2020-04-10,山口,Yamaguchi,18,5,34.19861111,131.575
2020-04-11,山口,Yamaguchi,19,5,34.19861111,131.575
2020-04-12,山口,Yamaguchi,23,5,34.19861111,131.575
2020-04-13,山口,Yamaguchi,24,5,34.19861111,131.575
2020-04-14,山口,Yamaguchi,25,5,34.19861111,131.575
2020-04-15,山口,Yamaguchi,28,5,34.19861111,131.575
2020-04-16,山口,Yamaguchi,29,5,34.19861111,131.575
2020-04-17,山口,Yamaguchi,30,5,34.19861111,131.575
2020-04-18,山口,Yamaguchi,30,5,34.19861111,131.575
2020-04-19,山口,Yamaguchi,30,5,34.19861111,131.575
2020-01-15,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-16,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-17,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-18,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-19,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-20,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-21,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-22,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-23,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-24,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-25,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-26,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-27,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-28,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-29,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-30,山形,Yamagata,0,1,38.44638889,140.1027778
2020-01-31,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-01,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-02,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-03,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-04,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-05,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-06,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-07,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-08,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-09,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-10,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-11,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-12,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-13,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-14,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-15,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-16,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-17,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-18,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-19,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-20,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-21,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-22,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-23,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-24,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-25,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-26,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-27,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-28,山形,Yamagata,0,1,38.44638889,140.1027778
2020-02-29,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-01,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-02,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-03,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-04,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-05,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-06,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-07,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-08,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-09,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-10,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-11,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-12,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-13,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-14,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-15,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-16,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-17,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-18,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-19,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-20,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-21,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-22,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-23,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-24,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-25,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-26,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-27,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-28,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-29,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-30,山形,Yamagata,0,1,38.44638889,140.1027778
2020-03-31,山形,Yamagata,1,1,38.44638889,140.1027778
2020-04-01,山形,Yamagata,2,1,38.44638889,140.1027778
2020-04-02,山形,Yamagata,3,1,38.44638889,140.1027778
2020-04-03,山形,Yamagata,8,1,38.44638889,140.1027778
2020-04-04,山形,Yamagata,10,1,38.44638889,140.1027778
2020-04-05,山形,Yamagata,13,1,38.44638889,140.1027778
2020-04-06,山形,Yamagata,19,1,38.44638889,140.1027778
2020-04-07,山形,Yamagata,19,1,38.44638889,140.1027778
2020-04-08,山形,Yamagata,22,1,38.44638889,140.1027778
2020-04-09,山形,Yamagata,27,1,38.44638889,140.1027778
2020-04-10,山形,Yamagata,32,1,38.44638889,140.1027778
2020-04-11,山形,Yamagata,33,1,38.44638889,140.1027778
2020-04-12,山形,Yamagata,38,1,38.44638889,140.1027778
2020-04-13,山形,Yamagata,39,1,38.44638889,140.1027778
2020-04-14,山形,Yamagata,43,1,38.44638889,140.1027778
2020-04-15,山形,Yamagata,49,1,38.44638889,140.1027778
2020-04-16,山形,Yamagata,54,1,38.44638889,140.1027778
2020-04-17,山形,Yamagata,58,1,38.44638889,140.1027778
2020-04-18,山形,Yamagata,60,1,38.44638889,140.1027778
2020-04-19,山形,Yamagata,61,1,38.44638889,140.1027778
2020-01-15,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-16,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-17,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-18,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-19,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-20,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-21,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-22,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-23,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-24,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-25,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-26,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-27,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-28,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-29,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-30,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-01-31,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-01,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-02,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-03,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-04,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-05,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-06,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-07,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-08,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-09,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-10,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-11,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-12,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-13,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-14,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-15,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-16,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-17,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-18,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-19,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-20,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-21,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-22,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-23,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-24,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-25,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-26,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-27,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-28,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-02-29,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-03-01,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-03-02,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-03-03,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-03-04,山梨,Yamanashi,0,3,35.61222222,138.6116667
2020-03-05,山梨,Yamanashi,0,3,35.61222222,138.6116667
