date,tests,confirmed,deaths,recovered,hosp,vent,icu,severe,population,administrative_area_level,administrative_area_level_1,administrative_area_level_2,jis_code
2020-10-16,160965,5283,102,4709,423,,,9,7337330,2,Japan,Saitama,11
2020-10-16,109745,4457,76,4019,336,,,12,6279026,2,Japan,Chiba,12
2020-10-16,526696,28588,431,26091,1902,,,25,13942856,2,Japan,Tokyo,13
2020-10-16,176654,7840,154,7062,543,,,19,9200166,2,Japan,Kanagawa,14
2020-10-16,16688,179,0,173,7,,,0,2222004,2,Japan,Niigata,15
2020-10-16,13796,422,26,396,0,,,0,1042998,2,Japan,Toyama,16
2020-10-16,15040,788,47,721,19,,,0,1137181,2,Japan,Ishikawa,17
2020-10-16,10331,254,11,233,5,,,0,767742,2,Japan,Fukui,18
2020-10-16,11139,199,6,190,3,,,1,812056,2,Japan,Yamanashi,19
2020-10-16,20700,323,3,313,4,,,0,2049023,2,Japan,Nagano,20
2020-10-16,24739,642,10,619,11,,,1,1988931,2,Japan,Gifu,21
2020-10-16,38804,575,2,557,13,,,0,3639226,2,Japan,Shizuoka,22
2020-10-16,87290,5702,91,5287,218,,,10,7552873,2,Japan,Aichi,23
2020-10-16,14421,546,7,515,22,,,0,1779770,2,Japan,Mie,24
2020-10-16,13209,520,8,496,16,,,0,1413959,2,Japan,Shiga,25
2020-10-16,47653,1914,27,1755,116,,,1,2583140,2,Japan,Kyoto,26
2020-10-16,208217,11414,226,10671,450,,,21,8823453,2,Japan,Osaka,27
2020-10-16,62442,2977,60,2764,122,,,13,5463609,2,Japan,Hyogo,28
2020-10-16,22972,603,9,571,27,,,2,1331330,2,Japan,Nara,29
2020-10-16,9858,254,4,235,12,,,1,923721,2,Japan,Wakayama,30
2020-10-16,5543,35,0,35,1,,,0,555663,2,Japan,Tottori,31
2020-10-16,5980,140,0,140,0,,,0,673891,2,Japan,Shimane,32
2020-10-16,8654,170,1,155,12,,,2,1891346,2,Japan,Okayama,33
2020-10-16,24965,647,4,597,43,,,1,2807987,2,Japan,Hiroshima,34
2020-10-16,10769,209,2,201,6,,,1,1355495,2,Japan,Yamaguchi,35
2020-10-16,7130,149,9,140,0,,,0,728633,2,Japan,Tokushima,36
2020-10-16,12082,99,2,91,3,,,0,956069,2,Japan,Kagawa,37
2020-10-16,4215,116,6,108,1,,,0,1338811,2,Japan,Ehime,38
2020-10-16,3565,140,4,134,2,,,0,697674,2,Japan,Kochi,39
2020-10-16,148398,5136,99,4953,73,,,7,5110113,2,Japan,Fukuoka,40
2020-10-16,6369,250,0,246,3,,,0,814211,2,Japan,Saga,41
2020-10-16,20496,241,3,234,2,,,0,1325205,2,Japan,Nagasaki,42
2020-10-16,18138,735,8,625,74,,,0,1746740,2,Japan,Kumamoto,43
2020-10-16,18834,159,2,155,1,,,0,1134431,2,Japan,Oita,44
2020-10-16,8699,366,1,364,1,,,0,1072077,2,Japan,Miyazaki,45
2020-10-16,21218,463,12,420,24,,,0,1599984,2,Japan,Kagoshima,46
2020-10-16,45857,2852,54,2515,260,,,9,1454184,2,Japan,Okinawa,47
2020-10-16,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2020-10-16,243589,1079,1,927,134,,,0,,1,Japan,Quarantine,
2020-10-16,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2020-10-16,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2020-10-17,68209,2518,108,2166,187,,,1,5248552,2,Japan,Hokkaido,01
2020-10-17,2975,100,1,36,46,,,1,1246138,2,Japan,Aomori,02
2020-10-17,4874,26,0,23,3,,,0,1226430,2,Japan,Iwate,03
2020-10-17,12111,524,2,463,43,,,1,2303160,2,Japan,Miyagi,04
2020-10-17,2361,59,0,58,1,,,0,965968,2,Japan,Akita,05
2020-10-17,5335,81,1,78,2,,,0,1077057,2,Japan,Yamagata,06
2020-10-17,24370,359,6,259,78,,,2,1847950,2,Japan,Fukushima,07
2020-10-17,13174,725,18,673,32,,,4,2868041,2,Japan,Ibaraki,08
2020-10-17,34074,463,1,437,19,,,0,1942312,2,Japan,Tochigi,09
2020-10-17,26175,769,19,712,35,,,4,1937626,2,Japan,Gunma,10
2020-10-17,163004,5328,102,4778,406,,,9,7337330,2,Japan,Saitama,11
2020-10-17,110522,4489,76,4037,360,,,13,6279026,2,Japan,Chiba,12
2020-10-17,532530,28823,434,26306,1867,,,25,13942856,2,Japan,Tokyo,13
2020-10-17,178657,7890,154,7120,570,,,19,9200166,2,Japan,Kanagawa,14
2020-10-17,16808,179,0,176,4,,,0,2222004,2,Japan,Niigata,15
2020-10-17,13903,422,26,396,1,,,0,1042998,2,Japan,Toyama,16
2020-10-17,15179,793,47,721,20,,,0,1137181,2,Japan,Ishikawa,17
2020-10-17,10331,254,11,234,9,,,0,767742,2,Japan,Fukui,18
2020-10-17,11173,199,6,191,2,,,0,812056,2,Japan,Yamanashi,19
2020-10-17,20863,326,4,313,7,,,0,2049023,2,Japan,Nagano,20
2020-10-17,24856,642,10,619,13,,,1,1988931,2,Japan,Gifu,21
2020-10-17,39100,578,2,558,15,,,0,3639226,2,Japan,Shizuoka,22
2020-10-17,87811,5730,91,5305,219,,,10,7552873,2,Japan,Aichi,23
2020-10-17,14558,549,7,515,22,,,0,1779770,2,Japan,Mie,24
2020-10-17,13221,522,8,497,15,,,0,1413959,2,Japan,Shiga,25
2020-10-17,48126,1922,27,1761,119,,,1,2583140,2,Japan,Kyoto,26
2020-10-17,210358,11464,227,10715,457,,,19,8823453,2,Japan,Osaka,27
2020-10-17,62910,2994,61,2776,124,,,14,5463609,2,Japan,Hyogo,28
2020-10-17,23057,606,9,572,29,,,2,1331330,2,Japan,Nara,29
2020-10-17,9887,255,4,236,11,,,1,923721,2,Japan,Wakayama,30
2020-10-17,5548,35,0,36,0,,,0,555663,2,Japan,Tottori,31
2020-10-17,6000,140,0,140,0,,,0,673891,2,Japan,Shimane,32
2020-10-17,8654,172,1,155,12,,,2,1891346,2,Japan,Okayama,33
2020-10-17,25370,649,4,599,44,,,1,2807987,2,Japan,Hiroshima,34
2020-10-17,10853,209,2,203,4,,,1,1355495,2,Japan,Yamaguchi,35
2020-10-17,7143,158,9,140,0,,,0,728633,2,Japan,Tokushima,36
2020-10-17,12231,100,2,91,4,,,0,956069,2,Japan,Kagawa,37
2020-10-17,4227,116,6,108,2,,,0,1338811,2,Japan,Ehime,38
2020-10-17,3565,140,4,134,2,,,0,697674,2,Japan,Kochi,39
2020-10-17,149523,5139,99,4973,66,,,7,5110113,2,Japan,Fukuoka,40
2020-10-17,6431,252,0,247,3,,,0,814211,2,Japan,Saga,41
2020-10-17,20608,242,3,235,2,,,0,1325205,2,Japan,Nagasaki,42
2020-10-17,18258,740,8,637,69,,,0,1746740,2,Japan,Kumamoto,43
2020-10-17,19043,159,2,155,2,,,0,1134431,2,Japan,Oita,44
2020-10-17,8703,366,1,364,1,,,0,1072077,2,Japan,Miyazaki,45
2020-10-17,21290,463,12,430,20,,,0,1599984,2,Japan,Kagoshima,46
2020-10-17,46732,2885,54,2543,258,,,10,1454184,2,Japan,Okinawa,47
2020-10-17,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2020-10-17,245523,1091,1,927,141,,,0,,1,Japan,Quarantine,
2020-10-17,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2020-10-17,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2020-10-18,68951,2542,108,2184,199,,,1,5248552,2,Japan,Hokkaido,01
2020-10-18,3045,104,1,36,63,,,1,1246138,2,Japan,Aomori,02
2020-10-18,4874,26,0,23,3,,,0,1226430,2,Japan,Iwate,03
2020-10-18,12197,526,2,470,50,,,1,2303160,2,Japan,Miyagi,04
2020-10-18,2361,59,0,58,1,,,0,965968,2,Japan,Akita,05
2020-10-18,5335,81,1,78,2,,,0,1077057,2,Japan,Yamagata,06
2020-10-18,24626,362,6,266,87,,,2,1847950,2,Japan,Fukushima,07
2020-10-18,13174,728,18,676,31,,,3,2868041,2,Japan,Ibaraki,08
2020-10-18,34330,465,1,439,19,,,0,1942312,2,Japan,Tochigi,09
2020-10-18,26309,774,19,712,38,,,4,1937626,2,Japan,Gunma,10
2020-10-18,163276,5368,102,4812,416,,,9,7337330,2,Japan,Saitama,11
2020-10-18,110818,4514,76,4078,351,,,12,6279026,2,Japan,Chiba,12
2020-10-18,535672,28955,436,26474,1931,,,23,13942856,2,Japan,Tokyo,13
2020-10-18,178657,7939,154,7169,570,,,19,9200166,2,Japan,Kanagawa,14
2020-10-18,16836,179,0,176,4,,,0,2222004,2,Japan,Niigata,15
2020-10-18,13903,422,26,396,1,,,0,1042998,2,Japan,Toyama,16
2020-10-18,15311,795,47,722,24,,,0,1137181,2,Japan,Ishikawa,17
2020-10-18,10331,256,11,234,9,,,0,767742,2,Japan,Fukui,18
2020-10-18,11173,199,6,191,2,,,0,812056,2,Japan,Yamanashi,19
2020-10-18,20863,326,4,314,8,,,0,2049023,2,Japan,Nagano,20
2020-10-18,24976,642,10,620,12,,,1,1988931,2,Japan,Gifu,21
2020-10-18,39100,578,2,558,15,,,0,3639226,2,Japan,Shizuoka,22
2020-10-18,88536,5751,91,5316,229,,,9,7552873,2,Japan,Aichi,23
2020-10-18,14646,549,7,525,17,,,0,1779770,2,Japan,Mie,24
2020-10-18,13286,524,8,499,15,,,0,1413959,2,Japan,Shiga,25
2020-10-18,48126,1928,27,1761,119,,,1,2583140,2,Japan,Kyoto,26
2020-10-18,211968,11514,227,10754,467,,,19,8823453,2,Japan,Osaka,27
2020-10-18,63270,3007,61,2802,116,,,17,5463609,2,Japan,Hyogo,28
2020-10-18,23057,606,9,574,30,,,2,1331330,2,Japan,Nara,29
2020-10-18,9917,255,4,236,12,,,1,923721,2,Japan,Wakayama,30
2020-10-18,5548,35,0,36,0,,,0,555663,2,Japan,Tottori,31
2020-10-18,6017,140,0,140,0,,,0,673891,2,Japan,Shimane,32
2020-10-18,8654,173,1,155,12,,,2,1891346,2,Japan,Okayama,33
2020-10-18,25370,650,4,604,40,,,1,2807987,2,Japan,Hiroshima,34
2020-10-18,10853,209,2,203,4,,,1,1355495,2,Japan,Yamaguchi,35
2020-10-18,7162,158,9,140,0,,,0,728633,2,Japan,Tokushima,36
2020-10-18,12344,100,2,91,5,,,0,956069,2,Japan,Kagawa,37
2020-10-18,4240,116,6,108,2,,,0,1338811,2,Japan,Ehime,38
2020-10-18,3575,140,4,135,1,,,0,697674,2,Japan,Kochi,39
2020-10-18,150417,5142,100,4976,64,,,6,5110113,2,Japan,Fukuoka,40
2020-10-18,6495,252,0,247,5,,,0,814211,2,Japan,Saga,41
2020-10-18,20708,242,3,235,3,,,0,1325205,2,Japan,Nagasaki,42
2020-10-18,18369,744,8,652,68,,,0,1746740,2,Japan,Kumamoto,43
2020-10-18,19186,159,2,155,2,,,0,1134431,2,Japan,Oita,44
2020-10-18,8703,366,1,364,1,,,0,1072077,2,Japan,Miyazaki,45
2020-10-18,21290,463,12,430,20,,,0,1599984,2,Japan,Kagoshima,46
2020-10-18,46732,2914,55,2543,258,,,10,1454184,2,Japan,Okinawa,47
2020-10-18,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2020-10-18,248249,1099,1,935,145,,,0,,1,Japan,Quarantine,
2020-10-18,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2020-10-18,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2020-10-19,69832,2559,108,2199,211,,,2,5248552,2,Japan,Hokkaido,01
2020-10-19,3071,122,1,36,67,,,1,1246138,2,Japan,Aomori,02
2020-10-19,4874,26,0,23,3,,,0,1226430,2,Japan,Iwate,03
2020-10-19,12291,529,2,479,43,,,1,2303160,2,Japan,Miyagi,04
2020-10-19,2361,59,0,58,1,,,0,965968,2,Japan,Akita,05
2020-10-19,5338,81,1,78,2,,,0,1077057,2,Japan,Yamagata,06
2020-10-19,24897,369,6,272,84,,,2,1847950,2,Japan,Fukushima,07
2020-10-19,13174,728,18,680,30,,,2,2868041,2,Japan,Ibaraki,08
2020-10-19,34469,466,1,439,19,,,0,1942312,2,Japan,Tochigi,09
2020-10-19,26336,785,19,712,38,,,4,1937626,2,Japan,Gunma,10
2020-10-19,163381,5390,102,4837,431,,,9,7337330,2,Japan,Saitama,11
2020-10-19,111109,4532,76,4107,347,,,10,6279026,2,Japan,Chiba,12
2020-10-19,535672,29033,436,26577,1958,,,24,13942856,2,Japan,Tokyo,13
2020-10-19,178657,7962,154,7218,570,,,19,9200166,2,Japan,Kanagawa,14
2020-10-19,16849,179,0,176,4,,,0,2222004,2,Japan,Niigata,15
2020-10-19,13903,422,26,396,1,,,0,1042998,2,Japan,Toyama,16
2020-10-19,15397,795,47,723,25,,,0,1137181,2,Japan,Ishikawa,17
2020-10-19,10331,256,11,234,11,,,0,767742,2,Japan,Fukui,18
2020-10-19,11173,199,6,191,2,,,0,812056,2,Japan,Yamanashi,19
2020-10-19,20863,326,4,314,8,,,0,2049023,2,Japan,Nagano,20
2020-10-19,24987,644,10,620,12,,,1,1988931,2,Japan,Gifu,21
2020-10-19,39100,580,2,558,15,,,0,3639226,2,Japan,Shizuoka,22
2020-10-19,88963,5766,91,5341,232,,,9,7552873,2,Japan,Aichi,23
2020-10-19,14646,550,7,525,17,,,0,1779770,2,Japan,Mie,24
2020-10-19,13298,527,8,503,13,,,0,1413959,2,Japan,Shiga,25
2020-10-19,48126,1931,28,1761,119,,,1,2583140,2,Japan,Kyoto,26
2020-10-19,212793,11555,227,10807,464,,,20,8823453,2,Japan,Osaka,27
2020-10-19,63557,3012,61,2814,120,,,18,5463609,2,Japan,Hyogo,28
2020-10-19,23057,606,9,576,28,,,2,1331330,2,Japan,Nara,29
2020-10-19,9924,255,4,241,7,,,1,923721,2,Japan,Wakayama,30
2020-10-19,5548,35,0,36,0,,,0,555663,2,Japan,Tottori,31
2020-10-19,6023,140,0,140,0,,,0,673891,2,Japan,Shimane,32
2020-10-19,8654,173,1,155,12,,,2,1891346,2,Japan,Okayama,33
2020-10-19,25370,651,4,606,39,,,1,2807987,2,Japan,Hiroshima,34
2020-10-19,10947,209,2,205,2,,,1,1355495,2,Japan,Yamaguchi,35
2020-10-19,7188,159,9,140,0,,,0,728633,2,Japan,Tokushima,36
2020-10-19,12432,100,2,93,4,,,0,956069,2,Japan,Kagawa,37
2020-10-19,4240,116,6,108,2,,,0,1338811,2,Japan,Ehime,38
2020-10-19,3586,140,4,135,1,,,0,697674,2,Japan,Kochi,39
2020-10-19,150735,5146,100,4976,64,,,6,5110113,2,Japan,Fukuoka,40
2020-10-19,6545,252,0,247,5,,,0,814211,2,Japan,Saga,41
2020-10-19,20757,242,3,235,3,,,0,1325205,2,Japan,Nagasaki,42
2020-10-19,18430,746,8,660,66,,,0,1746740,2,Japan,Kumamoto,43
2020-10-19,19203,159,3,155,2,,,0,1134431,2,Japan,Oita,44
2020-10-19,8703,366,1,364,1,,,0,1072077,2,Japan,Miyazaki,45
2020-10-19,21290,463,12,433,18,,,0,1599984,2,Japan,Kagoshima,46
2020-10-19,47630,2949,55,2589,274,,,8,1454184,2,Japan,Okinawa,47
2020-10-19,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2020-10-19,250611,1102,1,965,123,,,0,,1,Japan,Quarantine,
2020-10-19,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2020-10-19,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2020-10-20,70302,2590,108,2221,213,,,2,5248552,2,Japan,Hokkaido,01
2020-10-20,3217,134,1,36,85,,,2,1246138,2,Japan,Aomori,02
2020-10-20,4915,26,0,23,3,,,0,1226430,2,Japan,Iwate,03
2020-10-20,12334,538,2,482,42,,,1,2303160,2,Japan,Miyagi,04
2020-10-20,2384,60,0,59,0,,,0,965968,2,Japan,Akita,05
2020-10-20,5370,81,1,78,2,,,0,1077057,2,Japan,Yamagata,06
2020-10-20,25322,369,6,273,90,,,2,1847950,2,Japan,Fukushima,07
2020-10-20,13174,730,18,681,29,,,2,2868041,2,Japan,Ibaraki,08
2020-10-20,34491,471,1,440,25,,,0,1942312,2,Japan,Tochigi,09
2020-10-20,26435,797,19,717,38,,,4,1937626,2,Japan,Gunma,10
2020-10-20,165689,5423,102,4901,389,,,7,7337330,2,Japan,Saitama,11
2020-10-20,113355,4572,76,4135,337,,,9,6279026,2,Japan,Chiba,12
2020-10-20,541987,29172,437,26810,1800,,,24,13942856,2,Japan,Tokyo,13
2020-10-20,182376,8009,154,7255,556,,,23,9200166,2,Japan,Kanagawa,14
2020-10-20,16905,179,0,177,3,,,0,2222004,2,Japan,Niigata,15
2020-10-20,14003,422,26,396,0,,,0,1042998,2,Japan,Toyama,16
2020-10-20,15422,795,47,726,22,,,0,1137181,2,Japan,Ishikawa,17
2020-10-20,10562,256,11,236,9,,,0,767742,2,Japan,Fukui,18
2020-10-20,11252,199,6,191,2,,,0,812056,2,Japan,Yamanashi,19
2020-10-20,21163,326,4,314,8,,,1,2049023,2,Japan,Nagano,20
2020-10-20,24988,647,10,620,14,,,1,1988931,2,Japan,Gifu,21
2020-10-20,39592,580,2,564,14,,,0,3639226,2,Japan,Shizuoka,22
2020-10-20,89287,5779,91,5361,233,,,10,7552873,2,Japan,Aichi,23
2020-10-20,14763,551,7,525,17,,,0,1779770,2,Japan,Mie,24
2020-10-20,13359,530,9,506,13,,,0,1413959,2,Japan,Shiga,25
2020-10-20,49179,1934,29,1780,121,,,0,2583140,2,Japan,Kyoto,26
2020-10-20,213697,11620,227,10867,445,,,16,8823453,2,Japan,Osaka,27
2020-10-20,63825,3025,61,2831,116,,,18,5463609,2,Japan,Hyogo,28
2020-10-20,23285,608,9,581,23,,,2,1331330,2,Japan,Nara,29
2020-10-20,9940,259,4,241,7,,,1,923721,2,Japan,Wakayama,30
2020-10-20,5559,35,0,36,0,,,0,555663,2,Japan,Tottori,31
2020-10-20,6033,140,0,140,0,,,0,673891,2,Japan,Shimane,32
2020-10-20,8654,174,1,155,12,,,2,1891346,2,Japan,Okayama,33
2020-10-20,25370,651,4,606,40,,,1,2807987,2,Japan,Hiroshima,34
2020-10-20,11045,209,2,205,2,,,1,1355495,2,Japan,Yamaguchi,35
2020-10-20,7230,162,9,140,9,,,0,728633,2,Japan,Tokushima,36
2020-10-20,12515,100,2,93,4,,,0,956069,2,Japan,Kagawa,37
2020-10-20,4246,116,6,108,2,,,0,1338811,2,Japan,Ehime,38
2020-10-20,3587,140,4,135,1,,,0,697674,2,Japan,Kochi,39
2020-10-20,151512,5153,100,4977,65,,,5,5110113,2,Japan,Fukuoka,40
2020-10-20,6617,252,0,247,5,,,0,814211,2,Japan,Saga,41
2020-10-20,20834,242,3,235,3,,,0,1325205,2,Japan,Nagasaki,42
2020-10-20,18505,750,8,669,60,,,0,1746740,2,Japan,Kumamoto,43
2020-10-20,19211,159,3,155,1,,,0,1134431,2,Japan,Oita,44
2020-10-20,8720,366,1,364,1,,,0,1072077,2,Japan,Miyazaki,45
2020-10-20,21449,463,12,433,18,,,0,1599984,2,Japan,Kagoshima,46
2020-10-20,47970,2970,55,2604,295,,,9,1454184,2,Japan,Okinawa,47
2020-10-20,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2020-10-20,253054,1109,1,980,111,,,0,,1,Japan,Quarantine,
2020-10-20,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2020-10-20,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2020-10-21,70602,2612,108,2246,205,,,2,5248552,2,Japan,Hokkaido,01
2020-10-21,3292,143,1,36,97,,,2,1246138,2,Japan,Aomori,02
2020-10-21,4920,26,0,23,3,,,0,1226430,2,Japan,Iwate,03
2020-10-21,12420,544,2,487,40,,,1,2303160,2,Japan,Miyagi,04
2020-10-21,2385,61,0,59,1,,,0,965968,2,Japan,Akita,05
2020-10-21,5455,82,1,79,1,,,0,1077057,2,Japan,Yamagata,06
2020-10-21,25607,374,6,280,83,,,2,1847950,2,Japan,Fukushima,07
2020-10-21,13450,731,18,682,30,,,2,2868041,2,Japan,Ibaraki,08
2020-10-21,34579,473,1,441,29,,,0,1942312,2,Japan,Tochigi,09
2020-10-21,26713,806,19,729,37,,,4,1937626,2,Japan,Gunma,10
2020-10-21,165888,5473,102,4914,409,,,10,7337330,2,Japan,Saitama,11
2020-10-21,113803,4621,76,4175,337,,,9,6279026,2,Japan,Chiba,12
2020-10-21,548184,29317,439,27038,1710,,,24,13942856,2,Japan,Tokyo,13
2020-10-21,181055,8097,155,7333,525,,,23,9200166,2,Japan,Kanagawa,14
2020-10-21,17023,179,0,177,3,,,0,2222004,2,Japan,Niigata,15
2020-10-21,14109,422,26,396,0,,,0,1042998,2,Japan,Toyama,16
2020-10-21,15522,795,47,726,22,,,0,1137181,2,Japan,Ishikawa,17
2020-10-21,10592,256,11,237,8,,,0,767742,2,Japan,Fukui,18
2020-10-21,11267,202,6,192,1,,,0,812056,2,Japan,Yamanashi,19
2020-10-21,21361,327,4,315,7,,,1,2049023,2,Japan,Nagano,20
2020-10-21,25188,651,10,622,15,,,1,1988931,2,Japan,Gifu,21
2020-10-21,40000,583,2,565,13,,,0,3639226,2,Japan,Shizuoka,22
2020-10-21,90514,5815,91,5376,233,,,11,7552873,2,Japan,Aichi,23
2020-10-21,14854,551,7,526,17,,,0,1779770,2,Japan,Mie,24
2020-10-21,13369,531,9,506,15,,,0,1413959,2,Japan,Shiga,25
2020-10-21,49391,1945,29,1808,95,,,0,2583140,2,Japan,Kyoto,26
2020-10-21,215799,11702,229,10933,444,,,19,8823453,2,Japan,Osaka,27
2020-10-21,64193,3039,61,2836,116,,,17,5463609,2,Japan,Hyogo,28
2020-10-21,23410,610,9,586,20,,,2,1331330,2,Japan,Nara,29
2020-10-21,9994,260,4,241,11,,,1,923721,2,Japan,Wakayama,30
2020-10-21,5559,35,0,36,0,,,0,555663,2,Japan,Tottori,31
2020-10-21,6049,140,0,140,0,,,0,673891,2,Japan,Shimane,32
2020-10-21,8654,185,1,155,12,,,2,1891346,2,Japan,Okayama,33
2020-10-21,25832,652,5,614,33,,,1,2807987,2,Japan,Hiroshima,34
2020-10-21,11132,210,2,205,2,,,1,1355495,2,Japan,Yamaguchi,35
2020-10-21,7267,163,9,140,10,,,0,728633,2,Japan,Tokushima,36
2020-10-21,12599,101,2,93,4,,,0,956069,2,Japan,Kagawa,37
2020-10-21,4258,116,6,108,2,,,0,1338811,2,Japan,Ehime,38
2020-10-21,3588,140,4,135,1,,,0,697674,2,Japan,Kochi,39
2020-10-21,152905,5160,100,4983,63,,,5,5110113,2,Japan,Fukuoka,40
2020-10-21,6690,253,0,247,5,,,0,814211,2,Japan,Saga,41
2020-10-21,20984,242,3,236,3,,,0,1325205,2,Japan,Nagasaki,42
2020-10-21,18571,754,8,678,53,,,0,1746740,2,Japan,Kumamoto,43
2020-10-21,19474,159,3,155,1,,,0,1134431,2,Japan,Oita,44
2020-10-21,8725,366,1,364,1,,,0,1072077,2,Japan,Miyazaki,45
2020-10-21,21538,463,12,433,18,,,0,1599984,2,Japan,Kagoshima,46
2020-10-21,48352,3006,56,2624,296,,,10,1454184,2,Japan,Okinawa,47
2020-10-21,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2020-10-21,254540,1114,1,992,106,,,0,,1,Japan,Quarantine,
2020-10-21,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2020-10-21,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2020-10-22,71450,2652,108,2266,216,,,2,5248552,2,Japan,Hokkaido,01
2020-10-22,3404,149,1,39,98,,,2,1246138,2,Japan,Aomori,02
2020-10-22,4984,26,0,23,3,,,0,1226430,2,Japan,Iwate,03
2020-10-22,12525,545,2,491,45,,,1,2303160,2,Japan,Miyagi,04
2020-10-22,2399,61,0,59,1,,,0,965968,2,Japan,Akita,05
2020-10-22,5608,84,1,79,1,,,0,1077057,2,Japan,Yamagata,06
2020-10-22,26071,378,6,290,78,,,3,1847950,2,Japan,Fukushima,07
2020-10-22,13484,735,18,684,29,,,2,2868041,2,Japan,Ibaraki,08
2020-10-22,34761,473,1,441,31,,,0,1942312,2,Japan,Tochigi,09
2020-10-22,26941,820,19,730,48,,,5,1937626,2,Japan,Gunma,10
2020-10-22,170524,5518,102,4948,425,,,10,7337330,2,Japan,Saitama,11
2020-10-22,114416,4664,76,4232,329,,,9,6279026,2,Japan,Chiba,12
2020-10-22,552912,29502,442,27227,1669,,,24,13942856,2,Japan,Tokyo,13
2020-10-22,182851,8152,157,7429,517,,,25,9200166,2,Japan,Kanagawa,14
2020-10-22,17092,179,0,179,1,,,0,2222004,2,Japan,Niigata,15
2020-10-22,14157,422,26,396,0,,,0,1042998,2,Japan,Toyama,16
2020-10-22,15695,795,48,731,17,,,0,1137181,2,Japan,Ishikawa,17
2020-10-22,10717,256,11,237,8,,,0,767742,2,Japan,Fukui,18
2020-10-22,11301,202,6,193,0,,,0,812056,2,Japan,Yamanashi,19
2020-10-22,21561,329,4,315,8,,,1,2049023,2,Japan,Nagano,20
2020-10-22,25391,660,10,625,16,,,1,1988931,2,Japan,Gifu,21
2020-10-22,40201,585,2,567,14,,,0,3639226,2,Japan,Shizuoka,22
2020-10-22,91443,5834,92,5394,228,,,10,7552873,2,Japan,Aichi,23
2020-10-22,14854,554,7,529,15,,,0,1779770,2,Japan,Mie,24
2020-10-22,13450,533,9,506,16,,,0,1413959,2,Japan,Shiga,25
2020-10-22,49696,1958,30,1820,85,,,0,2583140,2,Japan,Kyoto,26
2020-10-22,217762,11780,231,10984,473,,,19,8823453,2,Japan,Osaka,27
2020-10-22,64611,3056,61,2847,119,,,17,5463609,2,Japan,Hyogo,28
2020-10-22,23550,613,9,588,21,,,2,1331330,2,Japan,Nara,29
2020-10-22,10021,266,4,242,11,,,1,923721,2,Japan,Wakayama,30
2020-10-22,5567,35,0,35,0,,,0,555663,2,Japan,Tottori,31
2020-10-22,6066,140,0,140,0,,,0,673891,2,Japan,Shimane,32
2020-10-22,8654,188,1,155,12,,,2,1891346,2,Japan,Okayama,33
2020-10-22,26180,652,5,617,30,,,0,2807987,2,Japan,Hiroshima,34
2020-10-22,11214,211,2,205,3,,,1,1355495,2,Japan,Yamaguchi,35
2020-10-22,7304,164,9,140,14,,,0,728633,2,Japan,Tokushima,36
2020-10-22,12691,102,2,94,3,,,0,956069,2,Japan,Kagawa,37
2020-10-22,4274,116,6,109,1,,,0,1338811,2,Japan,Ehime,38
2020-10-22,3591,140,4,135,1,,,0,697674,2,Japan,Kochi,39
2020-10-22,154248,5169,100,4987,66,,,5,5110113,2,Japan,Fukuoka,40
2020-10-22,6774,253,0,248,5,,,0,814211,2,Japan,Saga,41
2020-10-22,21126,242,3,236,0,,,0,1325205,2,Japan,Nagasaki,42
2020-10-22,18644,759,8,686,49,,,0,1746740,2,Japan,Kumamoto,43
2020-10-22,19633,159,3,155,1,,,0,1134431,2,Japan,Oita,44
2020-10-22,8729,366,1,364,1,,,0,1072077,2,Japan,Miyazaki,45
2020-10-22,21588,463,12,441,10,,,0,1599984,2,Japan,Kagoshima,46
2020-10-22,49145,3044,57,2637,319,,,8,1454184,2,Japan,Okinawa,47
2020-10-22,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2020-10-22,256307,1119,1,1003,100,,,0,,1,Japan,Quarantine,
2020-10-22,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2020-10-22,,149,0,149,0,,,,,1,Japan,Costa Atlantica,
2020-10-23,72274,2703,108,2287,217,,,2,5248552,2,Japan,Hokkaido,01
2020-10-23,3511,158,1,42,105,,,2,1246138,2,Japan,Aomori,02
2020-10-23,5037,27,0,23,3,,,0,1226430,2,Japan,Iwate,03
