date,tests,confirmed,deaths,recovered,hosp,vent,icu,severe,population,administrative_area_level,administrative_area_level_1,administrative_area_level_2,jis_code
2021-10-09,98110,3510,56,3443,11,,,0,1077057,2,Japan,Yamagata,06
2021-10-09,410301,9464,174,9259,31,,,4,1847950,2,Japan,Fukushima,07
2021-10-09,40174,24295,217,23914,145,,,8,2868041,2,Japan,Ibaraki,08
2021-10-09,483240,15369,116,15100,141,,,3,1942312,2,Japan,Tochigi,09
2021-10-09,296186,16645,173,16373,90,,,5,1937626,2,Japan,Gunma,10
2021-10-09,1454939,115208,1013,113392,770,,,35,7337330,2,Japan,Saitama,11
2021-10-09,1069969,99988,1007,98389,540,,,30,6279026,2,Japan,Chiba,12
2021-10-09,3662157,380769,3021,371874,1748,,,68,13942856,2,Japan,Tokyo,13
2021-10-09,1602615,168333,1287,166158,816,,,40,9200166,2,Japan,Kanagawa,14
2021-10-09,286381,7945,61,7759,119,,,1,2222004,2,Japan,Niigata,15
2021-10-09,114600,4830,51,4739,32,,,1,1042998,2,Japan,Toyama,16
2021-10-09,194946,7914,124,7687,79,,,1,1137181,2,Japan,Ishikawa,17
2021-10-09,116655,3079,37,3012,27,,,0,767742,2,Japan,Fukui,18
2021-10-09,111974,5141,29,5075,31,,,0,812056,2,Japan,Yamanashi,19
2021-10-09,316832,8801,96,8628,69,,,0,2049023,2,Japan,Nagano,20
2021-10-09,408296,18580,216,18464,214,,,3,1988931,2,Japan,Gifu,21
2021-10-09,620530,26683,209,26401,63,,,2,3639226,2,Japan,Shizuoka,22
2021-10-09,1307579,106099,1146,103733,882,,,18,7552873,2,Japan,Aichi,23
2021-10-09,263303,14699,163,14398,130,,,3,1779770,2,Japan,Mie,24
2021-10-09,255448,12325,102,12110,108,,,1,1413959,2,Japan,Shiga,25
2021-10-09,421675,35692,287,34889,481,,,15,2583140,2,Japan,Kyoto,26
2021-10-09,3472714,201047,3003,194003,2190,,,174,8823453,2,Japan,Osaka,27
2021-10-09,747655,77923,1389,75713,718,,,25,5463609,2,Japan,Hyogo,28
2021-10-09,249501,15469,149,15468,125,,,4,1331330,2,Japan,Nara,29
2021-10-09,65322,5277,62,5075,35,,,4,923721,2,Japan,Wakayama,30
2021-10-09,146663,1651,5,1603,16,,,0,555663,2,Japan,Tottori,31
2021-10-09,55076,1632,4,1600,28,,,0,673891,2,Japan,Shimane,32
2021-10-09,266922,15175,136,14937,79,,,1,1891346,2,Japan,Okayama,33
2021-10-09,889244,21804,199,21377,205,,,4,2807987,2,Japan,Hiroshima,34
2021-10-09,186064,5642,90,5479,60,,,0,1355495,2,Japan,Yamaguchi,35
2021-10-09,103828,3277,65,3176,34,,,0,728633,2,Japan,Tokushima,36
2021-10-09,128707,4690,38,4636,18,,,1,956069,2,Japan,Kagawa,37
2021-10-09,150827,5250,81,5052,104,,,2,1338811,2,Japan,Ehime,38
2021-10-09,97224,4117,31,4067,19,,,2,697674,2,Japan,Kochi,39
2021-10-09,1250281,74160,614,72909,591,,,19,5110113,2,Japan,Fukuoka,40
2021-10-09,103363,5794,29,5704,55,,,1,814211,2,Japan,Saga,41
2021-10-09,179194,6039,72,5893,69,,,0,1325205,2,Japan,Nagasaki,42
2021-10-09,122799,14327,135,14104,83,,,3,1746740,2,Japan,Kumamoto,43
2021-10-09,263833,8169,84,7998,78,,,1,1134431,2,Japan,Oita,44
2021-10-09,72739,6129,41,6066,19,,,0,1072077,2,Japan,Miyazaki,45
2021-10-09,167673,9076,65,8986,21,,,0,1599984,2,Japan,Kagoshima,46
2021-10-09,394743,49780,341,49071,385,,,15,1454184,2,Japan,Okinawa,47
2021-10-09,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-10-09,1080888,4305,7,4152,129,,,0,,1,Japan,Quarantine,
2021-10-09,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-10-09,0,149,0,149,0,,,0,,1,Japan,Costa Atlantica,
2021-10-10,1114799,60421,1469,58722,213,,,1,5248552,2,Japan,Hokkaido,01
2021-10-10,89061,5774,38,5606,123,,,2,1246138,2,Japan,Aomori,02
2021-10-10,122110,3486,53,3427,5,,,0,1226430,2,Japan,Iwate,03
2021-10-10,241164,16243,117,16067,55,,,2,2303160,2,Japan,Miyagi,04
2021-10-10,26592,1893,27,1837,28,,,0,965968,2,Japan,Akita,05
2021-10-10,98110,3511,56,3445,9,,,0,1077057,2,Japan,Yamagata,06
2021-10-10,411007,9464,174,9264,26,,,4,1847950,2,Japan,Fukushima,07
2021-10-10,40174,24312,217,23935,143,,,8,2868041,2,Japan,Ibaraki,08
2021-10-10,483863,15377,116,15118,135,,,3,1942312,2,Japan,Tochigi,09
2021-10-10,296186,16653,173,16379,93,,,5,1937626,2,Japan,Gunma,10
2021-10-10,1461742,115236,1013,113488,711,,,31,7337330,2,Japan,Saitama,11
2021-10-10,1073326,100018,1007,98466,498,,,28,6279026,2,Japan,Chiba,12
2021-10-10,3668062,380828,3028,372058,1637,,,68,13942856,2,Japan,Tokyo,13
2021-10-10,1602615,168387,1287,166296,754,,,40,9200166,2,Japan,Kanagawa,14
2021-10-10,287103,7951,61,7766,118,,,1,2222004,2,Japan,Niigata,15
2021-10-10,114600,4831,51,4740,39,,,1,1042998,2,Japan,Toyama,16
2021-10-10,195410,7916,125,7693,75,,,1,1137181,2,Japan,Ishikawa,17
2021-10-10,116716,3083,37,3014,28,,,1,767742,2,Japan,Fukui,18
2021-10-10,111974,5141,29,5075,31,,,0,812056,2,Japan,Yamanashi,19
2021-10-10,316832,8804,96,8634,71,,,0,2049023,2,Japan,Nagano,20
2021-10-10,409414,18598,216,18516,189,,,3,1988931,2,Japan,Gifu,21
2021-10-10,620530,26688,209,26401,61,,,2,3639226,2,Japan,Shizuoka,22
2021-10-10,1307579,106134,1146,103905,752,,,15,7552873,2,Japan,Aichi,23
2021-10-10,263303,14706,163,14405,133,,,3,1779770,2,Japan,Mie,24
2021-10-10,256383,12326,102,12129,95,,,1,1413959,2,Japan,Shiga,25
2021-10-10,422507,35716,287,35071,323,,,15,2583140,2,Japan,Kyoto,26
2021-10-10,3489014,201152,3005,194341,1993,,,172,8823453,2,Japan,Osaka,27
2021-10-10,748800,77950,1389,75827,664,,,22,5463609,2,Japan,Hyogo,28
2021-10-10,249501,15471,149,15484,120,,,4,1331330,2,Japan,Nara,29
2021-10-10,65358,5277,62,5077,34,,,3,923721,2,Japan,Wakayama,30
2021-10-10,146924,1651,5,1605,18,,,0,555663,2,Japan,Tottori,31
2021-10-10,55076,1632,4,1605,23,,,0,673891,2,Japan,Shimane,32
2021-10-10,266922,15178,136,14937,79,,,1,1891346,2,Japan,Okayama,33
2021-10-10,889244,21816,199,21410,183,,,4,2807987,2,Japan,Hiroshima,34
2021-10-10,186064,5645,90,5483,69,,,0,1355495,2,Japan,Yamaguchi,35
2021-10-10,104009,3277,65,3183,29,,,0,728633,2,Japan,Tokushima,36
2021-10-10,129099,4690,38,4638,16,,,1,956069,2,Japan,Kagawa,37
2021-10-10,151407,5260,81,5062,107,,,2,1338811,2,Japan,Ehime,38
2021-10-10,97228,4117,31,4071,15,,,2,697674,2,Japan,Kochi,39
2021-10-10,1252899,74178,614,72980,535,,,18,5110113,2,Japan,Fukuoka,40
2021-10-10,103679,5797,29,5717,47,,,1,814211,2,Japan,Saga,41
2021-10-10,179513,6043,72,5903,64,,,0,1325205,2,Japan,Nagasaki,42
2021-10-10,123063,14329,135,14104,83,,,3,1746740,2,Japan,Kumamoto,43
2021-10-10,264744,8171,84,8008,77,,,1,1134431,2,Japan,Oita,44
2021-10-10,72739,6130,41,6066,17,,,0,1072077,2,Japan,Miyazaki,45
2021-10-10,167944,9076,65,8988,23,,,0,1599984,2,Japan,Kagoshima,46
2021-10-10,395119,49794,341,49149,330,,,14,1454184,2,Japan,Okinawa,47
2021-10-10,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-10-10,1083846,4312,7,4168,120,,,0,,1,Japan,Quarantine,
2021-10-10,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-10-10,0,149,0,149,0,,,0,,1,Japan,Costa Atlantica,
2021-10-11,1116407,60437,1469,58746,206,,,1,5248552,2,Japan,Hokkaido,01
2021-10-11,89072,5774,38,5615,121,,,2,1246138,2,Japan,Aomori,02
2021-10-11,122264,3486,53,3427,6,,,0,1226430,2,Japan,Iwate,03
2021-10-11,241321,16243,117,16074,50,,,2,2303160,2,Japan,Miyagi,04
2021-10-11,26592,1893,27,1843,23,,,0,965968,2,Japan,Akita,05
2021-10-11,98110,3511,56,3446,9,,,0,1077057,2,Japan,Yamagata,06
2021-10-11,411382,9465,174,9266,24,,,4,1847950,2,Japan,Fukushima,07
2021-10-11,40174,24315,217,23948,147,,,8,2868041,2,Japan,Ibaraki,08
2021-10-11,484279,15379,116,15133,128,,,3,1942312,2,Japan,Tochigi,09
2021-10-11,296186,16660,173,16389,91,,,5,1937626,2,Japan,Gunma,10
2021-10-11,1462440,115257,1013,113596,631,,,31,7337330,2,Japan,Saitama,11
2021-10-11,1075821,100043,1007,98536,462,,,25,6279026,2,Japan,Chiba,12
2021-10-11,3668062,380877,3034,372183,1565,,,67,13942856,2,Japan,Tokyo,13
2021-10-11,1602615,168436,1287,166357,745,,,41,9200166,2,Japan,Kanagawa,14
2021-10-11,287138,7953,61,7766,124,,,1,2222004,2,Japan,Niigata,15
2021-10-11,114600,4834,51,4741,39,,,1,1042998,2,Japan,Toyama,16
2021-10-11,195484,7918,127,7696,73,,,1,1137181,2,Japan,Ishikawa,17
2021-10-11,116744,3084,37,3017,29,,,1,767742,2,Japan,Fukui,18
2021-10-11,111974,5141,29,5075,31,,,0,812056,2,Japan,Yamanashi,19
2021-10-11,316832,8806,96,8645,63,,,0,2049023,2,Japan,Nagano,20
2021-10-11,409644,18618,216,18543,180,,,4,1988931,2,Japan,Gifu,21
2021-10-11,620530,26692,209,26401,59,,,2,3639226,2,Japan,Shizuoka,22
2021-10-11,1307579,106149,1148,104037,661,,,15,7552873,2,Japan,Aichi,23
2021-10-11,263303,14710,163,14414,131,,,3,1779770,2,Japan,Mie,24
2021-10-11,256561,12327,102,12143,82,,,1,1413959,2,Japan,Shiga,25
2021-10-11,423064,35724,287,35105,307,,,14,2583140,2,Japan,Kyoto,26
2021-10-11,3500011,201201,3005,194533,1901,,,172,8823453,2,Japan,Osaka,27
2021-10-11,750269,77961,1391,75882,654,,,23,5463609,2,Japan,Hyogo,28
2021-10-11,249501,15476,149,15495,113,,,3,1331330,2,Japan,Nara,29
2021-10-11,65424,5278,62,5079,32,,,3,923721,2,Japan,Wakayama,30
2021-10-11,146939,1651,5,1609,14,,,0,555663,2,Japan,Tottori,31
2021-10-11,55076,1632,4,1605,23,,,0,673891,2,Japan,Shimane,32
2021-10-11,266922,15184,136,14937,79,,,1,1891346,2,Japan,Okayama,33
2021-10-11,889244,21821,199,21435,170,,,4,2807987,2,Japan,Hiroshima,34
2021-10-11,186064,5646,91,5490,65,,,0,1355495,2,Japan,Yamaguchi,35
2021-10-11,104090,3278,65,3185,27,,,0,728633,2,Japan,Tokushima,36
2021-10-11,129233,4691,38,4640,14,,,1,956069,2,Japan,Kagawa,37
2021-10-11,152742,5270,82,5071,108,,,2,1338811,2,Japan,Ehime,38
2021-10-11,97230,4118,31,4073,13,,,2,697674,2,Japan,Kochi,39
2021-10-11,1254535,74195,615,73005,541,,,18,5110113,2,Japan,Fukuoka,40
2021-10-11,103884,5800,29,5726,42,,,1,814211,2,Japan,Saga,41
2021-10-11,179859,6046,73,5912,59,,,0,1325205,2,Japan,Nagasaki,42
2021-10-11,123063,14330,135,14104,83,,,3,1746740,2,Japan,Kumamoto,43
2021-10-11,264771,8172,84,8018,69,,,1,1134431,2,Japan,Oita,44
2021-10-11,72739,6131,41,6066,17,,,0,1072077,2,Japan,Miyazaki,45
2021-10-11,168098,9076,65,8985,26,,,0,1599984,2,Japan,Kagoshima,46
2021-10-11,395225,49801,345,49176,314,,,12,1454184,2,Japan,Okinawa,47
2021-10-11,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-10-11,1086391,4322,7,4177,118,,,0,,1,Japan,Quarantine,
2021-10-11,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-10-11,0,149,0,149,0,,,0,,1,Japan,Costa Atlantica,
2021-10-12,1117238,60453,1469,58767,201,,,1,5248552,2,Japan,Hokkaido,01
2021-10-12,89386,5805,38,5633,103,,,2,1246138,2,Japan,Aomori,02
2021-10-12,122287,3486,53,3428,5,,,0,1226430,2,Japan,Iwate,03
2021-10-12,241476,16246,117,16076,49,,,2,2303160,2,Japan,Miyagi,04
2021-10-12,26665,1893,27,1846,20,,,0,965968,2,Japan,Akita,05
2021-10-12,99335,3512,56,3446,9,,,0,1077057,2,Japan,Yamagata,06
2021-10-12,412548,9465,175,9269,22,,,2,1847950,2,Japan,Fukushima,07
2021-10-12,40366,24321,217,23968,130,,,8,2868041,2,Japan,Ibaraki,08
2021-10-12,484500,15392,116,15150,113,,,3,1942312,2,Japan,Tochigi,09
2021-10-12,297850,16665,174,16404,83,,,4,1937626,2,Japan,Gunma,10
2021-10-12,1464049,115282,1016,113686,561,,,30,7337330,2,Japan,Saitama,11
2021-10-12,1078047,100070,1010,98584,444,,,19,6279026,2,Japan,Chiba,12
2021-10-12,3680048,380950,3044,372391,1400,,,62,13942856,2,Japan,Tokyo,13
2021-10-12,1608346,168482,1288,166460,691,,,30,9200166,2,Japan,Kanagawa,14
2021-10-12,287705,7958,61,7800,92,,,2,2222004,2,Japan,Niigata,15
2021-10-12,115089,4838,51,4743,40,,,1,1042998,2,Japan,Toyama,16
2021-10-12,195519,7919,128,7711,58,,,1,1137181,2,Japan,Ishikawa,17
2021-10-12,116776,3091,37,3023,24,,,1,767742,2,Japan,Fukui,18
2021-10-12,111974,5141,29,5094,18,,,0,812056,2,Japan,Yamanashi,19
2021-10-12,318196,8810,96,8650,60,,,0,2049023,2,Japan,Nagano,20
2021-10-12,409705,18627,216,18565,178,,,4,1988931,2,Japan,Gifu,21
2021-10-12,623263,26696,209,26401,62,,,1,3639226,2,Japan,Shizuoka,22
2021-10-12,1315841,106184,1151,104108,624,,,16,7552873,2,Japan,Aichi,23
2021-10-12,263303,14713,163,14420,129,,,3,1779770,2,Japan,Mie,24
2021-10-12,256896,12330,102,12154,72,,,1,1413959,2,Japan,Shiga,25
2021-10-12,423194,35736,287,35134,301,,,14,2583140,2,Japan,Kyoto,26
2021-10-12,3509941,201304,3007,194674,1820,,,169,8823453,2,Japan,Osaka,27
2021-10-12,751447,78013,1392,75954,607,,,22,5463609,2,Japan,Hyogo,28
2021-10-12,250724,15482,149,15502,111,,,3,1331330,2,Japan,Nara,29
2021-10-12,65426,5280,62,5087,25,,,2,923721,2,Japan,Wakayama,30
2021-10-12,146940,1654,5,1612,11,,,0,555663,2,Japan,Tottori,31
2021-10-12,55076,1633,4,1614,14,,,0,673891,2,Japan,Shimane,32
2021-10-12,266922,15192,136,14937,79,,,1,1891346,2,Japan,Okayama,33
2021-10-12,889244,21828,199,21490,132,,,4,2807987,2,Japan,Hiroshima,34
2021-10-12,186064,5659,91,5493,62,,,0,1355495,2,Japan,Yamaguchi,35
2021-10-12,104120,3279,65,3191,22,,,0,728633,2,Japan,Tokushima,36
2021-10-12,129239,4691,38,4640,15,,,1,956069,2,Japan,Kagawa,37
2021-10-12,152806,5280,82,5078,110,,,1,1338811,2,Japan,Ehime,38
2021-10-12,99084,4123,31,4074,13,,,2,697674,2,Japan,Kochi,39
2021-10-12,1256139,74208,617,73046,518,,,18,5110113,2,Japan,Fukuoka,40
2021-10-12,103884,5803,29,5726,42,,,1,814211,2,Japan,Saga,41
2021-10-12,180005,6047,73,5922,51,,,0,1325205,2,Japan,Nagasaki,42
2021-10-12,123090,14333,135,14137,58,,,4,1746740,2,Japan,Kumamoto,43
2021-10-12,264781,8174,84,8029,59,,,1,1134431,2,Japan,Oita,44
2021-10-12,72785,6132,41,6072,16,,,0,1072077,2,Japan,Miyazaki,45
2021-10-12,168134,9081,65,8988,23,,,0,1599984,2,Japan,Kagoshima,46
2021-10-12,395988,49830,345,49209,277,,,8,1454184,2,Japan,Okinawa,47
2021-10-12,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-10-12,1089860,4324,7,4205,100,,,0,,1,Japan,Quarantine,
2021-10-12,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-10-12,0,149,0,149,0,,,0,,1,Japan,Costa Atlantica,
2021-10-13,1119244,60474,1469,58792,192,,,0,5248552,2,Japan,Hokkaido,01
2021-10-13,89889,5839,38,5640,127,,,2,1246138,2,Japan,Aomori,02
2021-10-13,122479,3486,53,3429,4,,,0,1226430,2,Japan,Iwate,03
2021-10-13,241476,16246,117,16089,36,,,2,2303160,2,Japan,Miyagi,04
2021-10-13,26736,1893,27,1851,15,,,0,965968,2,Japan,Akita,05
2021-10-13,99473,3519,56,3448,8,,,0,1077057,2,Japan,Yamagata,06
2021-10-13,413302,9469,175,9272,18,,,2,1847950,2,Japan,Fukushima,07
2021-10-13,40366,24332,217,23988,116,,,8,2868041,2,Japan,Ibaraki,08
2021-10-13,485946,15399,116,15176,100,,,3,1942312,2,Japan,Tochigi,09
2021-10-13,298869,16679,174,16418,73,,,3,1937626,2,Japan,Gunma,10
2021-10-13,1467813,115333,1017,113734,534,,,28,7337330,2,Japan,Saitama,11
2021-10-13,1080946,100106,1010,98660,393,,,22,6279026,2,Japan,Chiba,12
2021-10-13,3689092,381021,3057,372590,1268,,,55,13942856,2,Japan,Tokyo,13
2021-10-13,1612718,168532,1290,166575,622,,,30,9200166,2,Japan,Kanagawa,14
2021-10-13,288570,7959,61,7823,75,,,2,2222004,2,Japan,Niigata,15
2021-10-13,115462,4842,51,4747,40,,,1,1042998,2,Japan,Toyama,16
2021-10-13,195646,7926,129,7724,45,,,0,1137181,2,Japan,Ishikawa,17
2021-10-13,117530,3091,37,3030,24,,,1,767742,2,Japan,Fukui,18
2021-10-13,111974,5141,29,5102,10,,,0,812056,2,Japan,Yamanashi,19
2021-10-13,320037,8817,96,8661,53,,,0,2049023,2,Japan,Nagano,20
2021-10-13,411873,18645,216,18576,176,,,3,1988931,2,Japan,Gifu,21
2021-10-13,625523,26699,209,26401,49,,,1,3639226,2,Japan,Shizuoka,22
2021-10-13,1319770,106224,1152,104199,546,,,14,7552873,2,Japan,Aichi,23
2021-10-13,263303,14720,163,14450,102,,,3,1779770,2,Japan,Mie,24
2021-10-13,257656,12331,102,12164,65,,,1,1413959,2,Japan,Shiga,25
2021-10-13,424030,35757,289,35194,249,,,13,2583140,2,Japan,Kyoto,26
2021-10-13,3516399,201429,3015,194999,1629,,,166,8823453,2,Japan,Osaka,27
2021-10-13,753335,78052,1392,76062,509,,,14,5463609,2,Japan,Hyogo,28
2021-10-13,251372,15498,149,15521,99,,,3,1331330,2,Japan,Nara,29
2021-10-13,65502,5281,62,5093,21,,,0,923721,2,Japan,Wakayama,30
2021-10-13,147846,1658,5,1612,11,,,0,555663,2,Japan,Tottori,31
2021-10-13,55076,1633,4,1616,12,,,0,673891,2,Japan,Shimane,32
2021-10-13,266922,15202,136,14937,79,,,1,1891346,2,Japan,Okayama,33
2021-10-13,889244,21854,199,21490,132,,,4,2807987,2,Japan,Hiroshima,34
2021-10-13,186064,5669,91,5503,65,,,0,1355495,2,Japan,Yamaguchi,35
2021-10-13,104535,3279,65,3195,19,,,0,728633,2,Japan,Tokushima,36
2021-10-13,129372,4693,38,4642,13,,,1,956069,2,Japan,Kagawa,37
2021-10-13,152883,5287,82,5102,96,,,1,1338811,2,Japan,Ehime,38
2021-10-13,99090,4123,31,4078,14,,,2,697674,2,Japan,Kochi,39
2021-10-13,1259989,74230,617,73088,491,,,17,5110113,2,Japan,Fukuoka,40
2021-10-13,104429,5804,29,5735,39,,,1,814211,2,Japan,Saga,41
2021-10-13,180490,6052,73,5927,47,,,0,1325205,2,Japan,Nagasaki,42
2021-10-13,123147,14336,135,14148,50,,,4,1746740,2,Japan,Kumamoto,43
2021-10-13,265892,8176,84,8039,51,,,1,1134431,2,Japan,Oita,44
2021-10-13,72926,6132,41,6075,14,,,0,1072077,2,Japan,Miyazaki,45
2021-10-13,168370,9083,65,8994,22,,,0,1599984,2,Japan,Kagoshima,46
2021-10-13,396977,49862,350,49249,275,,,4,1454184,2,Japan,Okinawa,47
2021-10-13,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-10-13,1091344,4332,7,4216,91,,,0,,1,Japan,Quarantine,
2021-10-13,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-10-13,0,149,0,149,0,,,0,,1,Japan,Costa Atlantica,
2021-10-14,1122657,60519,1469,58822,183,,,0,5248552,2,Japan,Hokkaido,01
2021-10-14,90235,5847,38,5655,146,,,2,1246138,2,Japan,Aomori,02
2021-10-14,122855,3486,53,3429,4,,,0,1226430,2,Japan,Iwate,03
2021-10-14,242708,16249,118,16095,34,,,1,2303160,2,Japan,Miyagi,04
2021-10-14,26739,1893,27,1857,9,,,0,965968,2,Japan,Akita,05
2021-10-14,99682,3524,56,3450,13,,,0,1077057,2,Japan,Yamagata,06
2021-10-14,414020,9470,175,9274,20,,,2,1847950,2,Japan,Fukushima,07
2021-10-14,40366,24337,217,23995,120,,,8,2868041,2,Japan,Ibaraki,08
2021-10-14,486367,15404,116,15195,88,,,3,1942312,2,Japan,Tochigi,09
2021-10-14,299836,16681,174,16436,69,,,3,1937626,2,Japan,Gunma,10
2021-10-14,1470823,115368,1020,113793,525,,,27,7337330,2,Japan,Saitama,11
2021-10-14,1083005,100125,1011,98715,363,,,21,6279026,2,Japan,Chiba,12
2021-10-14,3696668,381082,3069,372767,1150,,,43,13942856,2,Japan,Tokyo,13
2021-10-14,1617673,168584,1294,166667,579,,,27,9200166,2,Japan,Kanagawa,14
2021-10-14,289250,7962,61,7837,62,,,2,2222004,2,Japan,Niigata,15
2021-10-14,115816,4843,51,4755,36,,,1,1042998,2,Japan,Toyama,16
2021-10-14,196147,7928,129,7736,39,,,1,1137181,2,Japan,Ishikawa,17
2021-10-14,117645,3097,37,3034,20,,,0,767742,2,Japan,Fukui,18
2021-10-14,111974,5144,29,5102,10,,,0,812056,2,Japan,Yamanashi,19
2021-10-14,320835,8822,96,8669,52,,,0,2049023,2,Japan,Nagano,20
2021-10-14,413321,18657,216,18600,170,,,3,1988931,2,Japan,Gifu,21
2021-10-14,625523,26701,209,26401,40,,,1,3639226,2,Japan,Shizuoka,22
2021-10-14,1323431,106258,1152,104296,479,,,12,7552873,2,Japan,Aichi,23
2021-10-14,263303,14725,163,14464,95,,,3,1779770,2,Japan,Mie,24
2021-10-14,258168,12337,102,12181,49,,,1,1413959,2,Japan,Shiga,25
2021-10-14,425157,35766,289,35220,235,,,11,2583140,2,Japan,Kyoto,26
2021-10-14,3526163,201541,3018,195222,1549,,,158,8823453,2,Japan,Osaka,27
2021-10-14,754833,78082,1392,76119,504,,,13,5463609,2,Japan,Hyogo,28
2021-10-14,252073,15517,149,15530,106,,,3,1331330,2,Japan,Nara,29
2021-10-14,65539,5283,62,5099,16,,,1,923721,2,Japan,Wakayama,30
2021-10-14,148695,1658,5,1615,10,,,0,555663,2,Japan,Tottori,31
2021-10-14,55076,1637,4,1619,9,,,0,673891,2,Japan,Shimane,32
2021-10-14,266922,15205,136,14937,79,,,1,1891346,2,Japan,Okayama,33
2021-10-14,889244,21884,199,21513,116,,,4,2807987,2,Japan,Hiroshima,34
2021-10-14,189336,5670,92,5508,70,,,0,1355495,2,Japan,Yamaguchi,35
2021-10-14,104710,3279,65,3195,19,,,0,728633,2,Japan,Tokushima,36
2021-10-14,129781,4693,38,4644,13,,,1,956069,2,Japan,Kagawa,37
2021-10-14,153274,5294,82,5116,89,,,1,1338811,2,Japan,Ehime,38
2021-10-14,99099,4126,31,4080,12,,,2,697674,2,Japan,Kochi,39
2021-10-14,1262868,74255,618,73195,396,,,16,5110113,2,Japan,Fukuoka,40
2021-10-14,104741,5805,29,5745,31,,,1,814211,2,Japan,Saga,41
2021-10-14,181068,6056,73,5932,47,,,0,1325205,2,Japan,Nagasaki,42
2021-10-14,123147,14337,136,14161,40,,,4,1746740,2,Japan,Kumamoto,43
2021-10-14,267196,8177,84,8044,48,,,1,1134431,2,Japan,Oita,44
2021-10-14,72926,6132,41,6075,14,,,0,1072077,2,Japan,Miyazaki,45
2021-10-14,168575,9088,65,8992,26,,,0,1599984,2,Japan,Kagoshima,46
2021-10-14,397898,49895,356,49274,277,,,3,1454184,2,Japan,Okinawa,47
2021-10-14,829,14,0,15,0,,,0,,1,Japan,Charter Flight,
2021-10-14,1093396,4339,7,4220,95,,,0,,1,Japan,Quarantine,
2021-10-14,3618,712,13,659,,,,0,,1,Japan,Diamond Princess,
2021-10-14,0,149,0,149,0,,,0,,1,Japan,Costa Atlantica,
2021-10-15,1125945,60546,1469,58838,180,,,0,5248552,2,Japan,Hokkaido,01
2021-10-15,90464,5866,38,5660,149,,,2,1246138,2,Japan,Aomori,02
2021-10-15,123111,3486,53,3430,3,,,0,1226430,2,Japan,Iwate,03
2021-10-15,243071,16250,118,16104,25,,,1,2303160,2,Japan,Miyagi,04
2021-10-15,26739,1893,27,1859,7,,,0,965968,2,Japan,Akita,05
2021-10-15,99862,3528,56,3450,18,,,0,1077057,2,Japan,Yamagata,06
2021-10-15,415203,9473,175,9280,15,,,2,1847950,2,Japan,Fukushima,07
2021-10-15,40366,24346,217,24010,110,,,8,2868041,2,Japan,Ibaraki,08
2021-10-15,487105,15410,116,15207,81,,,2,1942312,2,Japan,Tochigi,09
2021-10-15,300465,16685,174,16447,61,,,3,1937626,2,Japan,Gunma,10
2021-10-15,1473758,115394,1020,113880,470,,,28,7337330,2,Japan,Saitama,11
2021-10-15,1084144,100142,1015,98764,350,,,20,6279026,2,Japan,Chiba,12
2021-10-15,3704025,381139,3076,372882,1085,,,40,13942856,2,Japan,Tokyo,13
2021-10-15,1620940,168617,1295,166728,568,,,23,9200166,2,Japan,Kanagawa,14
2021-10-15,290113,7967,61,7849,53,,,1,2222004,2,Japan,Niigata,15
2021-10-15,116474,4845,51,4759,33,,,1,1042998,2,Japan,Toyama,16
2021-10-15,196557,7931,129,7741,36,,,0,1137181,2,Japan,Ishikawa,17
2021-10-15,117795,3098,37,3035,25,,,0,767742,2,Japan,Fukui,18
2021-10-15,111974,5144,29,5107,5,,,0,812056,2,Japan,Yamanashi,19
2021-10-15,321482,8824,96,8677,49,,,0,2049023,2,Japan,Nagano,20
2021-10-15,414526,18664,217,18614,168,,,3,1988931,2,Japan,Gifu,21
2021-10-15,628816,26706,209,26401,40,,,1,3639226,2,Japan,Shizuoka,22
2021-10-15,1326645,106292,1152,104365,447,,,9,7552873,2,Japan,Aichi,23
2021-10-15,263303,14734,163,14475,89,,,2,1779770,2,Japan,Mie,24
2021-10-15,259270,12341,102,12184,51,,,1,1413959,2,Japan,Shiga,25
2021-10-15,426204,35779,289,35262,206,,,9,2583140,2,Japan,Kyoto,26
2021-10-15,3539805,201606,3020,195471,1436,,,154,8823453,2,Japan,Osaka,27
2021-10-15,756671,78108,1392,76182,480,,,13,5463609,2,Japan,Hyogo,28
2021-10-15,252776,15526,149,15540,113,,,3,1331330,2,Japan,Nara,29
2021-10-15,65608,5284,62,5106,11,,,1,923721,2,Japan,Wakayama,30
2021-10-15,149043,1659,5,1617,11,,,0,555663,2,Japan,Tottori,31
2021-10-15,55806,1638,4,1622,10,,,0,673891,2,Japan,Shimane,32
2021-10-15,266922,15212,136,14937,79,,,1,1891346,2,Japan,Okayama,33
2021-10-15,905700,21912,199,21534,121,,,3,2807987,2,Japan,Hiroshima,34
