日付,都道府県略称,陽性者数,検査人数
20200417,山形,50,1276
20200417,福島,49,924
20200417,茨城,123,2883
20200417,栃木,42,1233
20200417,群馬,109,1924
20200417,埼玉,535,3836
20200417,千葉,494,3006
20200417,東京,2606,6814
20200417,神奈川,603,3682
20200417,新潟,47,1910
20200417,富山,65,1177
20200417,石川,146,903
20200417,福井,103,918
20200417,山梨,43,1367
20200417,長野,45,1219
20200417,岐阜,132,1727
20200417,静岡,48,1867
20200417,愛知,364,5008
20200417,三重,26,1092
20200417,滋賀,57,715
20200417,京都,225,2464
20200417,大阪,896,3903
20200417,兵庫,453,4851
20200417,奈良,54,733
20200417,和歌山,38,2239
20200417,鳥取,1,477
20200417,島根,14,558
20200417,岡山,18,748
20200417,広島,118,2733
20200417,山口,29,885
20200417,徳島,3,277
20200417,香川,21,833
20200417,愛媛,41,708
20200417,高知,62,1039
20200417,福岡,459,6110
20200417,佐賀,15,489
20200417,長崎,16,1258
20200417,熊本,31,2131
20200417,大分,50,2325
20200417,宮崎,17,802
20200417,鹿児島,4,657
20200417,沖縄,86,1025
20200418,北海道,370,3735
20200418,青森,22,468
20200418,岩手,0,212
20200418,宮城,79,1203
20200418,秋田,16,706
20200418,山形,58,1415
20200418,福島,52,924
20200418,茨城,131,3159
20200418,栃木,44,1328
20200418,群馬,114,1959
20200418,埼玉,575,3836
20200418,千葉,564,3286
20200418,東京,2807,7244
20200418,神奈川,640,3888
20200418,新潟,53,2024
20200418,富山,69,1274
20200418,石川,160,977
20200418,福井,104,955
20200418,山梨,46,1435
20200418,長野,47,1271
20200418,岐阜,136,1892
20200418,静岡,51,2011
20200418,愛知,374,5008
20200418,三重,32,1144
20200418,滋賀,68,760
20200418,京都,235,2565
20200418,大阪,951,4373
20200418,兵庫,480,5060
20200418,奈良,56,777
20200418,和歌山,39,2263
20200418,鳥取,1,543
20200418,島根,15,606
20200418,岡山,18,775
20200418,広島,124,2733
20200418,山口,30,977
20200418,徳島,3,298
20200418,香川,24,967
20200418,愛媛,41,708
20200418,高知,63,1039
20200418,福岡,476,6414
20200418,佐賀,16,513
20200418,長崎,17,1325
20200418,熊本,35,2204
20200418,大分,54,2399
20200418,宮崎,17,841
20200418,鹿児島,6,732
20200418,沖縄,101,1030
20200419,北海道,407,3768
20200419,青森,22,483
20200419,岩手,0,212
20200419,宮城,83,1203
20200419,秋田,16,706
20200419,山形,60,1415
20200419,福島,60,924
20200419,茨城,135,3159
20200419,栃木,44,1330
20200419,群馬,120,1970
20200419,埼玉,610,3836
20200419,千葉,598,3308
20200419,東京,2988,7244
20200419,神奈川,684,3911
20200419,新潟,56,2024
20200419,富山,79,1274
20200419,石川,173,977
20200419,福井,106,955
20200419,山梨,48,1435
20200419,長野,47,1273
20200419,岐阜,137,1892
20200419,静岡,50,2011
20200419,愛知,391,5008
20200419,三重,35,1144
20200419,滋賀,70,760
20200419,京都,242,2565
20200419,大阪,1039,4383
20200419,兵庫,502,5070
20200419,奈良,60,777
20200419,和歌山,40,2274
20200419,鳥取,3,543
20200419,島根,15,649
20200419,岡山,18,775
20200419,広島,129,2764
20200419,山口,30,1027
20200419,徳島,3,298
20200419,香川,24,967
20200419,愛媛,44,708
20200419,高知,64,1084
20200419,福岡,500,6442
20200419,佐賀,16,583
20200419,長崎,17,1325
20200419,熊本,35,2208
20200419,大分,54,2426
20200419,宮崎,17,841
20200419,鹿児島,7,734
20200419,沖縄,101,1030
20200420,北海道,434,3987
20200420,青森,22,494
20200420,岩手,0,234
20200420,宮城,83,1203
20200420,秋田,16,706
20200420,山形,61,1415
20200420,福島,62,1075
20200420,茨城,139,3159
20200420,栃木,46,1330
20200420,群馬,122,1973
20200420,埼玉,642,4618
20200420,千葉,616,3411
20200420,東京,3095,7726
20200420,神奈川,714,3912
20200420,新潟,56,2024
20200420,富山,92,1274
20200420,石川,178,977
20200420,福井,112,955
20200420,山梨,49,1435
20200420,長野,52,1273
20200420,岐阜,139,1892
20200420,静岡,52,2040
20200420,愛知,401,5175
20200420,三重,36,1144
20200420,滋賀,71,760
20200420,京都,251,2565
20200420,大阪,1087,4535
20200420,兵庫,513,5280
20200420,奈良,62,777
20200420,和歌山,46,2312
20200420,鳥取,3,543
20200420,島根,16,680
20200420,岡山,19,887
20200420,広島,132,3010
20200420,山口,30,1049
20200420,徳島,3,336
20200420,香川,25,967
20200420,愛媛,45,708
20200420,高知,68,1131
20200420,福岡,516,6447
20200420,佐賀,17,594
20200420,長崎,17,1325
20200420,熊本,39,2274
20200420,大分,54,2426
20200420,宮崎,17,841
20200420,鹿児島,8,734
20200420,沖縄,110,1213
20200421,北海道,451,4245
20200421,青森,22,474
20200421,岩手,0,236
20200421,宮城,84,1369
20200421,秋田,16,736
20200421,山形,64,1597
20200421,福島,64,1131
20200421,茨城,143,3343
20200421,栃木,49,1481
20200421,群馬,124,2103
20200421,埼玉,662,4732
20200421,千葉,638,3803
20200421,東京,3197,8198
20200421,神奈川,732,3912
20200421,新潟,56,2107
20200421,富山,114,1454
20200421,石川,180,1115
20200421,福井,113,1054
20200421,山梨,49,1653
20200421,長野,52,1401
20200421,岐阜,139,2119
20200421,静岡,52,2089
20200421,愛知,406,5535
20200421,三重,39,1397
20200421,滋賀,72,776
20200421,京都,259,2811
20200421,大阪,1172,4938
20200421,兵庫,524,5610
20200421,奈良,64,919
20200421,和歌山,46,2339
20200421,鳥取,3,711
20200421,島根,16,681
20200421,岡山,19,930
20200421,広島,137,3010
20200421,山口,30,1119
20200421,徳島,3,336
20200421,香川,26,967
20200421,愛媛,46,844
20200421,高知,69,1167
20200421,福岡,524,7263
20200421,佐賀,17,587
20200421,長崎,18,1461
20200421,熊本,40,2350
20200421,大分,55,2657
20200421,宮崎,17,925
20200421,鹿児島,10,841
20200421,沖縄,121,1292
20200422,北海道,473,4554
20200422,青森,22,487
20200422,岩手,0,242
20200422,宮城,84,1387
20200422,秋田,16,753
20200422,山形,64,1657
20200422,福島,64,1230
20200422,茨城,146,3571
20200422,栃木,51,1537
20200422,群馬,131,2163
20200422,埼玉,681,5119
20200422,千葉,659,4061
20200422,東京,3320,8435
20200422,神奈川,746,4745
20200422,新潟,58,2217
20200422,富山,115,1515
20200422,石川,190,1181
20200422,福井,118,1099
20200422,山梨,50,1703
20200422,長野,54,1417
20200422,岐阜,140,2143
20200422,静岡,53,2221
20200422,愛知,422,5535
20200422,三重,41,1436
20200422,滋賀,76,937
20200422,京都,264,2883
20200422,大阪,1226,5368
20200422,兵庫,546,5714
20200422,奈良,73,1020
20200422,和歌山,47,2381
20200422,鳥取,3,794
20200422,島根,16,697
20200422,岡山,19,992
20200422,広島,138,3583
20200422,山口,31,1130
20200422,徳島,5,341
20200422,香川,26,1273
20200422,愛媛,47,893
20200422,高知,69,1181
20200422,福岡,539,7311
20200422,佐賀,17,602
20200422,長崎,17,1551
20200422,熊本,41,2465
20200422,大分,60,2691
20200422,宮崎,17,943
20200422,鹿児島,10,852
20200422,沖縄,125,1420
20200423,北海道,495,4803
20200423,青森,22,501
20200423,岩手,0,256
20200423,宮城,84,1438
20200423,秋田,16,767
20200423,山形,65,1759
20200423,福島,65,1238
20200423,茨城,151,3687
20200423,栃木,52,1560
20200423,群馬,131,2290
20200423,埼玉,714,5432
20200423,千葉,680,4284
20200423,東京,3452,8959
20200423,神奈川,771,4628
20200423,新潟,61,2283
20200423,富山,115,1633
20200423,石川,199,1244
20200423,福井,119,1233
20200423,山梨,51,1813
20200423,長野,56,1468
20200423,岐阜,143,2197
20200423,静岡,57,2292
20200423,愛知,441,6033
20200423,三重,43,1494
20200423,滋賀,88,971
20200423,京都,275,2906
20200423,大阪,1257,5798
20200423,兵庫,563,5972
20200423,奈良,75,1071
20200423,和歌山,49,2422
20200423,鳥取,3,823
20200423,島根,16,719
20200423,岡山,19,908
20200423,広島,139,3783
20200423,山口,31,1144
20200423,徳島,5,353
20200423,香川,26,1350
20200423,愛媛,47,938
20200423,高知,70,1230
20200423,福岡,560,7467
20200423,佐賀,18,636
20200423,長崎,16,1612
20200423,熊本,41,2518
20200423,大分,60,2752
20200423,宮崎,17,965
20200423,鹿児島,10,895
20200423,沖縄,130,1583
20200424,北海道,540,5112
20200424,青森,22,506
20200424,岩手,0,271
20200424,宮城,84,1491
20200424,秋田,16,776
20200424,山形,65,1851
20200424,福島,65,1316
20200424,茨城,153,3887
20200424,栃木,53,1617
20200424,群馬,138,2380
20200424,埼玉,753,5630
20200424,千葉,704,4646
20200424,東京,3586,9361
20200424,神奈川,810,4828
20200424,新潟,62,2354
20200424,富山,150,1781
20200424,石川,216,1338
20200424,福井,119,1278
20200424,山梨,51,1862
20200424,長野,59,1514
20200424,岐阜,146,2234
20200424,静岡,58,2306
20200424,愛知,453,6033
20200424,三重,43,1578
20200424,滋賀,92,1067
20200424,京都,282,3397
20200424,大阪,1292,6346
20200424,兵庫,581,6213
20200424,奈良,76,1140
20200424,和歌山,50,2454
20200424,鳥取,3,880
20200424,島根,16,733
20200424,岡山,19,1015
20200424,広島,142,3900
20200424,山口,31,1156
20200424,徳島,5,368
20200424,香川,28,1393
20200424,愛媛,47,961
20200424,高知,71,1260
20200424,福岡,572,7690
20200424,佐賀,21,682
20200424,長崎,16,1676
20200424,熊本,43,2577
20200424,大分,60,2910
20200424,宮崎,17,993
20200424,鹿児島,10,1017
20200424,沖縄,132,1589
20200425,北海道,562,5362
20200425,青森,22,517
20200425,岩手,0,280
20200425,宮城,84,1568
20200425,秋田,16,786
20200425,山形,66,1947
20200425,福島,66,1420
20200425,茨城,157,4031
20200425,栃木,53,1673
20200425,群馬,140,2434
20200425,埼玉,767,5889
20200425,千葉,723,4879
20200425,東京,3747,9827
20200425,神奈川,842,5075
20200425,新潟,65,2491
20200425,富山,163,1885
20200425,石川,222,1424
20200425,福井,120,1313
20200425,山梨,51,1922
20200425,長野,67,1548
20200425,岐阜,146,2272
20200425,静岡,59,2366
20200425,愛知,474,6272
20200425,三重,45,1653
20200425,滋賀,93,1141
20200425,京都,286,3614
20200425,大阪,1323,6895
20200425,兵庫,605,6463
20200425,奈良,76,1173
20200425,和歌山,52,2526
20200425,鳥取,3,929
20200425,島根,16,750
20200425,岡山,20,1041
20200425,広島,142,4239
20200425,山口,31,1217
20200425,徳島,5,386
20200425,香川,28,1427
20200425,愛媛,47,1002
20200425,高知,71,1294
20200425,福岡,584,7963
20200425,佐賀,32,711
20200425,長崎,16,1728
20200425,熊本,43,2623
20200425,大分,60,2910
20200425,宮崎,17,1010
20200425,鹿児島,10,1109
20200425,沖縄,133,1715
20200426,北海道,601,5362
20200426,青森,22,526
20200426,岩手,0,288
20200426,宮城,85,1568
20200426,秋田,16,786
20200426,山形,66,1947
20200426,福島,68,1491
20200426,茨城,158,4031
20200426,栃木,52,1673
20200426,群馬,140,2440
20200426,埼玉,786,6110
20200426,千葉,733,5028
20200426,東京,3850,9827
20200426,神奈川,873,5075
20200426,新潟,65,2491
20200426,富山,175,1885
20200426,石川,224,1424
20200426,福井,120,1313
20200426,山梨,51,1922
20200426,長野,66,1552
20200426,岐阜,146,2272
20200426,静岡,62,2366
20200426,愛知,475,6488
20200426,三重,45,1653
20200426,滋賀,94,1141
20200426,京都,290,3614
20200426,大阪,1352,6900
20200426,兵庫,619,6641
20200426,奈良,76,1173
20200426,和歌山,57,2528
20200426,鳥取,3,943
20200426,島根,16,750
20200426,岡山,21,1041
20200426,広島,143,4245
20200426,山口,31,1233
20200426,徳島,5,386
20200426,香川,28,1427
20200426,愛媛,47,1002
20200426,高知,72,1302
20200426,福岡,595,7983
20200426,佐賀,36,711
20200426,長崎,16,1728
20200426,熊本,43,2623
20200426,大分,60,2910
20200426,宮崎,17,1010
20200426,鹿児島,10,1109
20200426,沖縄,133,1715
20200427,北海道,615,5362
20200427,青森,22,540
20200427,岩手,0,300
20200427,宮城,85,1568
20200427,秋田,16,786
20200427,山形,66,1947
20200427,福島,69,1585
20200427,茨城,161,4031
20200427,栃木,52,1673
20200427,群馬,141,2448
20200427,埼玉,806,6256
20200427,千葉,741,5163
20200427,東京,3922,9827
20200427,神奈川,889,5075
20200427,新潟,69,2491
20200427,富山,177,1885
20200427,石川,229,1424
20200427,福井,121,1313
20200427,山梨,51,1922
20200427,長野,66,1553
20200427,岐阜,146,2272
20200427,静岡,63,2366
20200427,愛知,476,6488
20200427,三重,45,1653
20200427,滋賀,94,1141
20200427,京都,294,3614
20200427,大阪,1368,6937
20200427,兵庫,627,6831
20200427,奈良,76,1173
20200427,和歌山,58,2563
20200427,鳥取,3,971
20200427,島根,22,757
20200427,岡山,22,1041
20200427,広島,145,4245
20200427,山口,31,1251
20200427,徳島,5,386
20200427,香川,28,1427
20200427,愛媛,47,1002
20200427,高知,73,1344
20200427,福岡,606,8000
20200427,佐賀,36,750
20200427,長崎,16,1728
20200427,熊本,45,2623
20200427,大分,60,2910
20200427,宮崎,17,1010
20200427,鹿児島,10,1109
20200427,沖縄,133,1715
20200428,北海道,650,6149
20200428,青森,23,580
20200428,岩手,0,302
20200428,宮城,86,1714
20200428,秋田,16,818
20200428,山形,66,2052
20200428,福島,69,1634
20200428,茨城,161,4273
20200428,栃木,54,1826
20200428,群馬,146,2589
20200428,埼玉,823,6368
20200428,千葉,748,5512
20200428,東京,3961,10702
20200428,神奈川,895,5439
20200428,新潟,69,2578
20200428,富山,181,2102
20200428,石川,236,1703
20200428,福井,121,1462
20200428,山梨,51,2072
20200428,長野,66,1680
20200428,岐阜,146,2763
20200428,静岡,64,2547
20200428,愛知,477,6890
20200428,三重,45,1799
20200428,滋賀,94,1209
20200428,京都,309,3894
20200428,大阪,1398,7380
20200428,兵庫,629,6922
20200428,奈良,78,1329
20200428,和歌山,59,2837
20200428,鳥取,3,982
20200428,島根,22,790
20200428,岡山,22,1129
20200428,広島,145,4556
20200428,山口,32,1225
20200428,徳島,5,423
20200428,香川,28,1512
20200428,愛媛,47,1024
20200428,高知,73,1362
20200428,福岡,615,8611
20200428,佐賀,36,912
20200428,長崎,16,1851
20200428,熊本,45,2912
20200428,大分,60,3039
20200428,宮崎,17,1053
20200428,鹿児島,10,1176
20200428,沖縄,137,1896
20200429,北海道,688,6312
20200429,青森,26,598
20200429,岩手,0,314
20200429,宮城,87,1744
20200429,秋田,16,827
20200429,山形,66,2103
20200429,福島,70,1664
20200429,茨城,162,4473
20200429,栃木,54,1857
20200429,群馬,146,2596
20200429,埼玉,828,7007
20200429,千葉,756,5636
20200429,東京,4073,10702
20200429,神奈川,905,5536
20200429,新潟,75,2775
20200429,富山,190,2137
20200429,石川,245,1796
20200429,福井,122,1588
20200429,山梨,52,2117
20200429,長野,66,1703
20200429,岐阜,146,2362
20200429,静岡,67,2635
20200429,愛知,482,7027
20200429,三重,45,1835
20200429,滋賀,94,1246
20200429,京都,313,3950
20200429,大阪,1430,7799
20200429,兵庫,636,7063
20200429,奈良,80,1397
20200429,和歌山,60,2904
20200429,鳥取,3,1003
20200429,島根,23,797
20200429,岡山,22,1141
20200429,広島,149,4610
20200429,山口,32,1239
20200429,徳島,5,440
20200429,香川,28,1537
20200429,愛媛,47,1043
20200429,高知,73,1368
20200429,福岡,619,8721
20200429,佐賀,37,930
20200429,長崎,16,1911
20200429,熊本,45,3002
20200429,大分,60,3065
20200429,宮崎,17,1068
20200429,鹿児島,10,1199
20200429,沖縄,141,1918
20200430,北海道,726,6312
20200430,青森,26,613
20200430,岩手,0,314
20200430,宮城,88,1744
20200430,秋田,16,827
20200430,山形,68,2103
20200430,福島,72,1664
20200430,茨城,162,4473
20200430,栃木,54,1857
20200430,群馬,146,2596
20200430,埼玉,843,7007
20200430,千葉,761,5753
20200430,東京,4120,10702
20200430,神奈川,932,5536
20200430,新潟,75,2775
20200430,富山,190,2137
20200430,石川,250,1796
20200430,福井,122,1588
20200430,山梨,52,2117
20200430,長野,66,1703
20200430,岐阜,146,2362
20200430,静岡,68,2635
20200430,愛知,486,7036
20200430,三重,45,1835
20200430,滋賀,96,1246
20200430,京都,316,3950
20200430,大阪,1474,8186
20200430,兵庫,642,7076
20200430,奈良,82,1397
20200430,和歌山,60,2906
20200430,鳥取,3,1003
20200430,島根,23,806
20200430,岡山,23,1141
20200430,広島,153,4610
20200430,山口,32,1265
20200430,徳島,5,440
20200430,香川,28,1537
20200430,愛媛,47,1043
20200430,高知,74,1398
20200430,福岡,639,8736
20200430,佐賀,38,950
20200430,長崎,17,1911
20200430,熊本,47,3002
20200430,大分,60,3065
20200430,宮崎,17,1068
20200430,鹿児島,10,1199
20200430,沖縄,141,1918
20200501,北海道,767,6892
20200501,青森,26,639
20200501,岩手,0,343
20200501,宮城,88,1885
20200501,秋田,16,850
20200501,山形,68,2159
20200501,福島,73,1812
20200501,茨城,163,4623
20200501,栃木,54,2010
20200501,群馬,146,1630
20200501,埼玉,851,7818
20200501,千葉,765,6141
20200501,東京,4166,10981
20200501,神奈川,958,5871
20200501,新潟,75,2903
20200501,富山,202,2535
20200501,石川,251,1937
20200501,福井,122,1696
20200501,山梨,52,2292
20200501,長野,66,1798
20200501,岐阜,146,2400
20200501,静岡,72,2736
20200501,愛知,488,7327
20200501,三重,45,1903
20200501,滋賀,96,1289
20200501,京都,319,4177
20200501,大阪,1502,8965
20200501,兵庫,645,7481
20200501,奈良,82,1508
20200501,和歌山,62,3033
20200501,鳥取,3,1048
20200501,島根,23,820
20200501,岡山,23,1196
20200501,広島,155,4959
20200501,山口,32,1285
20200501,徳島,5,459
20200501,香川,28,1613
20200501,愛媛,47,1095
20200501,高知,74,1439
20200501,福岡,642,9254
20200501,佐賀,41,1027
20200501,長崎,17,2008
20200501,熊本,47,3148
20200501,大分,60,3157
20200501,宮崎,17,1105
20200501,鹿児島,10,1260
20200501,沖縄,142,2113
