日付,都道府県名,陽性者,入院中,退院者,死亡者,検査人数,重症者,確認中
20200508,兵庫,679,560,100,19,8516,,
20200508,福岡,652,346,284,22,10020,,
20200508,愛知,498,140,324,34,7866,,
20200508,京都,347,123,212,12,5138,,
20200508,石川,275,216,46,13,2175,,
20200508,富山,220,172,38,10,2392,,
20200508,茨城,168,86,73,9,5281,,
20200508,広島,162,122,38,2,5588,,
20200508,岐阜,150,38,106,6,2498,,
20200508,群馬,147,82,47,18,2911,,
20200508,沖縄,142,114,24,4,2366,,
20200508,福井,122,30,84,8,1964,,
20200508,滋賀,98,45,52,1,1378,,
20200508,奈良,89,35,52,2,1907,,
20200508,宮城,88,16,72,0,2166,,
20200508,福島,79,45,34,0,2150,,
20200508,新潟,78,46,32,0,3238,,
20200508,高知,74,22,49,3,1528,,
20200508,長野,73,39,34,0,2027,,
20200508,静岡,73,30,42,1,2792,,
20200508,山形,69,15,54,0,2382,,
20200508,和歌山,62,16,44,2,3283,,
20200508,大分,60,26,33,1,3349,,
20200508,山梨,56,27,29,0,2738,,
20200508,栃木,54,29,25,0,2287,,
20200508,愛媛,48,13,32,3,1225,,
20200508,熊本,47,29,16,2,3313,,
20200508,三重,45,15,29,1,2084,,
20200508,佐賀,45,35,10,0,1143,,
20200508,山口,37,13,24,0,1455,,
20200508,香川,28,16,12,0,1753,,
20200508,青森,26,11,15,0,714,,
20200508,島根,24,14,10,0,888,,
20200508,岡山,23,12,11,0,1303,,
20200508,長崎,17,6,10,1,2215,,
20200508,宮崎,17,6,11,0,1192,,
20200508,秋田,16,3,13,0,880,,
20200508,鹿児島,10,5,5,0,1378,,
20200508,徳島,5,1,3,1,518,,
20200508,鳥取,3,2,1,0,1142,,
20200508,岩手,0,0,0,0,387,,
20200508,伊客船,149,149,0,0,,,
20200509,北海道,928,487,394,47,8013,23,0
20200509,青森,27,,17,,728,,10
20200509,岩手,0,0,0,0,397,0,0
20200509,宮城,88,13,75,0,2183,,0
20200509,秋田,16,,0,,861,,16
20200509,山形,69,13,56,,2401,,0
20200509,福島,81,38,43,0,2237,,0
20200509,茨城,168,71,78,9,3826,3,10
20200509,栃木,54,,25,,2287,,29
20200509,群馬,147,74,55,18,2930,,0
20200509,埼玉,946,391,514,41,11394,10,0
20200509,千葉,876,237,423,38,11882,14,178
20200509,東京,4810,2503,2136,171,12990,78,0
20200509,神奈川,1150,417,645,47,1947,34,41
20200509,新潟,82,36,46,,3345,,0
20200509,富山,216,126,77,13,2664,,0
20200509,石川,275,132,127,16,2175,,0
20200509,福井,122,25,89,8,1991,3,0
20200509,山梨,56,8,48,0,2806,1,0
20200509,長野,74,37,37,,2054,2,0
20200509,岐阜,150,30,114,6,3404,1,0
20200509,静岡,73,26,46,1,3036,2,0
20200509,愛知,491,126,328,34,7958,5,3
20200509,三重,45,14,30,1,2093,0,0
20200509,滋賀,97,36,60,1,1419,1,0
20200509,京都,347,107,227,13,5267,,0
20200509,大阪,1716,675,978,59,20263,58,4
20200509,兵庫,681,194,454,32,8654,24,1
20200509,奈良,89,25,62,2,2035,,0
20200509,和歌山,62,14,46,2,3310,,0
20200509,鳥取,3,2,1,0,1142,,0
20200509,島根,24,,10,,888,,14
20200509,岡山,23,8,15,,1321,,0
20200509,広島,165,102,61,2,5746,,0
20200509,山口,37,4,33,,1498,,0
20200509,徳島,5,,3,,569,,2
20200509,香川,28,15,13,0,1787,0,0
20200509,愛媛,48,7,38,3,1238,2,0
20200509,高知,74,10,61,3,1529,0,0
20200509,福岡,651,184,443,24,10246,,0
20200509,佐賀,45,23,20,0,1209,2,2
20200509,長崎,17,2,14,1,2878,0,0
20200509,熊本,48,29,17,2,3375,3,0
20200509,大分,60,,51,1,3382,,8
20200509,宮崎,17,6,11,,1213,,0
20200509,鹿児島,11,,7,,1446,,4
20200509,沖縄,142,55,82,5,2403,,0
20200509,伊客船,149,,0,,623,,149
