日付,都道府県名,陽性者,入院中,退院者,死亡者,検査人数,重症者,確認中
20200319,北海道,153,77,69,7,,,
20200319,愛知,123,106,3,14,,,
20200319,東京,105,80,23,2,,,
20200319,大阪,100,78,22,0,,,
20200319,兵庫,69,66,0,3,,,
20200319,神奈川,52,42,6,4,,,
20200319,埼玉,32,28,4,0,,,
20200319,千葉,31,22,9,0,,,
20200319,京都,17,11,6,0,,,
20200319,新潟,17,16,1,0,,,
20200319,和歌山,13,4,8,1,,,
20200319,高知,11,5,6,0,,,
20200319,群馬,10,10,0,0,,,
20200319,熊本,5,5,0,0,,,
20200319,石川,5,4,1,0,,,
20200319,三重,5,4,1,0,,,
20200319,福岡,4,3,1,0,,,
20200319,奈良,4,2,2,0,,,
20200319,滋賀,4,4,0,0,,,
20200319,岐阜,3,2,1,0,,,
20200319,栃木,3,1,2,0,,,
20200319,沖縄,3,1,2,0,,,
20200319,長野,3,3,0,0,,,
20200319,静岡,3,2,1,0,,,
20200319,宮崎,3,3,0,0,,,
20200319,愛媛,2,1,1,0,,,
20200319,茨城,2,2,0,0,,,
20200319,山梨,2,2,0,0,,,
20200319,福島,2,2,0,0,,,
20200319,福井,1,1,0,0,,,
20200319,秋田,1,0,1,0,,,
20200319,宮城,1,0,1,0,,,
20200319,大分,1,0,1,0,,,
20200319,山口,1,1,0,0,,,
20200319,広島,1,0,1,0,,,
20200319,香川,1,1,0,0,,,
20200319,佐賀,1,1,0,0,,,
20200320,北海道,156,80,69,7,,,
20200320,愛知,127,110,3,14,,,
20200320,東京,112,86,24,2,,,
20200320,大阪,102,79,22,1,,,
20200320,兵庫,69,64,1,4,,,
20200320,神奈川,57,47,6,4,,,
20200320,埼玉,36,32,4,0,,,
20200320,千葉,34,25,9,0,,,
20200320,京都,17,11,6,0,,,
20200320,新潟,17,16,1,0,,,
20200320,和歌山,14,5,8,1,,,
20200320,高知,11,0,11,0,,,
20200320,群馬,10,10,0,0,,,
20200320,熊本,6,6,0,0,,,
20200320,三重,6,5,1,0,,,
20200320,石川,5,3,2,0,,,
20200320,福岡,5,3,2,0,,,
20200320,奈良,4,2,2,0,,,
20200320,滋賀,4,4,0,0,,,
20200320,沖縄,3,1,2,0,,,
20200320,長野,3,3,0,0,,,
20200320,岐阜,3,2,1,0,,,
20200320,栃木,3,1,2,0,,,
20200320,静岡,3,2,1,0,,,
20200320,大分,3,2,1,0,,,
20200320,宮崎,3,3,0,0,,,
20200320,茨城,3,3,0,0,,,
20200320,山梨,2,2,0,0,,,
20200320,愛媛,2,1,1,0,,,
20200320,福島,2,2,0,0,,,
20200320,秋田,1,0,1,0,,,
20200320,宮城,1,0,1,0,,,
20200320,山口,1,1,0,0,,,
20200320,広島,1,0,1,0,,,
20200320,福井,1,1,0,0,,,
20200320,香川,1,1,0,0,,,
20200320,佐賀,1,1,0,0,,,
20200321,北海道,157,82,69,6,,,
20200321,愛知,130,111,3,16,,,
20200321,東京,123,96,24,3,,,
20200321,大阪,106,83,22,1,,,
20200321,兵庫,76,71,1,4,,,
20200321,神奈川,58,48,6,4,,,
20200321,千葉,39,27,12,0,,,
20200321,埼玉,38,32,6,0,,,
20200321,京都,18,12,6,0,,,
20200321,新潟,17,16,1,0,,,
20200321,和歌山,15,6,8,1,,,
20200321,群馬,11,11,0,0,,,
20200321,高知,11,0,11,0,,,
20200321,大分,6,5,1,0,,,
20200321,石川,6,4,2,0,,,
20200321,熊本,6,6,0,0,,,
20200321,三重,6,5,1,0,,,
20200321,福岡,5,3,2,0,,,
20200321,奈良,4,2,2,0,,,
20200321,滋賀,4,4,0,0,,,
20200321,沖縄,3,1,2,0,,,
20200321,長野,3,2,1,0,,,
20200321,岐阜,3,2,1,0,,,
20200321,栃木,3,2,1,0,,,
20200321,静岡,3,2,1,0,,,
20200321,宮崎,3,3,0,0,,,
20200321,茨城,3,3,0,0,,,
20200321,広島,2,1,1,0,,,
20200321,山梨,2,2,0,0,,,
20200321,愛媛,2,1,1,0,,,
20200321,福島,2,2,0,0,,,
20200321,秋田,1,0,1,0,,,
20200321,宮城,1,0,1,0,,,
20200321,山口,1,1,0,0,,,
20200321,福井,1,1,0,0,,,
20200321,香川,1,1,0,0,,,
20200321,佐賀,1,1,0,0,,,
20200322,北海道,158,71,81,6,,,
20200322,愛知,132,108,8,16,,,
20200322,東京,130,101,25,4,,,
20200322,大阪,108,81,26,1,,,
20200322,兵庫,81,75,2,4,,,
20200322,神奈川,61,45,12,4,,,
20200322,埼玉,41,34,7,0,,,
20200322,千葉,40,26,14,0,,,
20200322,新潟,22,20,2,0,,,
20200322,京都,19,12,7,0,,,
20200322,和歌山,15,5,9,1,,,
20200322,大分,11,10,1,0,,,
20200322,高知,11,0,11,0,,,
20200322,群馬,11,11,0,0,,,
20200322,熊本,6,5,1,0,,,
20200322,石川,6,3,3,0,,,
20200322,三重,6,5,1,0,,,
20200322,福岡,5,3,2,0,,,
20200322,栃木,4,3,1,0,,,
20200322,奈良,4,2,2,0,,,
20200322,滋賀,4,4,0,0,,,
20200322,沖縄,3,1,2,0,,,
20200322,長野,3,2,1,0,,,
20200322,岐阜,3,2,1,0,,,
20200322,静岡,3,2,1,0,,,
20200322,宮崎,3,3,0,0,,,
20200322,茨城,3,3,0,0,,,
20200322,山梨,2,2,0,0,,,
20200322,愛媛,2,1,1,0,,,
20200322,広島,2,1,1,0,,,
20200322,福島,2,2,0,0,,,
20200322,秋田,1,0,1,0,,,
20200322,宮城,1,0,1,0,,,
20200322,山口,1,1,0,0,,,
20200322,福井,1,1,0,0,,,
20200322,香川,1,1,0,0,,,
20200322,佐賀,1,1,0,0,,,
20200323,北海道,161,72,83,6,,,
20200323,愛知,134,111,8,16,,,
20200323,東京,132,103,25,4,,,
20200323,大阪,113,85,26,2,,,
20200323,兵庫,83,76,2,6,,,
20200323,神奈川,67,49,14,4,,,
20200323,埼玉,45,34,10,1,,,
20200323,千葉,42,27,15,0,,,
20200323,新潟,22,19,3,0,,,
20200323,京都,20,13,7,0,,,
20200323,大分,15,14,1,0,,,
20200323,和歌山,15,5,9,1,,,
20200323,高知,11,0,11,0,,,
20200323,群馬,11,10,0,1,,,
20200323,熊本,6,5,1,0,,,
20200323,石川,6,3,3,0,,,
20200323,三重,6,4,2,0,,,
20200323,岐阜,5,4,1,0,,,
20200323,奈良,5,3,2,0,,,
20200323,福岡,5,3,2,0,,,
20200323,栃木,4,2,2,0,,,
20200323,滋賀,4,4,0,0,,,
20200323,広島,3,2,1,0,,,
20200323,沖縄,3,1,2,0,,,
20200323,長野,3,2,1,0,,,
20200323,静岡,3,2,1,0,,,
20200323,宮崎,3,3,0,0,,,
20200323,茨城,3,3,0,0,,,
20200323,山口,2,2,0,0,,,
20200323,山梨,2,1,1,0,,,
20200323,愛媛,2,1,1,0,,,
20200323,福島,2,2,0,0,,,
20200323,岡山,1,1,0,0,,,
20200323,秋田,1,0,1,0,,,
20200323,宮城,1,0,1,0,,,
20200323,福井,1,1,0,0,,,
20200323,香川,1,1,0,0,,,
20200323,佐賀,1,1,0,0,,,
20200324,北海道,161,65,90,6,1775,,
20200324,東京,146,116,26,4,1848,,
20200324,愛知,136,112,8,17,1782,,
20200324,大阪,116,87,27,2,2350,,
20200324,兵庫,85,78,2,6,1518,,
20200324,神奈川,68,47,17,4,0,,
20200324,埼玉,46,34,11,1,875,,
20200324,千葉,45,30,15,0,31,,
20200324,新潟,22,19,3,0,786,,
20200324,京都,21,14,7,0,857,,
20200324,和歌山,15,5,9,1,1305,,
20200324,大分,15,14,1,0,356,,
20200324,高知,11,0,11,0,281,,
20200324,群馬,11,10,0,1,202,,
20200324,岐阜,8,7,1,0,304,,
20200324,福岡,6,4,2,0,689,,
20200324,熊本,6,5,1,0,521,,
20200324,石川,6,3,1,0,181,,
20200324,三重,6,4,3,0,344,,
20200324,茨城,5,5,2,0,654,,
20200324,滋賀,5,4,1,0,168,,
20200324,奈良,5,2,3,0,205,,
20200324,栃木,4,2,2,0,297,,
20200324,沖縄,3,1,2,0,263,,
20200324,長野,3,2,1,0,336,,
20200324,静岡,3,2,1,0,581,,
20200324,宮崎,3,3,0,0,197,,
20200324,広島,3,2,1,0,631,,
20200324,青森,2,2,0,0,83,,
20200324,山梨,2,1,1,0,358,,
20200324,山口,2,2,0,0,180,,
20200324,愛媛,2,1,1,0,208,,
20200324,福島,2,2,0,0,157,,
20200324,秋田,1,0,1,0,121,,
20200324,宮城,1,0,1,0,161,,
20200324,福井,1,1,0,0,102,,
20200324,岡山,1,1,0,0,206,,
20200324,香川,1,1,0,0,157,,
20200324,佐賀,1,1,0,0,111,,
20200325,北海道,162,63,93,6,1794,,
20200325,東京,160,130,26,5,2013,,
20200325,愛知,139,114,9,17,1895,,
20200325,大阪,123,94,27,2,169,,
20200325,兵庫,87,77,5,6,1607,,
20200325,神奈川,73,52,17,4,69,,
20200325,埼玉,53,41,11,1,898,,
20200325,千葉,46,31,15,0,39,,
20200325,新潟,24,21,3,0,812,,
20200325,京都,23,16,7,0,930,,
20200325,大分,16,15,1,0,743,,
20200325,和歌山,15,5,9,1,1316,,
20200325,群馬,13,12,0,1,209,,
20200325,岐阜,11,10,1,0,317,,
20200325,高知,11,0,11,0,307,,
20200325,福岡,9,7,2,0,703,,
20200325,栃木,6,4,2,0,299,,
20200325,熊本,6,5,1,0,543,,
20200325,石川,6,3,3,0,192,,
20200325,三重,6,4,2,0,368,,
20200325,奈良,5,2,3,0,214,,
20200325,滋賀,5,4,1,0,173,,
20200325,茨城,5,5,0,0,576,,
20200325,山梨,4,3,1,0,370,,
20200325,沖縄,4,2,2,0,271,,
20200325,長野,4,2,2,0,339,,
20200325,静岡,3,2,1,0,584,,
20200325,宮崎,3,2,1,0,205,,
20200325,広島,3,2,1,0,656,,
20200325,山口,2,2,0,0,192,,
20200325,愛媛,2,1,1,0,215,,
20200325,福島,2,2,0,0,164,,
20200325,青森,2,2,0,0,85,,
20200325,秋田,1,0,1,0,200,,
20200325,宮城,1,0,1,0,162,,
20200325,福井,1,1,0,0,114,,
20200325,岡山,1,1,0,0,219,,
20200325,香川,1,1,0,0,160,,
20200325,佐賀,1,1,0,0,115,,
20200326,東京,201,170,27,5,2087,,
20200326,北海道,166,61,98,7,1821,,
20200326,愛知,144,91,36,18,1987,,
20200326,大阪,129,90,37,2,250,,
20200326,兵庫,87,77,5,6,1855,,
20200326,神奈川,77,56,17,4,74,,
20200326,埼玉,53,40,12,1,901,,
20200326,千葉,51,34,17,0,100,,
20200326,京都,27,20,7,0,967,,
20200326,新潟,24,21,3,0,845,,
20200326,大分,16,15,1,0,1171,,
20200326,和歌山,15,5,9,1,1374,,
20200326,群馬,13,12,0,1,231,,
20200326,岐阜,12,11,1,0,325,,
20200326,高知,11,0,11,0,313,,
20200326,茨城,9,9,0,0,656,,
20200326,福岡,9,7,2,0,747,,
20200326,熊本,6,4,2,0,567,,
20200326,石川,6,3,3,0,193,,
20200326,栃木,6,4,2,0,320,,
20200326,三重,6,4,2,0,380,,
20200326,奈良,5,2,3,0,225,,
20200326,滋賀,5,4,1,0,176,,
20200326,青森,4,4,0,0,102,,
20200326,沖縄,4,2,2,0,271,,
20200326,長野,4,2,2,0,339,,
20200326,山梨,4,3,1,0,383,,
20200326,福井,3,3,0,0,116,,
20200326,山口,3,3,0,0,196,,
20200326,静岡,3,1,2,0,611,,
20200326,宮崎,3,2,1,0,222,,
20200326,広島,3,2,1,0,687,,
20200326,愛媛,2,1,1,0,219,,
20200326,福島,2,2,0,0,167,,
20200326,長崎,1,1,0,0,266,,
20200326,秋田,1,0,1,0,204,,
20200326,宮城,1,0,1,0,175,,
20200326,岡山,1,1,0,0,233,,
20200326,香川,1,1,0,0,168,,
20200326,佐賀,1,1,0,0,121,,
20200327,東京,227,194,28,5,2182,,
20200327,北海道,167,62,98,7,1929,,
20200327,愛知,147,93,36,19,2204,,
20200327,大阪,136,93,41,2,362,,
20200327,兵庫,87,77,5,6,2031,,
20200327,神奈川,82,60,18,4,218,,
20200327,埼玉,60,46,13,1,1033,,
20200327,千葉,54,36,18,0,108,,
20200327,京都,29,21,8,0,996,,
20200327,新潟,24,21,3,0,920,,
20200327,大分,17,16,1,0,1389,,
20200327,和歌山,15,4,10,1,1405,,
20200327,岐阜,14,13,1,0,374,,
20200327,群馬,14,13,0,1,241,,
20200327,福岡,11,9,2,0,777,,
20200327,高知,11,0,11,0,314,,
20200327,栃木,10,8,2,0,343,,
20200327,茨城,9,9,0,0,716,,
20200327,熊本,7,5,2,0,595,,
20200327,滋賀,6,5,1,0,138,,
20200327,石川,6,3,3,0,195,,
20200327,三重,6,4,2,0,387,,
20200327,福井,5,5,0,0,119,,
20200327,奈良,5,2,3,0,231,,
20200327,山口,4,4,0,0,210,,
20200327,広島,4,3,1,0,722,,
20200327,沖縄,4,2,2,0,285,,
20200327,長野,4,2,2,0,371,,
20200327,山梨,4,2,2,0,401,,
20200327,青森,4,4,0,0,116,,
20200327,静岡,3,1,2,0,645,,
20200327,宮崎,3,2,1,0,235,,
20200327,宮城,2,1,1,0,180,,
20200327,愛媛,2,1,1,0,223,,
20200327,福島,2,2,0,0,177,,
20200327,鹿児島,1,1,0,0,215,,
20200327,秋田,1,0,1,0,207,,
20200327,岡山,1,1,0,0,243,,
20200327,香川,1,1,0,0,191,,
20200327,佐賀,1,1,0,0,124,,
20200327,長崎,1,1,0,0,279,,
20200328,東京,227,193,29,5,2269,,
20200328,北海道,168,47,114,7,1976,,
20200328,大阪,154,111,41,2,501,,
20200328,愛知,150,90,42,18,2276,,
20200328,兵庫,90,80,5,5,2121,,
20200328,神奈川,88,66,18,4,276,,
20200328,埼玉,66,51,13,2,1104,,
20200328,千葉,60,42,18,0,169,,
20200328,京都,31,20,11,0,1035,,
20200328,新潟,24,17,7,0,977,,
20200328,大分,17,16,1,0,1489,,
20200328,和歌山,15,4,10,1,1419,,
20200328,岐阜,14,13,1,0,412,,
20200328,群馬,14,13,0,1,240,,
20200328,高知,12,1,11,0,332,,
20200328,福岡,12,10,2,0,843,,
20200328,栃木,11,9,2,0,377,,
20200328,熊本,9,7,2,0,658,,
20200328,茨城,9,9,0,0,770,,
20200328,福井,8,8,0,0,136,,
20200328,沖縄,6,4,2,0,303,,
20200328,石川,6,3,3,0,199,,
20200328,三重,6,4,2,0,408,,
20200328,滋賀,6,5,1,0,196,,
20200328,長野,5,3,2,0,396,,
20200328,奈良,5,2,3,0,253,,
20200328,山梨,4,2,2,0,422,,
20200328,山口,4,4,0,0,228,,
20200328,広島,4,3,1,0,748,,
20200328,青森,4,4,0,0,123,,
20200328,秋田,3,2,1,0,211,,
20200328,愛媛,3,2,1,0,234,,
20200328,静岡,3,1,2,0,648,,
20200328,宮崎,3,2,1,0,236,,
20200328,岡山,2,2,0,0,251,,
20200328,宮城,2,1,1,0,187,,
20200328,福島,2,2,0,0,182,,
20200328,香川,1,1,0,0,197,,
20200328,佐賀,1,1,0,0,129,,
20200328,長崎,1,1,0,0,292,,
20200328,鹿児島,1,1,0,0,219,,
20200329,東京,368,327,36,5,2269,,
20200329,大阪,192,142,48,2,532,,
20200329,北海道,172,44,121,7,1976,,
20200329,愛知,164,103,42,19,2276,,
20200329,千葉,126,106,19,1,207,,
20200329,兵庫,125,99,18,8,2142,,
20200329,神奈川,104,79,20,5,276,,
20200329,埼玉,78,60,15,3,1104,,
20200329,京都,37,24,13,0,1035,,
20200329,新潟,31,24,7,0,977,,
20200329,大分,27,26,1,0,1489,,
20200329,福岡,21,19,2,0,844,,
20200329,和歌山,17,3,13,1,1431,,
20200329,岐阜,16,15,1,0,420,,
20200329,群馬,15,14,0,1,240,,
20200329,茨城,13,13,0,0,770,,
20200329,高知,13,1,12,0,342,,
20200329,福井,12,12,0,0,144,,
20200329,奈良,11,3,8,0,263,,
20200329,栃木,11,9,2,0,377,,
20200329,熊本,10,7,3,0,674,,
20200329,石川,9,4,5,0,205,,
20200329,三重,9,7,2,0,408,,
20200329,山口,6,4,2,0,270,,
20200329,青森,6,6,0,0,124,,
20200329,長野,6,3,3,0,397,,
20200329,沖縄,6,4,2,0,303,,
20200329,滋賀,6,5,1,0,197,,
20200329,秋田,4,2,2,0,211,,
20200329,静岡,4,2,2,0,660,,
20200329,愛媛,4,2,2,0,234,,
20200329,山梨,4,2,2,0,426,,
20200329,広島,4,3,1,0,812,,
20200329,岡山,3,3,0,0,251,,
20200329,宮崎,3,2,1,0,241,,
20200329,長崎,2,2,0,0,292,,
20200329,宮城,2,1,1,0,187,,
20200329,福島,2,2,0,0,182,,
20200329,徳島,1,0,1,0,110,,
20200329,香川,1,1,0,0,197,,
20200329,佐賀,1,1,0,0,129,,
20200329,鹿児島,1,1,0,0,219,,
20200330,東京,436,395,36,5,2269,,
20200330,大阪,209,159,48,2,553,,
20200330,北海道,176,48,121,7,1976,,
20200330,愛知,167,106,42,19,2276,,
20200330,千葉,160,140,19,1,237,,
20200330,兵庫,132,104,18,10,2146,,
20200330,神奈川,107,82,20,5,276,,
20200330,埼玉,83,65,15,3,1105,,
20200330,京都,46,33,13,0,1035,,
20200330,新潟,31,24,7,0,977,,
20200330,大分,28,27,1,0,1489,,
20200330,福岡,22,20,2,0,853,,
20200330,岐阜,21,20,1,0,428,,
20200330,群馬,18,17,0,1,243,,
20200330,和歌山,17,3,13,1,1433,,
20200330,茨城,16,16,0,0,770,,
20200330,高知,14,2,12,0,353,,
20200330,福井,13,13,0,0,154,,
20200330,栃木,12,10,2,0,377,,
20200330,奈良,11,3,8,0,263,,
20200330,熊本,10,7,3,0,693,,
20200330,石川,9,4,5,0,212,,
20200330,三重,9,7,2,0,408,,
20200330,沖縄,8,6,2,0,303,,
20200330,長野,8,5,3,0,397,,
20200330,青森,7,7,0,0,132,,
20200330,広島,6,5,1,0,831,,
20200330,山口,6,4,2,0,291,,
20200330,滋賀,6,5,1,0,197,,
20200330,山梨,4,2,2,0,428,,
20200330,秋田,4,2,2,0,211,,
20200330,静岡,4,2,2,0,665,,
20200330,愛媛,4,2,2,0,234,,
20200330,宮崎,3,2,1,0,242,,
20200330,岡山,3,3,0,0,251,,
20200330,宮城,2,1,1,0,188,,
20200330,福島,2,2,0,0,182,,
20200330,長崎,2,2,0,0,292,,
20200330,徳島,1,0,1,0,110,,
20200330,香川,1,1,0,0,212,,
20200330,佐賀,1,1,0,0,130,,
20200330,鹿児島,1,1,0,0,219,,
20200331,東京,449,407,36,6,2986,,
20200331,大阪,217,167,48,2,630,,
20200331,北海道,177,49,121,7,2076,,
20200331,愛知,170,109,42,19,2460,,
20200331,千葉,160,140,19,1,362,,
20200331,兵庫,136,108,18,10,2399,,
20200331,神奈川,115,89,20,6,476,,
20200331,埼玉,84,66,15,3,1249,,
20200331,京都,54,41,13,0,1080,,
20200331,新潟,31,24,7,0,1024,,
20200331,大分,28,27,1,0,1626,,
20200331,福岡,23,21,2,0,1033,,
20200331,岐阜,21,20,1,0,629,,
20200331,茨城,20,20,0,0,921,,
20200331,群馬,18,17,0,1,253,,
20200331,和歌山,17,3,13,1,1452,,
20200331,福井,15,15,0,0,160,,
20200331,高知,15,3,12,0,359,,
20200331,栃木,12,10,2,0,439,,
20200331,石川,11,6,5,0,211,,
20200331,三重,11,9,2,0,437,,
20200331,熊本,11,8,3,0,856,,
20200331,奈良,11,3,8,0,292,,
20200331,沖縄,9,7,2,0,332,,
20200331,長野,8,5,3,0,475,,
20200331,青森,7,7,0,0,132,,
20200331,宮城,6,5,1,0,208,,
20200331,山口,6,4,2,0,257,,
20200331,滋賀,6,5,1,0,217,,
20200331,広島,6,5,1,0,901,,
20200331,山梨,5,3,2,0,454,,
20200331,岡山,4,4,0,0,309,,
20200331,秋田,4,2,2,0,240,,
20200331,静岡,4,2,2,0,701,,
20200331,愛媛,4,2,2,0,250,,
20200331,宮崎,3,2,1,0,272,,
20200331,福島,2,2,0,0,203,,
20200331,長崎,2,2,0,0,331,,
20200331,富山,1,1,0,0,79,,
20200331,徳島,1,0,1,0,123,,
20200331,香川,1,1,0,0,243,,
20200331,佐賀,1,1,0,0,137,,
20200331,鹿児島,1,1,0,0,263,,
20200401,東京,527,484,37,6,3027,,
20200401,大阪,245,173,70,2,630,,
20200401,北海道,177,46,124,7,2096,,
20200401,愛知,176,110,47,19,2854,,
20200401,千葉,164,144,19,1,527,,
20200401,兵庫,147,118,18,11,2462,,
20200401,神奈川,120,87,27,6,614,,
20200401,埼玉,98,80,15,3,1293,,
20200401,京都,68,53,15,0,1178,,
20200401,福岡,43,41,2,0,1069,,
20200401,新潟,31,21,10,0,1061,,
20200401,大分,29,28,1,0,1647,,
20200401,茨城,24,24,0,0,1028,,
20200401,岐阜,23,21,2,0,717,,
20200401,群馬,19,18,0,1,289,,
20200401,高知,17,5,12,0,389,,
20200401,和歌山,17,3,13,1,1479,,
20200401,福井,16,16,0,0,179,,
20200401,熊本,14,11,3,0,925,,
20200401,栃木,14,12,2,0,456,,
20200401,石川,13,8,5,0,228,,
20200401,奈良,11,3,8,0,314,,
20200401,三重,11,9,2,0,458,,
20200401,愛媛,9,7,2,0,267,,
20200401,沖縄,9,7,2,0,356,,
20200401,青森,8,8,0,0,137,,
20200401,長野,8,5,3,0,506,,
20200401,宮城,7,6,1,0,208,,
20200401,滋賀,7,5,2,0,232,,
20200401,秋田,6,4,2,0,261,,
20200401,静岡,6,3,3,0,745,,
20200401,山梨,6,4,2,0,472,,
20200401,山口,6,3,3,0,287,,
20200401,広島,6,5,1,0,960,,
20200401,福島,4,4,0,0,204,,
20200401,岡山,4,4,0,0,321,,
20200401,富山,3,3,0,0,90,,
20200401,徳島,3,2,1,0,144,,
20200401,宮崎,3,2,1,0,284,,
20200401,香川,2,2,0,0,243,,
20200401,佐賀,2,2,0,0,150,,
20200401,長崎,2,1,1,0,351,,
20200401,山形,1,1,0,0,222,,
20200401,鹿児島,1,1,0,0,265,,
20200402,東京,593,539,47,7,3027,,
20200402,大阪,279,207,70,2,630,,
20200402,北海道,182,44,131,7,2096,,
20200402,愛知,181,115,47,19,2854,,
20200402,千葉,175,151,23,1,527,,
20200402,兵庫,161,132,18,11,2462,,
20200402,神奈川,138,104,28,6,614,,
20200402,埼玉,101,77,20,4,1293,,
20200402,京都,71,55,16,0,1178,,
20200402,福岡,52,47,5,0,1069,,
20200402,新潟,31,21,10,0,1061,,
20200402,大分,29,28,1,0,1647,,
20200402,茨城,24,23,0,1,1028,,
20200402,福井,22,22,0,0,179,,
20200402,岐阜,22,20,2,0,717,,
20200402,高知,20,8,12,0,389,,
20200402,群馬,20,19,0,1,289,,
20200402,和歌山,18,4,13,1,1479,,
20200402,奈良,15,7,8,0,314,,
20200402,石川,15,10,5,0,228,,
20200402,熊本,15,12,3,0,925,,
20200402,栃木,14,12,2,0,456,,
20200402,三重,11,9,2,0,458,,
20200402,長野,9,6,3,0,506,,
20200402,沖縄,9,7,2,0,356,,
20200402,愛媛,9,7,2,0,267,,
20200402,山梨,8,6,2,0,472,,
20200402,滋賀,8,5,3,0,232,,
20200402,青森,8,8,0,0,137,,
20200402,宮城,7,6,1,0,208,,
20200402,福島,6,5,1,0,204,,
20200402,秋田,6,4,2,0,261,,
20200402,静岡,6,3,3,0,745,,
20200402,山口,6,3,3,0,287,,
20200402,広島,6,5,1,0,960,,
20200402,長崎,5,4,1,0,351,,
20200402,富山,5,5,0,0,90,,
20200402,佐賀,4,4,0,0,150,,
20200402,岡山,4,4,0,0,321,,
20200402,宮崎,3,2,1,0,284,,
20200402,徳島,3,2,1,0,144,,
20200402,鹿児島,2,2,0,0,265,,
20200402,香川,2,2,0,0,243,,
20200402,山形,1,1,0,0,222,,
20200403,東京,690,635,48,7,3402,,
20200403,大阪,312,239,71,2,1149,,
20200403,愛知,186,120,47,19,3123,,
20200403,北海道,185,46,131,8,2218,,
20200403,千葉,181,154,26,1,712,,
20200403,兵庫,167,138,18,11,2610,,
20200403,神奈川,153,119,28,6,954,,
20200403,埼玉,113,88,21,4,1476,,
20200403,京都,79,61,18,0,1189,,
20200403,福岡,62,57,5,0,1198,,
20200403,福井,31,30,0,1,233,,
20200403,新潟,31,21,10,0,1139,,
20200403,大分,30,29,1,0,1710,,
20200403,茨城,26,24,0,2,1266,,
20200403,岐阜,22,20,2,0,806,,
20200403,高知,21,9,12,0,417,,
20200403,和歌山,20,5,14,1,1531,,
20200403,群馬,20,19,0,1,542,,
20200403,奈良,19,11,8,0,355,,
20200403,石川,16,11,5,0,248,,
20200403,熊本,15,12,3,0,1036,,
20200403,栃木,14,12,2,0,571,,
20200403,宮城,12,11,1,0,244,,
20200403,三重,12,10,2,0,507,,
20200403,愛媛,11,9,2,0,312,,
20200403,山梨,9,7,2,0,579,,
20200403,青森,9,9,0,0,160,,
20200403,沖縄,9,7,2,0,399,,
20200403,長野,9,6,3,0,596,,
20200403,富山,8,8,0,0,137,,
20200403,福島,8,7,1,0,238,,
20200403,滋賀,8,5,3,0,259,,
20200403,岡山,7,7,0,0,365,,
20200403,秋田,7,5,2,0,321,,
20200403,静岡,6,3,3,0,957,,
20200403,山口,6,3,3,0,328,,
20200403,広島,6,5,1,0,1023,,
20200403,長崎,5,4,1,0,429,,
20200403,佐賀,4,4,0,0,153,,
20200403,鹿児島,3,3,0,0,308,,
20200403,宮崎,3,2,1,0,326,,
20200403,徳島,3,2,1,0,156,,
20200403,香川,2,2,0,0,304,,
20200403,山形,1,1,0,0,275,,
20200404,東京,690,635,48,7,3806,,
20200404,大阪,312,239,71,2,1251,,
20200404,愛知,186,120,47,19,2917,,
20200404,北海道,185,46,131,8,2296,,
20200404,千葉,181,154,26,1,788,,
20200404,兵庫,167,138,18,11,2791,,
20200404,神奈川,153,119,28,6,1099,,
20200404,埼玉,113,88,21,4,1547,,
20200404,京都,79,61,18,0,1398,,
20200404,福岡,62,57,5,0,1584,,
20200404,福井,31,30,0,1,272,,
20200404,新潟,31,21,10,0,1248,,
20200404,大分,30,29,1,0,1739,,
20200404,茨城,26,24,0,2,1383,,
20200404,岐阜,22,20,2,0,827,,
20200404,高知,21,9,12,0,454,,
20200404,和歌山,20,5,14,1,1571,,
20200404,群馬,20,19,0,1,860,,
20200404,奈良,19,11,8,0,359,,
20200404,石川,16,11,5,0,264,,
20200404,熊本,15,12,3,0,1095,,
20200404,栃木,14,12,2,0,657,,
20200404,宮城,12,11,1,0,348,,
20200404,三重,12,10,2,0,598,,
20200404,愛媛,11,9,2,0,350,,
20200404,山梨,9,7,2,0,625,,
20200404,青森,9,9,0,0,180,,
20200404,沖縄,9,7,2,0,430,,
20200404,長野,9,6,3,0,667,,
20200404,富山,8,8,0,0,198,,
20200404,福島,8,7,1,0,264,,
20200404,滋賀,8,5,3,0,293,,
20200404,岡山,7,7,0,0,390,,
20200404,秋田,7,5,2,0,349,,
20200404,静岡,6,3,3,0,1006,,
20200404,山口,6,3,3,0,354,,
20200404,広島,6,5,1,0,1023,,
20200404,長崎,5,4,1,0,505,,
20200404,佐賀,4,4,0,0,184,,
20200404,鹿児島,3,3,0,0,346,,
20200404,宮崎,3,2,1,0,338,,
20200404,徳島,3,2,1,0,164,,
20200404,香川,2,2,0,0,344,,
20200404,山形,1,1,0,0,369,,
20200405,東京,897,837,48,12,3806,,
20200405,大阪,388,306,80,2,1292,,
20200405,千葉,219,187,31,1,828,,
20200405,愛知,216,149,48,19,2917,,
20200405,神奈川,197,159,32,6,1099,,
20200405,北海道,193,55,130,8,2296,,
20200405,兵庫,182,119,52,11,2805,,
20200405,埼玉,153,126,23,4,1547,,
20200405,京都,105,87,18,0,1398,,
20200405,福岡,67,62,5,0,1594,,
20200405,茨城,59,56,1,2,1383,,
20200405,福井,44,43,0,1,275,,
20200405,岐阜,43,40,2,1,833,,
20200405,石川,32,27,5,0,264,,
